n	d	Condition	count
107	0	107321A_TLS_2h	1
107	0	107349B_TLS_1h	1
107	0	107351B_TLS_2h	1
107	0	107353B_TLS_4h	1
107	1	107319A_TLS_1h	1
107	1	107321A_TLS_2h	1
107	1	107325A_TLS_8h	1
107	1	107351B_TLS_2h	2
41	0	107317A_TLS_0h_no4sU	276439
41	0	107319A_TLS_1h	223062
41	0	107321A_TLS_2h	261970
41	0	107323A_TLS_4h	192239
41	0	107325A_TLS_8h	145280
41	0	107347B_TLS_0h_no4sU	282322
41	0	107349B_TLS_1h	238388
41	0	107351B_TLS_2h	265056
41	0	107353B_TLS_4h	200052
41	0	107355B_TLS_8h	146411
107	2	107323A_TLS_4h	1
107	2	107325A_TLS_8h	1
107	2	107353B_TLS_4h	1
41	1	107317A_TLS_0h_no4sU	5484
41	1	107319A_TLS_1h	12022
41	1	107321A_TLS_2h	38779
41	1	107323A_TLS_4h	54600
41	1	107325A_TLS_8h	72847
41	1	107347B_TLS_0h_no4sU	5637
41	1	107349B_TLS_1h	13080
41	1	107351B_TLS_2h	34922
41	1	107353B_TLS_4h	61335
41	1	107355B_TLS_8h	76965
107	3	107323A_TLS_4h	2
107	3	107351B_TLS_2h	1
107	3	107355B_TLS_8h	1
41	2	107317A_TLS_0h_no4sU	87
41	2	107319A_TLS_1h	1530
41	2	107321A_TLS_2h	10924
41	2	107323A_TLS_4h	20658
41	2	107325A_TLS_8h	32754
41	2	107347B_TLS_0h_no4sU	103
41	2	107349B_TLS_1h	2471
41	2	107351B_TLS_2h	12658
41	2	107353B_TLS_4h	29860
41	2	107355B_TLS_8h	40134
41	3	107317A_TLS_0h_no4sU	5
41	3	107319A_TLS_1h	242
41	3	107321A_TLS_2h	2689
41	3	107323A_TLS_4h	6574
41	3	107325A_TLS_8h	11353
41	3	107347B_TLS_0h_no4sU	3
41	3	107349B_TLS_1h	538
41	3	107351B_TLS_2h	4196
41	3	107353B_TLS_4h	12079
41	3	107355B_TLS_8h	16276
107	5	107321A_TLS_2h	2
107	5	107323A_TLS_4h	2
41	4	107319A_TLS_1h	38
41	4	107321A_TLS_2h	606
41	4	107323A_TLS_4h	1801
41	4	107325A_TLS_8h	3459
41	4	107347B_TLS_0h_no4sU	1
41	4	107349B_TLS_1h	119
41	4	107351B_TLS_2h	1339
41	4	107353B_TLS_4h	4303
41	4	107355B_TLS_8h	5671
107	6	107321A_TLS_2h	1
107	6	107353B_TLS_4h	1
41	5	107319A_TLS_1h	11
41	5	107321A_TLS_2h	125
41	5	107323A_TLS_4h	437
41	5	107325A_TLS_8h	870
41	5	107349B_TLS_1h	30
41	5	107351B_TLS_2h	359
41	5	107353B_TLS_4h	1355
41	5	107355B_TLS_8h	1763
41	6	107319A_TLS_1h	1
41	6	107321A_TLS_2h	26
41	6	107323A_TLS_4h	100
41	6	107325A_TLS_8h	209
41	6	107349B_TLS_1h	3
41	6	107351B_TLS_2h	91
41	6	107353B_TLS_4h	385
41	6	107355B_TLS_8h	477
41	7	107319A_TLS_1h	1
41	7	107321A_TLS_2h	7
41	7	107323A_TLS_4h	28
41	7	107325A_TLS_8h	46
41	7	107349B_TLS_1h	3
41	7	107351B_TLS_2h	23
41	7	107353B_TLS_4h	110
41	7	107355B_TLS_8h	119
41	8	107321A_TLS_2h	1
41	8	107323A_TLS_4h	10
41	8	107325A_TLS_8h	14
41	8	107351B_TLS_2h	8
41	8	107353B_TLS_4h	29
41	8	107355B_TLS_8h	42
41	9	107325A_TLS_8h	5
41	9	107351B_TLS_2h	2
41	9	107353B_TLS_4h	6
41	9	107355B_TLS_8h	9
41	10	107325A_TLS_8h	2
108	0	107317A_TLS_0h_no4sU	1
108	0	107319A_TLS_1h	4
108	0	107321A_TLS_2h	1
108	0	107323A_TLS_4h	1
108	0	107325A_TLS_8h	1
108	0	107347B_TLS_0h_no4sU	1
108	0	107349B_TLS_1h	1
108	0	107353B_TLS_4h	1
108	1	107319A_TLS_1h	2
108	1	107349B_TLS_1h	1
42	0	107317A_TLS_0h_no4sU	262968
