n	d	Condition	count
6	3	107325A_TLS_8h	67
6	3	107349B_TLS_1h	2
6	3	107351B_TLS_2h	20
6	3	107353B_TLS_4h	52
6	3	107355B_TLS_8h	87
39	4	107319A_TLS_1h	6
39	4	107321A_TLS_2h	28
39	4	107323A_TLS_4h	52
39	4	107325A_TLS_8h	93
39	4	107349B_TLS_1h	6
39	4	107351B_TLS_2h	39
39	4	107353B_TLS_4h	136
39	4	107355B_TLS_8h	125
39	5	107321A_TLS_2h	2
39	5	107323A_TLS_4h	6
39	5	107325A_TLS_8h	6
39	5	107351B_TLS_2h	5
39	5	107353B_TLS_4h	15
39	5	107355B_TLS_8h	10
6	4	107321A_TLS_2h	2
6	4	107325A_TLS_8h	1
6	4	107351B_TLS_2h	1
6	4	107353B_TLS_4h	1
6	4	107355B_TLS_8h	0
56	0	107317A_TLS_0h_no4sU	67
56	0	107319A_TLS_1h	53
56	0	107321A_TLS_2h	37
56	0	107323A_TLS_4h	27
56	0	107325A_TLS_8h	15
56	0	107347B_TLS_0h_no4sU	56
56	0	107349B_TLS_1h	50
56	0	107351B_TLS_2h	51
56	0	107353B_TLS_4h	30
56	0	107355B_TLS_8h	11
23	0	107317A_TLS_0h_no4sU	261206
23	0	107319A_TLS_1h	235262
23	0	107321A_TLS_2h	224725
23	0	107323A_TLS_4h	155535
23	0	107325A_TLS_8h	144642
23	0	107347B_TLS_0h_no4sU	268434
23	0	107349B_TLS_1h	210528
23	0	107351B_TLS_2h	209082
23	0	107353B_TLS_4h	186374
23	0	107355B_TLS_8h	109028
56	1	107317A_TLS_0h_no4sU	2
56	1	107319A_TLS_1h	8
56	1	107321A_TLS_2h	3
56	1	107323A_TLS_4h	12
56	1	107325A_TLS_8h	11
56	1	107347B_TLS_0h_no4sU	1
56	1	107349B_TLS_1h	8
56	1	107351B_TLS_2h	4
56	1	107353B_TLS_4h	10
56	1	107355B_TLS_8h	15
23	1	107317A_TLS_0h_no4sU	2581
23	1	107319A_TLS_1h	8813
23	1	107321A_TLS_2h	25489
23	1	107323A_TLS_4h	34124
23	1	107325A_TLS_8h	51077
23	1	107347B_TLS_0h_no4sU	2810
23	1	107349B_TLS_1h	8645
23	1	107351B_TLS_2h	23199
23	1	107353B_TLS_4h	48455
23	1	107355B_TLS_8h	43490
56	2	107321A_TLS_2h	2
56	2	107323A_TLS_4h	3
56	2	107325A_TLS_8h	12
56	2	107349B_TLS_1h	2
56	2	107351B_TLS_2h	6
56	2	107353B_TLS_4h	7
56	2	107355B_TLS_8h	6
23	2	107317A_TLS_0h_no4sU	18
23	2	107319A_TLS_1h	671
23	2	107321A_TLS_2h	4056
23	2	107323A_TLS_4h	7253
23	2	107325A_TLS_8h	12599
23	2	107347B_TLS_0h_no4sU	29
23	2	107349B_TLS_1h	1021
23	2	107351B_TLS_2h	5165
23	2	107353B_TLS_4h	14233
23	2	107355B_TLS_8h	13015
56	3	107321A_TLS_2h	1
56	3	107323A_TLS_4h	4
56	3	107325A_TLS_8h	4
56	3	107351B_TLS_2h	3
56	3	107353B_TLS_4h	1
56	3	107355B_TLS_8h	6
23	3	107317A_TLS_0h_no4sU	1
23	3	107319A_TLS_1h	54
23	3	107321A_TLS_2h	587
23	3	107323A_TLS_4h	1164
23	3	107325A_TLS_8h	2368
23	3	107349B_TLS_1h	128
23	3	107351B_TLS_2h	993
23	3	107353B_TLS_4h	3218
23	3	107355B_TLS_8h	3001
56	4	107325A_TLS_8h	1
56	4	107351B_TLS_2h	1
56	4	107353B_TLS_4h	4
56	4	107355B_TLS_8h	1
23	4	107319A_TLS_1h	7
23	4	107321A_TLS_2h	49
23	4	107323A_TLS_4h	172
23	4	107325A_TLS_8h	309
23	4	107349B_TLS_1h	12
23	4	107351B_TLS_2h	136
23	4	107353B_TLS_4h	506
23	4	107355B_TLS_8h	492
23	5	107321A_TLS_2h	2
23	5	107323A_TLS_4h	7
23	5	107325A_TLS_8h	9
23	5	107351B_TLS_2h	3
23	5	107353B_TLS_4h	20
23	5	107355B_TLS_8h	13
23	6	107353B_TLS_4h	1
23	6	107355B_TLS_8h	1
40	0	107317A_TLS_0h_no4sU	11938
40	0	107319A_TLS_1h	10658
40	0	107321A_TLS_2h	8354
40	0	107323A_TLS_4h	5285
40	0	107325A_TLS_8h	3576
40	0	107347B_TLS_0h_no4sU	10668
40	0	107349B_TLS_1h	8699
40	0	107351B_TLS_2h	6876
40	0	107353B_TLS_4h	5713
40	0	107355B_TLS_8h	3064
7	0	107317A_TLS_0h_no4sU	545412
7	0	107319A_TLS_1h	468408
7	0	107321A_TLS_2h	534795
7	0	107323A_TLS_4h	439458
7	0	107325A_TLS_8h	435358
7	0	107347B_TLS_0h_no4sU	555055
7	0	107349B_TLS_1h	463596
7	0	107351B_TLS_2h	540837
7	0	107353B_TLS_4h	519934
7	0	107355B_TLS_8h	416922
40	1	107317A_TLS_0h_no4sU	160
40	1	107319A_TLS_1h	711
40	1	107321A_TLS_2h	1466
40	1	107323A_TLS_4h	1914
40	1	107325A_TLS_8h	2104
40	1	107347B_TLS_0h_no4sU	173
40	1	107349B_TLS_1h	605
40	1	107351B_TLS_2h	1211
40	1	107353B_TLS_4h	2204
40	1	107355B_TLS_8h	2071
73	2	107319A_TLS_1h	1
7	1	107317A_TLS_0h_no4sU	2065
7	1	107319A_TLS_1h	4803
7	1	107321A_TLS_2h	18182
7	1	107323A_TLS_4h	29190
7	1	107325A_TLS_8h	45565
7	1	107347B_TLS_0h_no4sU	2144
7	1	107349B_TLS_1h	5447
7	1	107351B_TLS_2h	19085
7	1	107353B_TLS_4h	44167
7	1	107355B_TLS_8h	49957
40	2	107317A_TLS_0h_no4sU	2
40	2	107319A_TLS_1h	118
40	2	107321A_TLS_2h	420
40	2	107323A_TLS_4h	681
40	2	107325A_TLS_8h	858
40	2	107347B_TLS_0h_no4sU	4
40	2	107349B_TLS_1h	159
40	2	107351B_TLS_2h	430
40	2	107353B_TLS_4h	1112
40	2	107355B_TLS_8h	1045
7	2	107317A_TLS_0h_no4sU	13
7	2	107319A_TLS_1h	89
7	2	107321A_TLS_2h	716
7	2	107323A_TLS_4h	1471
7	2	107325A_TLS_8h	2961
7	2	107347B_TLS_0h_no4sU	4
7	2	107349B_TLS_1h	137
7	2	107351B_TLS_2h	1060
7	2	107353B_TLS_4h	3153
7	2	107355B_TLS_8h	3862
40	3	107319A_TLS_1h	18
40	3	107321A_TLS_2h	100
40	3	107323A_TLS_4h	186
40	3	107325A_TLS_8h	247
40	3	107349B_TLS_1h	34
40	3	107351B_TLS_2h	123
40	3	107353B_TLS_4h	410
40	3	107355B_TLS_8h	418
7	3	107319A_TLS_1h	3
7	3	107321A_TLS_2h	20
7	3	107323A_TLS_4h	43
7	3	107325A_TLS_8h	122
7	3	107349B_TLS_1h	4
7	3	107351B_TLS_2h	38
7	3	107353B_TLS_4h	150
7	3	107355B_TLS_8h	185
40	4	107319A_TLS_1h	3
40	4	107321A_TLS_2h	17
40	4	107323A_TLS_4h	32
40	4	107325A_TLS_8h	60
40	4	107349B_TLS_1h	9
40	4	107351B_TLS_2h	35
40	4	107353B_TLS_4h	101
40	4	107355B_TLS_8h	122
40	5	107321A_TLS_2h	1
40	5	107323A_TLS_4h	2
40	5	107325A_TLS_8h	2
40	5	107351B_TLS_2h	3
40	5	107353B_TLS_4h	8
40	5	107355B_TLS_8h	9
7	4	107323A_TLS_4h	1
7	4	107325A_TLS_8h	1
7	4	107351B_TLS_2h	1
7	4	107353B_TLS_4h	3
7	4	107355B_TLS_8h	6
40	6	107323A_TLS_4h	1
57	0	107317A_TLS_0h_no4sU	44
57	0	107319A_TLS_1h	32
57	0	107321A_TLS_2h	22
57	0	107323A_TLS_4h	16
57	0	107325A_TLS_8h	6
57	0	107347B_TLS_0h_no4sU	36
57	0	107349B_TLS_1h	29
57	0	107351B_TLS_2h	29
57	0	107353B_TLS_4h	16
57	0	107355B_TLS_8h	7
24	0	107317A_TLS_0h_no4sU	230046
24	0	107319A_TLS_1h	207527
24	0	107321A_TLS_2h	195940
24	0	107323A_TLS_4h	133952
24	0	107325A_TLS_8h	123570
24	0	107347B_TLS_0h_no4sU	235815
24	0	107349B_TLS_1h	184327
24	0	107351B_TLS_2h	182313
24	0	107353B_TLS_4h	160248
24	0	107355B_TLS_8h	93034
57	1	107317A_TLS_0h_no4sU	1
57	1	107319A_TLS_1h	2
57	1	107321A_TLS_2h	11
57	1	107323A_TLS_4h	8
57	1	107325A_TLS_8h	10
57	1	107347B_TLS_0h_no4sU	2
57	1	107349B_TLS_1h	2
57	1	107351B_TLS_2h	12
57	1	107353B_TLS_4h	5
57	1	107355B_TLS_8h	8
24	1	107317A_TLS_0h_no4sU	2325
24	1	107319A_TLS_1h	8220
24	1	107321A_TLS_2h	23377
24	1	107323A_TLS_4h	30875
24	1	107325A_TLS_8h	45732
24	1	107347B_TLS_0h_no4sU	2520
24	1	107349B_TLS_1h	7970
24	1	107351B_TLS_2h	21254
24	1	107353B_TLS_4h	43460
24	1	107355B_TLS_8h	38379
57	2	107321A_TLS_2h	2
57	2	107323A_TLS_4h	5
57	2	107325A_TLS_8h	7
57	2	107349B_TLS_1h	1
57	2	107351B_TLS_2h	5
57	2	107353B_TLS_4h	2
57	2	107355B_TLS_8h	2
24	2	107317A_TLS_0h_no4sU	14
24	2	107319A_TLS_1h	701
24	2	107321A_TLS_2h	4024
24	2	107323A_TLS_4h	6778
24	2	107325A_TLS_8h	11881
24	2	107347B_TLS_0h_no4sU	11
24	2	107349B_TLS_1h	963
24	2	107351B_TLS_2h	4889
24	2	107353B_TLS_4h	13389
24	2	107355B_TLS_8h	12471
57	3	107325A_TLS_8h	3
57	3	107349B_TLS_1h	1
57	3	107351B_TLS_2h	2
57	3	107353B_TLS_4h	6
57	3	107355B_TLS_8h	6
24	3	107317A_TLS_0h_no4sU	1
24	3	107319A_TLS_1h	63
24	3	107321A_TLS_2h	613
24	3	107323A_TLS_4h	1207
24	3	107325A_TLS_8h	2409
24	3	107347B_TLS_0h_no4sU	1
24	3	107349B_TLS_1h	130
24	3	107351B_TLS_2h	932
24	3	107353B_TLS_4h	3191
24	3	107355B_TLS_8h	2806
57	4	107321A_TLS_2h	1
57	4	107325A_TLS_8h	1
57	4	107349B_TLS_1h	1
24	4	107319A_TLS_1h	2
24	4	107321A_TLS_2h	76
24	4	107323A_TLS_4h	175
24	4	107325A_TLS_8h	343
24	4	107349B_TLS_1h	11
24	4	107351B_TLS_2h	157
24	4	107353B_TLS_4h	520
24	4	107355B_TLS_8h	512
24	5	107323A_TLS_4h	4
24	5	107325A_TLS_8h	11
24	5	107351B_TLS_2h	3
24	5	107353B_TLS_4h	20
24	5	107355B_TLS_8h	22
41	0	107317A_TLS_0h_no4sU	8981
41	0	107319A_TLS_1h	8251
41	0	107321A_TLS_2h	6404
41	0	107323A_TLS_4h	3925
41	0	107325A_TLS_8h	2677
41	0	107347B_TLS_0h_no4sU	7924
41	0	107349B_TLS_1h	6540
41	0	107351B_TLS_2h	5152
41	0	107353B_TLS_4h	4361
41	0	107355B_TLS_8h	2361
8	0	107317A_TLS_0h_no4sU	559041
8	0	107319A_TLS_1h	480846
8	0	107321A_TLS_2h	542835
8	0	107323A_TLS_4h	440227
8	0	107325A_TLS_8h	435034
8	0	107347B_TLS_0h_no4sU	570613
8	0	107349B_TLS_1h	470999
8	0	107351B_TLS_2h	546683
8	0	107353B_TLS_4h	524589
8	0	107355B_TLS_8h	410368
41	1	107317A_TLS_0h_no4sU	119
41	1	107319A_TLS_1h	546
41	1	107321A_TLS_2h	1201
41	1	107323A_TLS_4h	1424
41	1	107325A_TLS_8h	1551
41	1	107347B_TLS_0h_no4sU	99
41	1	107349B_TLS_1h	494
41	1	107351B_TLS_2h	861
41	1	107353B_TLS_4h	1764
41	1	107355B_TLS_8h	1585
8	1	107317A_TLS_0h_no4sU	2236
8	1	107319A_TLS_1h	5570
8	1	107321A_TLS_2h	21052
8	1	107323A_TLS_4h	34143
8	1	107325A_TLS_8h	52746
8	1	107347B_TLS_0h_no4sU	2345
8	1	107349B_TLS_1h	6262
8	1	107351B_TLS_2h	22140
8	1	107353B_TLS_4h	50833
8	1	107355B_TLS_8h	56567
41	2	107317A_TLS_0h_no4sU	3
41	2	107319A_TLS_1h	63
41	2	107321A_TLS_2h	332
41	2	107323A_TLS_4h	503
41	2	107325A_TLS_8h	648
41	2	107349B_TLS_1h	105
41	2	107351B_TLS_2h	310
41	2	107353B_TLS_4h	768
41	2	107355B_TLS_8h	830
8	2	107317A_TLS_0h_no4sU	10
8	2	107319A_TLS_1h	130
8	2	107321A_TLS_2h	933
8	2	107323A_TLS_4h	2169
8	2	107325A_TLS_8h	3894
8	2	107347B_TLS_0h_no4sU	7
8	2	107349B_TLS_1h	226
8	2	107351B_TLS_2h	1476
8	2	107353B_TLS_4h	4456
8	2	107355B_TLS_8h	4945
41	3	107319A_TLS_1h	14
41	3	107321A_TLS_2h	70
41	3	107323A_TLS_4h	147
41	3	107325A_TLS_8h	201
41	3	107349B_TLS_1h	17
41	3	107351B_TLS_2h	85
41	3	107353B_TLS_4h	298
41	3	107355B_TLS_8h	336
8	3	107319A_TLS_1h	1
8	3	107321A_TLS_2h	33
8	3	107323A_TLS_4h	110
8	3	107325A_TLS_8h	158
8	3	107349B_TLS_1h	3
8	3	107351B_TLS_2h	56
8	3	107353B_TLS_4h	246
8	3	107355B_TLS_8h	279
41	4	107319A_TLS_1h	5
41	4	107321A_TLS_2h	8
41	4	107323A_TLS_4h	40
41	4	107325A_TLS_8h	50
41	4	107349B_TLS_1h	6
41	4	107351B_TLS_2h	32
41	4	107353B_TLS_4h	108
41	4	107355B_TLS_8h	105
41	5	107325A_TLS_8h	4
41	5	107349B_TLS_1h	1
41	5	107351B_TLS_2h	3
41	5	107353B_TLS_4h	10
41	5	107355B_TLS_8h	7
8	4	107321A_TLS_2h	2
8	4	107323A_TLS_4h	1
8	4	107325A_TLS_8h	6
8	4	107351B_TLS_2h	2
8	4	107353B_TLS_4h	7
8	4	107355B_TLS_8h	8
58	0	107317A_TLS_0h_no4sU	27
58	0	107319A_TLS_1h	21
58	0	107321A_TLS_2h	19
58	0	107323A_TLS_4h	6
58	0	107325A_TLS_8h	3
58	0	107347B_TLS_0h_no4sU	25
58	0	107349B_TLS_1h	26
58	0	107351B_TLS_2h	17
58	0	107353B_TLS_4h	15
58	0	107355B_TLS_8h	5
25	0	107317A_TLS_0h_no4sU	200842
25	0	107319A_TLS_1h	182205
25	0	107321A_TLS_2h	170522
25	0	107323A_TLS_4h	115371
25	0	107325A_TLS_8h	105739
25	0	107347B_TLS_0h_no4sU	206896
25	0	107349B_TLS_1h	161177
25	0	107351B_TLS_2h	157259
25	0	107353B_TLS_4h	137129
25	0	107355B_TLS_8h	78908
58	1	107319A_TLS_1h	3
58	1	107321A_TLS_2h	5
58	1	107323A_TLS_4h	8
58	1	107325A_TLS_8h	8
58	1	107347B_TLS_0h_no4sU	1
58	1	107349B_TLS_1h	3
58	1	107351B_TLS_2h	6
58	1	107353B_TLS_4h	12
58	1	107355B_TLS_8h	7
25	1	107317A_TLS_0h_no4sU	2365
25	1	107319A_TLS_1h	7929
25	1	107321A_TLS_2h	21269
25	1	107323A_TLS_4h	27788
25	1	107325A_TLS_8h	40852
25	1	107347B_TLS_0h_no4sU	2476
25	1	107349B_TLS_1h	7401
25	1	107351B_TLS_2h	19173
25	1	107353B_TLS_4h	39133
25	1	107355B_TLS_8h	34150
58	2	107319A_TLS_1h	1
58	2	107321A_TLS_2h	1
58	2	107323A_TLS_4h	1
58	2	107325A_TLS_8h	3
58	2	107351B_TLS_2h	1
58	2	107353B_TLS_4h	1
58	2	107355B_TLS_8h	7
25	2	107317A_TLS_0h_no4sU	20
25	2	107319A_TLS_1h	685
25	2	107321A_TLS_2h	3803
25	2	107323A_TLS_4h	6627
25	2	107325A_TLS_8h	11056
25	2	107347B_TLS_0h_no4sU	24
25	2	107349B_TLS_1h	947
25	2	107351B_TLS_2h	4630
25	2	107353B_TLS_4h	12248
25	2	107355B_TLS_8h	11573
58	3	107323A_TLS_4h	2
58	3	107325A_TLS_8h	4
58	3	107351B_TLS_2h	1
58	3	107353B_TLS_4h	2
58	3	107355B_TLS_8h	2
25	3	107317A_TLS_0h_no4sU	3
25	3	107319A_TLS_1h	70
25	3	107321A_TLS_2h	561
25	3	107323A_TLS_4h	1179
25	3	107325A_TLS_8h	2302
25	3	107347B_TLS_0h_no4sU	1
25	3	107349B_TLS_1h	127
25	3	107351B_TLS_2h	984
25	3	107353B_TLS_4h	3022
25	3	107355B_TLS_8h	2724
58	4	107325A_TLS_8h	1
58	4	107351B_TLS_2h	2
25	4	107319A_TLS_1h	7
25	4	107321A_TLS_2h	55
25	4	107323A_TLS_4h	154
25	4	107325A_TLS_8h	326
25	4	107349B_TLS_1h	19
25	4	107351B_TLS_2h	152
25	4	107353B_TLS_4h	533
25	4	107355B_TLS_8h	498
25	5	107321A_TLS_2h	2
25	5	107323A_TLS_4h	3
25	5	107325A_TLS_8h	11
25	5	107349B_TLS_1h	1
25	5	107351B_TLS_2h	6
25	5	107353B_TLS_4h	16
25	5	107355B_TLS_8h	14
42	0	107317A_TLS_0h_no4sU	6696
42	0	107319A_TLS_1h	6103
42	0	107321A_TLS_2h	4563
42	0	107323A_TLS_4h	2976
42	0	107325A_TLS_8h	1827
42	0	107347B_TLS_0h_no4sU	5936
42	0	107349B_TLS_1h	5006
42	0	107351B_TLS_2h	3872
42	0	107353B_TLS_4h	3188
42	0	107355B_TLS_8h	1700
9	0	107317A_TLS_0h_no4sU	569857
9	0	107319A_TLS_1h	489714
9	0	107321A_TLS_2h	547863
9	0	107323A_TLS_4h	441843
9	0	107325A_TLS_8h	434369
9	0	107347B_TLS_0h_no4sU	582465
9	0	107349B_TLS_1h	477913
9	0	107351B_TLS_2h	550082
9	0	107353B_TLS_4h	524714
9	0	107355B_TLS_8h	402181
42	1	107317A_TLS_0h_no4sU	94
42	1	107319A_TLS_1h	404
42	1	107321A_TLS_2h	908
42	1	107323A_TLS_4h	1024
42	1	107325A_TLS_8h	1174
42	1	107347B_TLS_0h_no4sU	85
42	1	107349B_TLS_1h	344
42	1	107351B_TLS_2h	638
42	1	107353B_TLS_4h	1186
42	1	107355B_TLS_8h	1157
9	1	107317A_TLS_0h_no4sU	2693
9	1	107319A_TLS_1h	6475
9	1	107321A_TLS_2h	24150
9	1	107323A_TLS_4h	37862
9	1	107325A_TLS_8h	59689
9	1	107347B_TLS_0h_no4sU	2784
9	1	107349B_TLS_1h	7449
9	1	107351B_TLS_2h	24962
9	1	107353B_TLS_4h	56952
9	1	107355B_TLS_8h	62444
42	2	107317A_TLS_0h_no4sU	1
42	2	107319A_TLS_1h	64
42	2	107321A_TLS_2h	238
42	2	107323A_TLS_4h	367
42	2	107325A_TLS_8h	518
42	2	107347B_TLS_0h_no4sU	1
42	2	107349B_TLS_1h	71
42	2	107351B_TLS_2h	228
42	2	107353B_TLS_4h	593
42	2	107355B_TLS_8h	626
9	2	107317A_TLS_0h_no4sU	18
9	2	107319A_TLS_1h	167
9	2	107321A_TLS_2h	1273
9	2	107323A_TLS_4h	2815
9	2	107325A_TLS_8h	5202
9	2	107347B_TLS_0h_no4sU	13
9	2	107349B_TLS_1h	257
9	2	107351B_TLS_2h	1884
9	2	107353B_TLS_4h	5803
9	2	107355B_TLS_8h	6431
42	3	107319A_TLS_1h	10
42	3	107321A_TLS_2h	46
42	3	107323A_TLS_4h	124
42	3	107325A_TLS_8h	147
42	3	107349B_TLS_1h	16
42	3	107351B_TLS_2h	81
42	3	107353B_TLS_4h	240
42	3	107355B_TLS_8h	254
9	3	107319A_TLS_1h	4
9	3	107321A_TLS_2h	59
9	3	107323A_TLS_4h	137
9	3	107325A_TLS_8h	265
9	3	107349B_TLS_1h	13
9	3	107351B_TLS_2h	110
9	3	107353B_TLS_4h	379
9	3	107355B_TLS_8h	424
42	4	107317A_TLS_0h_no4sU	1
42	4	107319A_TLS_1h	2
42	4	107321A_TLS_2h	10
42	4	107323A_TLS_4h	32
42	4	107325A_TLS_8h	40
42	4	107349B_TLS_1h	3
42	4	107351B_TLS_2h	22
42	4	107353B_TLS_4h	70
42	4	107355B_TLS_8h	64
9	4	107321A_TLS_2h	1
9	4	107323A_TLS_4h	4
9	4	107325A_TLS_8h	7
9	4	107351B_TLS_2h	8
9	4	107353B_TLS_4h	11
9	4	107355B_TLS_8h	14
42	5	107321A_TLS_2h	1
42	5	107325A_TLS_8h	2
42	5	107353B_TLS_4h	4
42	5	107355B_TLS_8h	12
59	0	107317A_TLS_0h_no4sU	14
59	0	107319A_TLS_1h	15
59	0	107321A_TLS_2h	13
59	0	107323A_TLS_4h	11
59	0	107325A_TLS_8h	5
59	0	107347B_TLS_0h_no4sU	15
59	0	107349B_TLS_1h	18
59	0	107351B_TLS_2h	12
59	0	107353B_TLS_4h	7
59	0	107355B_TLS_8h	6
26	0	107317A_TLS_0h_no4sU	174963
26	0	107319A_TLS_1h	158653
26	0	107321A_TLS_2h	146861
26	0	107323A_TLS_4h	98166
26	0	107325A_TLS_8h	89213
26	0	107347B_TLS_0h_no4sU	178882
26	0	107349B_TLS_1h	139055
26	0	107351B_TLS_2h	134774
26	0	107353B_TLS_4h	116981
26	0	107355B_TLS_8h	66133
59	1	107317A_TLS_0h_no4sU	1
59	1	107319A_TLS_1h	3
59	1	107321A_TLS_2h	3
59	1	107323A_TLS_4h	10
59	1	107325A_TLS_8h	4
59	1	107351B_TLS_2h	6
59	1	107353B_TLS_4h	2
59	1	107355B_TLS_8h	4
26	1	107317A_TLS_0h_no4sU	1893
26	1	107319A_TLS_1h	6824
26	1	107321A_TLS_2h	19022
26	1	107323A_TLS_4h	24773
26	1	107325A_TLS_8h	35912
26	1	107347B_TLS_0h_no4sU	1959
26	1	107349B_TLS_1h	6600
26	1	107351B_TLS_2h	17310
26	1	107353B_TLS_4h	34864
26	1	107355B_TLS_8h	30061
59	2	107319A_TLS_1h	1
59	2	107323A_TLS_4h	3
59	2	107351B_TLS_2h	2
59	2	107353B_TLS_4h	4
59	2	107355B_TLS_8h	2
26	2	107317A_TLS_0h_no4sU	13
26	2	107319A_TLS_1h	647
26	2	107321A_TLS_2h	3488
26	2	107323A_TLS_4h	5908
26	2	107325A_TLS_8h	10092
26	2	107347B_TLS_0h_no4sU	15
26	2	107349B_TLS_1h	836
26	2	107351B_TLS_2h	4380
26	2	107353B_TLS_4h	11305
26	2	107355B_TLS_8h	10245
59	3	107321A_TLS_2h	2
59	3	107323A_TLS_4h	1
59	3	107353B_TLS_4h	2
59	3	107355B_TLS_8h	3
26	3	107317A_TLS_0h_no4sU	3
26	3	107319A_TLS_1h	84
26	3	107321A_TLS_2h	585
26	3	107323A_TLS_4h	1169
26	3	107325A_TLS_8h	2132
26	3	107347B_TLS_0h_no4sU	1
26	3	107349B_TLS_1h	126
26	3	107351B_TLS_2h	886
26	3	107353B_TLS_4h	2884
26	3	107355B_TLS_8h	2559
59	4	107353B_TLS_4h	1
26	4	107319A_TLS_1h	7
26	4	107321A_TLS_2h	77
26	4	107323A_TLS_4h	189
26	4	107325A_TLS_8h	361
26	4	107349B_TLS_1h	21
26	4	107351B_TLS_2h	166
26	4	107353B_TLS_4h	619
26	4	107355B_TLS_8h	522
26	5	107321A_TLS_2h	1
26	5	107323A_TLS_4h	5
26	5	107325A_TLS_8h	10
26	5	107349B_TLS_1h	2
26	5	107351B_TLS_2h	6
26	5	107353B_TLS_4h	30
26	5	107355B_TLS_8h	16
43	0	107317A_TLS_0h_no4sU	4871
43	0	107319A_TLS_1h	4461
43	0	107321A_TLS_2h	3305
43	0	107323A_TLS_4h	2129
43	0	107325A_TLS_8h	1393
43	0	107347B_TLS_0h_no4sU	4311
43	0	107349B_TLS_1h	3479
43	0	107351B_TLS_2h	2755
43	0	107353B_TLS_4h	2201
43	0	107355B_TLS_8h	1313
10	0	107317A_TLS_0h_no4sU	573313
10	0	107319A_TLS_1h	495024
10	0	107321A_TLS_2h	544263
10	0	107323A_TLS_4h	435493
10	0	107325A_TLS_8h	427328
10	0	107347B_TLS_0h_no4sU	587057
10	0	107349B_TLS_1h	480698
10	0	107351B_TLS_2h	543911
10	0	107353B_TLS_4h	519038
10	0	107355B_TLS_8h	387171
43	1	107317A_TLS_0h_no4sU	79
43	1	107319A_TLS_1h	322
43	1	107321A_TLS_2h	636
43	1	107323A_TLS_4h	755
43	1	107325A_TLS_8h	829
43	1	107347B_TLS_0h_no4sU	81
43	1	107349B_TLS_1h	248
43	1	107351B_TLS_2h	443
43	1	107353B_TLS_4h	842
43	1	107355B_TLS_8h	823
10	1	107317A_TLS_0h_no4sU	2969
10	1	107319A_TLS_1h	7326
10	1	107321A_TLS_2h	26346
10	1	107323A_TLS_4h	42015
10	1	107325A_TLS_8h	65091
10	1	107347B_TLS_0h_no4sU	3186
10	1	107349B_TLS_1h	8094
10	1	107351B_TLS_2h	27205
10	1	107353B_TLS_4h	62996
10	1	107355B_TLS_8h	67616
43	2	107317A_TLS_0h_no4sU	1
43	2	107319A_TLS_1h	41
43	2	107321A_TLS_2h	203
43	2	107323A_TLS_4h	287
43	2	107325A_TLS_8h	338
43	2	107349B_TLS_1h	52
43	2	107351B_TLS_2h	182
43	2	107353B_TLS_4h	426
43	2	107355B_TLS_8h	488
10	2	107317A_TLS_0h_no4sU	16
10	2	107319A_TLS_1h	205
10	2	107321A_TLS_2h	1731
10	2	107323A_TLS_4h	3481
10	2	107325A_TLS_8h	6214
10	2	107347B_TLS_0h_no4sU	21
10	2	107349B_TLS_1h	317
10	2	107351B_TLS_2h	2518
10	2	107353B_TLS_4h	7279
10	2	107355B_TLS_8h	7893
43	3	107319A_TLS_1h	3
43	3	107321A_TLS_2h	53
43	3	107323A_TLS_4h	99
43	3	107325A_TLS_8h	108
43	3	107349B_TLS_1h	17
43	3	107351B_TLS_2h	47
43	3	107353B_TLS_4h	183
43	3	107355B_TLS_8h	162
10	3	107317A_TLS_0h_no4sU	1
10	3	107319A_TLS_1h	9
10	3	107321A_TLS_2h	89
10	3	107323A_TLS_4h	201
10	3	107325A_TLS_8h	440
10	3	107349B_TLS_1h	16
10	3	107351B_TLS_2h	148
10	3	107353B_TLS_4h	546
10	3	107355B_TLS_8h	563
43	4	107321A_TLS_2h	5
43	4	107323A_TLS_4h	23
43	4	107325A_TLS_8h	19
43	4	107349B_TLS_1h	1
43	4	107351B_TLS_2h	18
43	4	107353B_TLS_4h	64
43	4	107355B_TLS_8h	64
10	4	107321A_TLS_2h	6
10	4	107323A_TLS_4h	6
10	4	107325A_TLS_8h	16
10	4	107349B_TLS_1h	1
10	4	107351B_TLS_2h	7
10	4	107353B_TLS_4h	30
10	4	107355B_TLS_8h	22
43	5	107321A_TLS_2h	1
43	5	107323A_TLS_4h	1
43	5	107325A_TLS_8h	2
43	5	107353B_TLS_4h	8
43	5	107355B_TLS_8h	9
60	0	107317A_TLS_0h_no4sU	17
60	0	107319A_TLS_1h	9
60	0	107321A_TLS_2h	7
60	0	107323A_TLS_4h	4
60	0	107325A_TLS_8h	6
60	0	107347B_TLS_0h_no4sU	9
60	0	107349B_TLS_1h	5
60	0	107351B_TLS_2h	6
60	0	107353B_TLS_4h	4
60	0	107355B_TLS_8h	3
27	0	107317A_TLS_0h_no4sU	151038
27	0	107319A_TLS_1h	137894
27	0	107321A_TLS_2h	125367
27	0	107323A_TLS_4h	83594
27	0	107325A_TLS_8h	74651
27	0	107347B_TLS_0h_no4sU	153761
27	0	107349B_TLS_1h	119951
27	0	107351B_TLS_2h	114719
27	0	107353B_TLS_4h	98929
27	0	107355B_TLS_8h	55720
60	1	107317A_TLS_0h_no4sU	1
