n	d	Condition	count
37	7	107341B_SLAM_2h	23
37	7	107343B_SLAM_4h	105
37	7	107345B_SLAM_8h	114
37	8	107315A_SLAM_8h	6
37	8	107341B_SLAM_2h	4
37	8	107343B_SLAM_4h	54
37	8	107345B_SLAM_8h	28
37	9	107315A_SLAM_8h	1
37	9	107343B_SLAM_4h	2
37	9	107345B_SLAM_8h	5
37	10	107345B_SLAM_8h	2
104	0	107307A_SLAM_0h_no4sU	4
104	0	107309A_SLAM_1h	5
104	0	107311A_SLAM_2h	2
104	0	107313A_SLAM_4h	1
104	0	107337B_SLAM_0h_no4sU	2
104	0	107339B_SLAM_1h	3
104	0	107341B_SLAM_2h	3
104	1	107311A_SLAM_2h	1
104	1	107313A_SLAM_4h	1
104	1	107315A_SLAM_8h	2
104	1	107339B_SLAM_1h	1
104	1	107343B_SLAM_4h	1
38	0	107307A_SLAM_0h_no4sU	263884
38	0	107309A_SLAM_1h	188684
38	0	107311A_SLAM_2h	216011
38	0	107313A_SLAM_4h	147644
38	0	107315A_SLAM_8h	115244
38	0	107337B_SLAM_0h_no4sU	323145
38	0	107339B_SLAM_1h	261695
38	0	107341B_SLAM_2h	212533
38	0	107343B_SLAM_4h	202945
38	0	107345B_SLAM_8h	131973
104	2	107311A_SLAM_2h	2
104	2	107315A_SLAM_8h	1
104	2	107339B_SLAM_1h	1
38	1	107307A_SLAM_0h_no4sU	5987
38	1	107309A_SLAM_1h	10537
38	1	107311A_SLAM_2h	30848
38	1	107313A_SLAM_4h	41047
38	1	107315A_SLAM_8h	57785
38	1	107337B_SLAM_0h_no4sU	7745
38	1	107339B_SLAM_1h	15152
38	1	107341B_SLAM_2h	28507
38	1	107343B_SLAM_4h	61746
38	1	107345B_SLAM_8h	71967
104	3	107341B_SLAM_2h	2
38	2	107307A_SLAM_0h_no4sU	110
38	2	107309A_SLAM_1h	1289
38	2	107311A_SLAM_2h	8343
38	2	107313A_SLAM_4h	14796
38	2	107315A_SLAM_8h	24969
38	2	107337B_SLAM_0h_no4sU	115
38	2	107339B_SLAM_1h	2496
38	2	107341B_SLAM_2h	9663
38	2	107343B_SLAM_4h	29014
38	2	107345B_SLAM_8h	36242
104	4	107311A_SLAM_2h	1
38	3	107307A_SLAM_0h_no4sU	3
38	3	107309A_SLAM_1h	230
38	3	107311A_SLAM_2h	2006
38	3	107313A_SLAM_4h	4436
38	3	107315A_SLAM_8h	8341
38	3	107337B_SLAM_0h_no4sU	5
38	3	107339B_SLAM_1h	555
38	3	107341B_SLAM_2h	3223
38	3	107343B_SLAM_4h	11187
38	3	107345B_SLAM_8h	14687
38	4	107307A_SLAM_0h_no4sU	3
38	4	107309A_SLAM_1h	33
38	4	107311A_SLAM_2h	449
38	4	107313A_SLAM_4h	1204
38	4	107315A_SLAM_8h	2421
38	4	107337B_SLAM_0h_no4sU	1
38	4	107339B_SLAM_1h	120
38	4	107341B_SLAM_2h	1036
38	4	107343B_SLAM_4h	3964
38	4	107345B_SLAM_8h	4966
38	5	107309A_SLAM_1h	3
38	5	107311A_SLAM_2h	94
38	5	107313A_SLAM_4h	262
38	5	107315A_SLAM_8h	582
38	5	107337B_SLAM_0h_no4sU	1
38	5	107339B_SLAM_1h	19
38	5	107341B_SLAM_2h	272
38	5	107343B_SLAM_4h	1304
38	5	107345B_SLAM_8h	1587
38	6	107309A_SLAM_1h	1
38	6	107311A_SLAM_2h	16
38	6	107313A_SLAM_4h	52
38	6	107315A_SLAM_8h	128
38	6	107339B_SLAM_1h	4
38	6	107341B_SLAM_2h	73
38	6	107343B_SLAM_4h	338
38	6	107345B_SLAM_8h	453
38	7	107311A_SLAM_2h	3
38	7	107313A_SLAM_4h	10
38	7	107315A_SLAM_8h	27
38	7	107339B_SLAM_1h	2
38	7	107341B_SLAM_2h	40
38	7	107343B_SLAM_4h	108
38	7	107345B_SLAM_8h	108
38	8	107313A_SLAM_4h	2
38	8	107315A_SLAM_8h	6
38	8	107341B_SLAM_2h	3
38	8	107343B_SLAM_4h	25
38	8	107345B_SLAM_8h	27
38	9	107315A_SLAM_8h	1
38	9	107341B_SLAM_2h	2
38	9	107343B_SLAM_4h	5
38	9	107345B_SLAM_8h	9
105	0	107307A_SLAM_0h_no4sU	7
105	0	107309A_SLAM_1h	2
105	0	107315A_SLAM_8h	2
105	0	107337B_SLAM_0h_no4sU	6
105	0	107339B_SLAM_1h	2
105	0	107345B_SLAM_8h	1
105	1	107313A_SLAM_4h	1
39	0	107307A_SLAM_0h_no4sU	251538
39	0	107309A_SLAM_1h	179487
39	0	107311A_SLAM_2h	206070
39	0	107313A_SLAM_4h	137965
39	0	107315A_SLAM_8h	107403
39	0	107337B_SLAM_0h_no4sU	311452
39	0	107339B_SLAM_1h	252435
39	0	107341B_SLAM_2h	202877
39	0	107343B_SLAM_4h	192180
39	0	107345B_SLAM_8h	124245
105	2	107307A_SLAM_0h_no4sU	1
105	2	107311A_SLAM_2h	1
105	2	107339B_SLAM_1h	1
105	2	107341B_SLAM_2h	1
105	2	107345B_SLAM_8h	1
39	1	107307A_SLAM_0h_no4sU	5573
39	1	107309A_SLAM_1h	10089
39	1	107311A_SLAM_2h	30015
39	1	107313A_SLAM_4h	39072
39	1	107315A_SLAM_8h	54620
39	1	107337B_SLAM_0h_no4sU	7242
39	1	107339B_SLAM_1h	14773
39	1	107341B_SLAM_2h	27318
39	1	107343B_SLAM_4h	58882
39	1	107345B_SLAM_8h	68108
105	3	107313A_SLAM_4h	1
39	2	107307A_SLAM_0h_no4sU	104
39	2	107309A_SLAM_1h	1362
39	2	107311A_SLAM_2h	8136
39	2	107313A_SLAM_4h	14892
39	2	107315A_SLAM_8h	24128
39	2	107337B_SLAM_0h_no4sU	134
39	2	107339B_SLAM_1h	2587
39	2	107341B_SLAM_2h	9655
39	2	107343B_SLAM_4h	28200
39	2	107345B_SLAM_8h	35471
105	4	107313A_SLAM_4h	1
105	4	107315A_SLAM_8h	1
39	3	107307A_SLAM_0h_no4sU	8
39	3	107309A_SLAM_1h	200
39	3	107311A_SLAM_2h	2089
39	3	107313A_SLAM_4h	4299
39	3	107315A_SLAM_8h	8366
39	3	107337B_SLAM_0h_no4sU	3
39	3	107339B_SLAM_1h	589
39	3	107341B_SLAM_2h	3238
39	3	107343B_SLAM_4h	11660
39	3	107345B_SLAM_8h	14446
39	4	107307A_SLAM_0h_no4sU	1
39	4	107309A_SLAM_1h	39
39	4	107311A_SLAM_2h	429
39	4	107313A_SLAM_4h	1149
39	4	107315A_SLAM_8h	2437
39	4	107337B_SLAM_0h_no4sU	2
39	4	107339B_SLAM_1h	132
39	4	107341B_SLAM_2h	1077
39	4	107343B_SLAM_4h	4079
39	4	107345B_SLAM_8h	5032
39	5	107309A_SLAM_1h	7
39	5	107311A_SLAM_2h	83
39	5	107313A_SLAM_4h	266
39	5	107315A_SLAM_8h	648
39	5	107339B_SLAM_1h	33
39	5	107341B_SLAM_2h	310
39	5	107343B_SLAM_4h	1316
39	5	107345B_SLAM_8h	1612
105	7	107345B_SLAM_8h	1
39	6	107309A_SLAM_1h	1
39	6	107311A_SLAM_2h	14
39	6	107313A_SLAM_4h	61
39	6	107315A_SLAM_8h	160
39	6	107339B_SLAM_1h	4
39	6	107341B_SLAM_2h	96
39	6	107343B_SLAM_4h	418
39	6	107345B_SLAM_8h	464
39	7	107311A_SLAM_2h	3
39	7	107313A_SLAM_4h	7
39	7	107315A_SLAM_8h	30
39	7	107339B_SLAM_1h	1
39	7	107341B_SLAM_2h	19
39	7	107343B_SLAM_4h	110
39	7	107345B_SLAM_8h	121
39	8	107309A_SLAM_1h	1
39	8	107311A_SLAM_2h	1
39	8	107313A_SLAM_4h	3
39	8	107315A_SLAM_8h	14
39	8	107341B_SLAM_2h	9
39	8	107343B_SLAM_4h	38
39	8	107345B_SLAM_8h	39
39	9	107315A_SLAM_8h	2
39	9	107339B_SLAM_1h	1
39	9	107343B_SLAM_4h	11
39	9	107345B_SLAM_8h	9
106	0	107307A_SLAM_0h_no4sU	1
106	0	107337B_SLAM_0h_no4sU	2
106	0	107339B_SLAM_1h	1
106	1	107307A_SLAM_0h_no4sU	2
106	1	107311A_SLAM_2h	1
40	0	107307A_SLAM_0h_no4sU	239593
40	0	107309A_SLAM_1h	169596
40	0	107311A_SLAM_2h	194331
40	0	107313A_SLAM_4h	129513
40	0	107315A_SLAM_8h	99993
40	0	107337B_SLAM_0h_no4sU	297386
40	0	107339B_SLAM_1h	241715
40	0	107341B_SLAM_2h	192571
40	0	107343B_SLAM_4h	180290
40	0	107345B_SLAM_8h	115749
106	2	107309A_SLAM_1h	1
106	2	107315A_SLAM_8h	1
40	1	107307A_SLAM_0h_no4sU	5461
40	1	107309A_SLAM_1h	9856
40	1	107311A_SLAM_2h	28757
40	1	107313A_SLAM_4h	37242
40	1	107315A_SLAM_8h	51734
40	1	107337B_SLAM_0h_no4sU	7200
40	1	107339B_SLAM_1h	14264
40	1	107341B_SLAM_2h	26413
40	1	107343B_SLAM_4h	56171
40	1	107345B_SLAM_8h	65258
106	3	107309A_SLAM_1h	1
106	3	107339B_SLAM_1h	1
106	3	107345B_SLAM_8h	1
40	2	107307A_SLAM_0h_no4sU	102
40	2	107309A_SLAM_1h	1301
40	2	107311A_SLAM_2h	8248
40	2	107313A_SLAM_4h	14503
40	2	107315A_SLAM_8h	23734
40	2	107337B_SLAM_0h_no4sU	106
40	2	107339B_SLAM_1h	2532
40	2	107341B_SLAM_2h	9491
40	2	107343B_SLAM_4h	27440
40	2	107345B_SLAM_8h	34598
106	4	107311A_SLAM_2h	1
40	3	107307A_SLAM_0h_no4sU	5
40	3	107309A_SLAM_1h	222
40	3	107311A_SLAM_2h	2085
40	3	107313A_SLAM_4h	4540
40	3	107315A_SLAM_8h	8186
40	3	107337B_SLAM_0h_no4sU	9
40	3	107339B_SLAM_1h	611
40	3	107341B_SLAM_2h	3375
40	3	107343B_SLAM_4h	11454
40	3	107345B_SLAM_8h	14378
40	4	107309A_SLAM_1h	42
40	4	107311A_SLAM_2h	484
40	4	107313A_SLAM_4h	1158
40	4	107315A_SLAM_8h	2514
40	4	107339B_SLAM_1h	145
40	4	107341B_SLAM_2h	1076
40	4	107343B_SLAM_4h	4220
40	4	107345B_SLAM_8h	5265
40	5	107307A_SLAM_0h_no4sU	1
40	5	107309A_SLAM_1h	7
40	5	107311A_SLAM_2h	88
40	5	107313A_SLAM_4h	265
40	5	107315A_SLAM_8h	662
40	5	107337B_SLAM_0h_no4sU	1
40	5	107339B_SLAM_1h	32
40	5	107341B_SLAM_2h	305
40	5	107343B_SLAM_4h	1372
40	5	107345B_SLAM_8h	1653
40	6	107311A_SLAM_2h	20
40	6	107313A_SLAM_4h	55
40	6	107315A_SLAM_8h	144
40	6	107339B_SLAM_1h	8
40	6	107341B_SLAM_2h	86
40	6	107343B_SLAM_4h	457
40	6	107345B_SLAM_8h	499
106	8	107309A_SLAM_1h	1
40	7	107311A_SLAM_2h	4
40	7	107313A_SLAM_4h	17
40	7	107315A_SLAM_8h	39
40	7	107339B_SLAM_1h	2
40	7	107341B_SLAM_2h	26
40	7	107343B_SLAM_4h	117
40	7	107345B_SLAM_8h	125
40	8	107313A_SLAM_4h	2
40	8	107315A_SLAM_8h	5
40	8	107339B_SLAM_1h	1
40	8	107341B_SLAM_2h	3
40	8	107343B_SLAM_4h	23
40	8	107345B_SLAM_8h	32
40	9	107313A_SLAM_4h	2
40	9	107341B_SLAM_2h	2
40	9	107343B_SLAM_4h	14
40	9	107345B_SLAM_8h	13
40	10	107343B_SLAM_4h	1
107	0	107307A_SLAM_0h_no4sU	2
107	0	107337B_SLAM_0h_no4sU	1
107	0	107339B_SLAM_1h	1
107	1	107307A_SLAM_0h_no4sU	1
107	1	107311A_SLAM_2h	1
107	1	107341B_SLAM_2h	1
41	0	107307A_SLAM_0h_no4sU	226404
41	0	107309A_SLAM_1h	160000
41	0	107311A_SLAM_2h	182168
41	0	107313A_SLAM_4h	120226
41	0	107315A_SLAM_8h	91611
41	0	107337B_SLAM_0h_no4sU	283126
41	0	107339B_SLAM_1h	228465
41	0	107341B_SLAM_2h	182209
41	0	107343B_SLAM_4h	168486
41	0	107345B_SLAM_8h	106614
107	2	107309A_SLAM_1h	1
107	2	107341B_SLAM_2h	2
41	1	107307A_SLAM_0h_no4sU	5168
41	1	107309A_SLAM_1h	9365
41	1	107311A_SLAM_2h	27888
41	1	107313A_SLAM_4h	34841
41	1	107315A_SLAM_8h	48793
41	1	107337B_SLAM_0h_no4sU	6570
41	1	107339B_SLAM_1h	13738
41	1	107341B_SLAM_2h	25673
41	1	107343B_SLAM_4h	53436
41	1	107345B_SLAM_8h	62069
107	3	107315A_SLAM_8h	1
107	3	107345B_SLAM_8h	1
41	2	107307A_SLAM_0h_no4sU	73
41	2	107309A_SLAM_1h	1323
41	2	107311A_SLAM_2h	8056
41	2	107313A_SLAM_4h	13792
41	2	107315A_SLAM_8h	22904
41	2	107337B_SLAM_0h_no4sU	129
41	2	107339B_SLAM_1h	2628
41	2	107341B_SLAM_2h	9250
41	2	107343B_SLAM_4h	26686
41	2	107345B_SLAM_8h	33633
107	4	107311A_SLAM_2h	1
107	4	107345B_SLAM_8h	1
41	3	107307A_SLAM_0h_no4sU	4
41	3	107309A_SLAM_1h	231
41	3	107311A_SLAM_2h	2053
41	3	107313A_SLAM_4h	4409
41	3	107315A_SLAM_8h	8124
41	3	107337B_SLAM_0h_no4sU	6
41	3	107339B_SLAM_1h	611
41	3	107341B_SLAM_2h	3461
41	3	107343B_SLAM_4h	11385
41	3	107345B_SLAM_8h	14315
41	4	107307A_SLAM_0h_no4sU	1
41	4	107309A_SLAM_1h	29
41	4	107311A_SLAM_2h	481
41	4	107313A_SLAM_4h	1207
41	4	107315A_SLAM_8h	2383
41	4	107337B_SLAM_0h_no4sU	2
41	4	107339B_SLAM_1h	145
41	4	107341B_SLAM_2h	1133
41	4	107343B_SLAM_4h	4350
41	4	107345B_SLAM_8h	5291
41	5	107309A_SLAM_1h	6
41	5	107311A_SLAM_2h	75
41	5	107313A_SLAM_4h	286
41	5	107315A_SLAM_8h	666
41	5	107339B_SLAM_1h	31
41	5	107341B_SLAM_2h	361
41	5	107343B_SLAM_4h	1419
41	5	107345B_SLAM_8h	1709
41	6	107309A_SLAM_1h	1
41	6	107311A_SLAM_2h	15
41	6	107313A_SLAM_4h	58
41	6	107315A_SLAM_8h	166
41	6	107339B_SLAM_1h	8
41	6	107341B_SLAM_2h	84
41	6	107343B_SLAM_4h	447
41	6	107345B_SLAM_8h	536
41	7	107311A_SLAM_2h	8
41	7	107313A_SLAM_4h	15
41	7	107315A_SLAM_8h	44
41	7	107339B_SLAM_1h	2
41	7	107341B_SLAM_2h	21
41	7	107343B_SLAM_4h	138
41	7	107345B_SLAM_8h	158
41	8	107311A_SLAM_2h	4
41	8	107313A_SLAM_4h	4
41	8	107315A_SLAM_8h	9
41	8	107341B_SLAM_2h	9
41	8	107343B_SLAM_4h	42
41	8	107345B_SLAM_8h	47
41	9	107313A_SLAM_4h	3
41	9	107315A_SLAM_8h	2
41	9	107341B_SLAM_2h	1
41	9	107343B_SLAM_4h	11
41	9	107345B_SLAM_8h	5
108	0	107307A_SLAM_0h_no4sU	2
108	0	107309A_SLAM_1h	1
108	0	107339B_SLAM_1h	1
108	1	107307A_SLAM_0h_no4sU	1
108	1	107309A_SLAM_1h	3
108	1	107343B_SLAM_4h	1
108	1	107345B_SLAM_8h	1
42	0	107307A_SLAM_0h_no4sU	213936
42	0	107309A_SLAM_1h	150314
42	0	107311A_SLAM_2h	170681
42	0	107313A_SLAM_4h	111316
42	0	107315A_SLAM_8h	84199
42	0	107337B_SLAM_0h_no4sU	270083
42	0	107339B_SLAM_1h	216602
42	0	107341B_SLAM_2h	171606
42	0	107343B_SLAM_4h	157639
42	0	107345B_SLAM_8h	99257
108	2	107343B_SLAM_4h	1
42	1	107307A_SLAM_0h_no4sU	4959
42	1	107309A_SLAM_1h	8850
42	1	107311A_SLAM_2h	26433
42	1	107313A_SLAM_4h	32888
42	1	107315A_SLAM_8h	45739
42	1	107337B_SLAM_0h_no4sU	6323
42	1	107339B_SLAM_1h	13315
42	1	107341B_SLAM_2h	24293
42	1	107343B_SLAM_4h	50588
42	1	107345B_SLAM_8h	58288
42	2	107307A_SLAM_0h_no4sU	85
42	2	107309A_SLAM_1h	1409
42	2	107311A_SLAM_2h	7847
42	2	107313A_SLAM_4h	13289
42	2	107315A_SLAM_8h	21925
42	2	107337B_SLAM_0h_no4sU	114
42	2	107339B_SLAM_1h	2553
42	2	107341B_SLAM_2h	9090
42	2	107343B_SLAM_4h	26090
42	2	107345B_SLAM_8h	32481
108	4	107313A_SLAM_4h	1
42	3	107307A_SLAM_0h_no4sU	6
42	3	107309A_SLAM_1h	235
42	3	107311A_SLAM_2h	2060
42	3	107313A_SLAM_4h	4432
42	3	107315A_SLAM_8h	8018
42	3	107337B_SLAM_0h_no4sU	1
42	3	107339B_SLAM_1h	611
42	3	107341B_SLAM_2h	3389
42	3	107343B_SLAM_4h	11054
42	3	107345B_SLAM_8h	14029
42	4	107307A_SLAM_0h_no4sU	2
42	4	107309A_SLAM_1h	56
42	4	107311A_SLAM_2h	509
42	4	107313A_SLAM_4h	1266
42	4	107315A_SLAM_8h	2366
42	4	107337B_SLAM_0h_no4sU	1
42	4	107339B_SLAM_1h	153
42	4	107341B_SLAM_2h	1120
42	4	107343B_SLAM_4h	4349
42	4	107345B_SLAM_8h	5166
42	5	107309A_SLAM_1h	6
42	5	107311A_SLAM_2h	111
42	5	107313A_SLAM_4h	295
42	5	107315A_SLAM_8h	628
42	5	107339B_SLAM_1h	43
42	5	107341B_SLAM_2h	352
42	5	107343B_SLAM_4h	1429
42	5	107345B_SLAM_8h	1842
108	7	107315A_SLAM_8h	1
42	6	107309A_SLAM_1h	2
