n	d	Condition	count
54	0	107339B_SLAM_1h	87571
54	0	107341B_SLAM_2h	63925
54	0	107343B_SLAM_4h	49802
54	0	107345B_SLAM_8h	28876
54	1	107307A_SLAM_0h_no4sU	1944
54	1	107309A_SLAM_1h	4405
54	1	107311A_SLAM_2h	12012
54	1	107313A_SLAM_4h	13110
54	1	107315A_SLAM_8h	16304
54	1	107337B_SLAM_0h_no4sU	2782
54	1	107339B_SLAM_1h	7051
54	1	107341B_SLAM_2h	11253
54	1	107343B_SLAM_4h	20258
54	1	107345B_SLAM_8h	22728
54	2	107307A_SLAM_0h_no4sU	57
54	2	107309A_SLAM_1h	902
54	2	107311A_SLAM_2h	4613
54	2	107313A_SLAM_4h	6659
54	2	107315A_SLAM_8h	9989
54	2	107337B_SLAM_0h_no4sU	54
54	2	107339B_SLAM_1h	1855
54	2	107341B_SLAM_2h	5314
54	2	107343B_SLAM_4h	12905
54	2	107345B_SLAM_8h	16041
54	3	107307A_SLAM_0h_no4sU	5
54	3	107309A_SLAM_1h	217
54	3	107311A_SLAM_2h	1538
54	3	107313A_SLAM_4h	2728
54	3	107315A_SLAM_8h	4809
54	3	107337B_SLAM_0h_no4sU	3
54	3	107339B_SLAM_1h	614
54	3	107341B_SLAM_2h	2300
54	3	107343B_SLAM_4h	6938
54	3	107345B_SLAM_8h	8641
54	4	107307A_SLAM_0h_no4sU	1
54	4	107309A_SLAM_1h	51
54	4	107311A_SLAM_2h	442
54	4	107313A_SLAM_4h	976
54	4	107315A_SLAM_8h	1850
54	4	107337B_SLAM_0h_no4sU	1
54	4	107339B_SLAM_1h	187
54	4	107341B_SLAM_2h	1025
54	4	107343B_SLAM_4h	3285
54	4	107345B_SLAM_8h	3940
54	5	107309A_SLAM_1h	8
54	5	107311A_SLAM_2h	112
54	5	107313A_SLAM_4h	281
54	5	107315A_SLAM_8h	645
54	5	107339B_SLAM_1h	38
54	5	107341B_SLAM_2h	370
54	5	107343B_SLAM_4h	1356
54	5	107345B_SLAM_8h	1680
54	6	107307A_SLAM_0h_no4sU	1
54	6	107309A_SLAM_1h	2
54	6	107311A_SLAM_2h	23
54	6	107313A_SLAM_4h	82
54	6	107315A_SLAM_8h	185
54	6	107337B_SLAM_0h_no4sU	1
54	6	107339B_SLAM_1h	14
54	6	107341B_SLAM_2h	150
54	6	107343B_SLAM_4h	581
54	6	107345B_SLAM_8h	618
54	7	107309A_SLAM_1h	2
54	7	107311A_SLAM_2h	4
54	7	107313A_SLAM_4h	18
54	7	107315A_SLAM_8h	53
54	7	107339B_SLAM_1h	4
54	7	107341B_SLAM_2h	44
54	7	107343B_SLAM_4h	197
54	7	107345B_SLAM_8h	233
54	8	107313A_SLAM_4h	4
54	8	107315A_SLAM_8h	9
54	8	107341B_SLAM_2h	19
54	8	107343B_SLAM_4h	80
54	8	107345B_SLAM_8h	78
54	9	107313A_SLAM_4h	2
54	9	107315A_SLAM_8h	2
54	9	107341B_SLAM_2h	2
54	9	107343B_SLAM_4h	24
54	9	107345B_SLAM_8h	23
54	10	107315A_SLAM_8h	1
54	10	107343B_SLAM_4h	4
54	10	107345B_SLAM_8h	1
55	0	107307A_SLAM_0h_no4sU	77237
55	0	107309A_SLAM_1h	48987
55	0	107311A_SLAM_2h	53897
55	0	107313A_SLAM_4h	29474
55	0	107315A_SLAM_8h	19706
55	0	107337B_SLAM_0h_no4sU	103598
55	0	107339B_SLAM_1h	79471
55	0	107341B_SLAM_2h	57520
55	0	107343B_SLAM_4h	44722
55	0	107345B_SLAM_8h	25524
55	1	107307A_SLAM_0h_no4sU	1869
55	1	107309A_SLAM_1h	4113
55	1	107311A_SLAM_2h	11171
55	1	107313A_SLAM_4h	11791
55	1	107315A_SLAM_8h	14923
55	1	107337B_SLAM_0h_no4sU	2450
55	1	107339B_SLAM_1h	6660
55	1	107341B_SLAM_2h	10621
55	1	107343B_SLAM_4h	18610
55	1	107345B_SLAM_8h	20889
55	2	107307A_SLAM_0h_no4sU	54
55	2	107309A_SLAM_1h	867
55	2	107311A_SLAM_2h	4361
55	2	107313A_SLAM_4h	6270
55	2	107315A_SLAM_8h	9030
55	2	107337B_SLAM_0h_no4sU	65
55	2	107339B_SLAM_1h	1758
55	2	107341B_SLAM_2h	5076
55	2	107343B_SLAM_4h	11984
55	2	107345B_SLAM_8h	14575
55	3	107307A_SLAM_0h_no4sU	3
55	3	107309A_SLAM_1h	224
55	3	107311A_SLAM_2h	1430
55	3	107313A_SLAM_4h	2543
55	3	107315A_SLAM_8h	4385
55	3	107337B_SLAM_0h_no4sU	5
55	3	107339B_SLAM_1h	585
55	3	107341B_SLAM_2h	2326
55	3	107343B_SLAM_4h	6439
55	3	107345B_SLAM_8h	8169
55	4	107307A_SLAM_0h_no4sU	1
55	4	107309A_SLAM_1h	39
55	4	107311A_SLAM_2h	454
55	4	107313A_SLAM_4h	855
55	4	107315A_SLAM_8h	1734
55	4	107337B_SLAM_0h_no4sU	2
55	4	107339B_SLAM_1h	181
55	4	107341B_SLAM_2h	935
55	4	107343B_SLAM_4h	3083
55	4	107345B_SLAM_8h	3805
55	5	107309A_SLAM_1h	10
55	5	107311A_SLAM_2h	125
55	5	107313A_SLAM_4h	275
55	5	107315A_SLAM_8h	575
55	5	107339B_SLAM_1h	50
55	5	107341B_SLAM_2h	361
55	5	107343B_SLAM_4h	1316
55	5	107345B_SLAM_8h	1646
55	6	107309A_SLAM_1h	2
55	6	107311A_SLAM_2h	21
55	6	107313A_SLAM_4h	89
55	6	107315A_SLAM_8h	152
55	6	107339B_SLAM_1h	17
55	6	107341B_SLAM_2h	139
55	6	107343B_SLAM_4h	492
55	6	107345B_SLAM_8h	603
55	7	107311A_SLAM_2h	7
55	7	107313A_SLAM_4h	24
55	7	107315A_SLAM_8h	53
55	7	107339B_SLAM_1h	4
55	7	107341B_SLAM_2h	50
55	7	107343B_SLAM_4h	189
55	7	107345B_SLAM_8h	221
55	8	107313A_SLAM_4h	4
55	8	107315A_SLAM_8h	16
55	8	107341B_SLAM_2h	14
55	8	107343B_SLAM_4h	77
55	8	107345B_SLAM_8h	75
55	9	107313A_SLAM_4h	1
55	9	107315A_SLAM_8h	2
55	9	107341B_SLAM_2h	2
55	9	107343B_SLAM_4h	15
55	9	107345B_SLAM_8h	23
55	10	107313A_SLAM_4h	2
55	10	107343B_SLAM_4h	3
55	10	107345B_SLAM_8h	3
56	0	107307A_SLAM_0h_no4sU	70710
56	0	107309A_SLAM_1h	44954
56	0	107311A_SLAM_2h	48792
56	0	107313A_SLAM_4h	26456
56	0	107315A_SLAM_8h	17321
56	0	107337B_SLAM_0h_no4sU	94710
56	0	107339B_SLAM_1h	73012
56	0	107341B_SLAM_2h	52269
56	0	107343B_SLAM_4h	40176
56	0	107345B_SLAM_8h	22882
56	1	107307A_SLAM_0h_no4sU	1703
56	1	107309A_SLAM_1h	3815
56	1	107311A_SLAM_2h	10304
56	1	107313A_SLAM_4h	10700
56	1	107315A_SLAM_8h	13590
56	1	107337B_SLAM_0h_no4sU	2203
56	1	107339B_SLAM_1h	6183
56	1	107341B_SLAM_2h	9805
56	1	107343B_SLAM_4h	16647
56	1	107345B_SLAM_8h	18517
56	2	107307A_SLAM_0h_no4sU	48
56	2	107309A_SLAM_1h	748
56	2	107311A_SLAM_2h	4115
56	2	107313A_SLAM_4h	5921
56	2	107315A_SLAM_8h	8385
56	2	107337B_SLAM_0h_no4sU	50
56	2	107339B_SLAM_1h	1787
56	2	107341B_SLAM_2h	4781
56	2	107343B_SLAM_4h	11240
56	2	107345B_SLAM_8h	13556
56	3	107307A_SLAM_0h_no4sU	4
56	3	107309A_SLAM_1h	192
56	3	107311A_SLAM_2h	1347
56	3	107313A_SLAM_4h	2444
56	3	107315A_SLAM_8h	3922
56	3	107337B_SLAM_0h_no4sU	3
56	3	107339B_SLAM_1h	567
56	3	107341B_SLAM_2h	2214
56	3	107343B_SLAM_4h	6228
56	3	107345B_SLAM_8h	7579
56	4	107307A_SLAM_0h_no4sU	2
56	4	107309A_SLAM_1h	47
56	4	107311A_SLAM_2h	381
56	4	107313A_SLAM_4h	841
56	4	107315A_SLAM_8h	1490
56	4	107337B_SLAM_0h_no4sU	1
56	4	107339B_SLAM_1h	153
56	4	107341B_SLAM_2h	928
56	4	107343B_SLAM_4h	2992
56	4	107345B_SLAM_8h	3626
56	5	107307A_SLAM_0h_no4sU	1
56	5	107309A_SLAM_1h	6
56	5	107311A_SLAM_2h	112
56	5	107313A_SLAM_4h	252
56	5	107315A_SLAM_8h	547
56	5	107337B_SLAM_0h_no4sU	3
56	5	107339B_SLAM_1h	40
56	5	107341B_SLAM_2h	358
56	5	107343B_SLAM_4h	1271
56	5	107345B_SLAM_8h	1550
56	6	107309A_SLAM_1h	3
56	6	107311A_SLAM_2h	34
56	6	107313A_SLAM_4h	67
56	6	107315A_SLAM_8h	181
56	6	107339B_SLAM_1h	10
56	6	107341B_SLAM_2h	137
56	6	107343B_SLAM_4h	532
56	6	107345B_SLAM_8h	602
56	7	107309A_SLAM_1h	1
56	7	107311A_SLAM_2h	3
56	7	107313A_SLAM_4h	24
56	7	107315A_SLAM_8h	49
56	7	107339B_SLAM_1h	4
56	7	107341B_SLAM_2h	41
56	7	107343B_SLAM_4h	200
56	7	107345B_SLAM_8h	196
56	8	107311A_SLAM_2h	5
56	8	107313A_SLAM_4h	5
56	8	107315A_SLAM_8h	17
56	8	107339B_SLAM_1h	1
56	8	107341B_SLAM_2h	14
56	8	107343B_SLAM_4h	61
56	8	107345B_SLAM_8h	69
56	9	107313A_SLAM_4h	1
56	9	107315A_SLAM_8h	8
56	9	107341B_SLAM_2h	7
56	9	107343B_SLAM_4h	25
56	9	107345B_SLAM_8h	22
56	10	107343B_SLAM_4h	2
56	10	107345B_SLAM_8h	2
57	0	107307A_SLAM_0h_no4sU	65065
57	0	107309A_SLAM_1h	40517
57	0	107311A_SLAM_2h	43957
57	0	107313A_SLAM_4h	23454
57	0	107315A_SLAM_8h	15608
57	0	107337B_SLAM_0h_no4sU	86425
57	0	107339B_SLAM_1h	66791
57	0	107341B_SLAM_2h	47467
57	0	107343B_SLAM_4h	35755
57	0	107345B_SLAM_8h	20621
57	1	107307A_SLAM_0h_no4sU	1607
57	1	107309A_SLAM_1h	3459
57	1	107311A_SLAM_2h	9602
57	1	107313A_SLAM_4h	9992
57	1	107315A_SLAM_8h	12124
57	1	107337B_SLAM_0h_no4sU	2184
57	1	107339B_SLAM_1h	5820
57	1	107341B_SLAM_2h	8890
57	1	107343B_SLAM_4h	15321
57	1	107345B_SLAM_8h	17247
57	2	107307A_SLAM_0h_no4sU	41
57	2	107309A_SLAM_1h	789
57	2	107311A_SLAM_2h	3747
57	2	107313A_SLAM_4h	5365
57	2	107315A_SLAM_8h	7750
57	2	107337B_SLAM_0h_no4sU	56
57	2	107339B_SLAM_1h	1642
57	2	107341B_SLAM_2h	4494
57	2	107343B_SLAM_4h	10216
57	2	107345B_SLAM_8h	12554
57	3	107307A_SLAM_0h_no4sU	4
57	3	107309A_SLAM_1h	194
57	3	107311A_SLAM_2h	1272
57	3	107313A_SLAM_4h	2266
57	3	107315A_SLAM_8h	3766
57	3	107337B_SLAM_0h_no4sU	5
57	3	107339B_SLAM_1h	555
57	3	107341B_SLAM_2h	2119
57	3	107343B_SLAM_4h	5679
57	3	107345B_SLAM_8h	7195
57	4	107307A_SLAM_0h_no4sU	1
57	4	107309A_SLAM_1h	44
57	4	107311A_SLAM_2h	391
57	4	107313A_SLAM_4h	799
57	4	107315A_SLAM_8h	1457
57	4	107337B_SLAM_0h_no4sU	2
57	4	107339B_SLAM_1h	172
57	4	107341B_SLAM_2h	902
57	4	107343B_SLAM_4h	2786
57	4	107345B_SLAM_8h	3417
57	5	107309A_SLAM_1h	7
57	5	107311A_SLAM_2h	103
57	5	107313A_SLAM_4h	244
57	5	107315A_SLAM_8h	557
57	5	107339B_SLAM_1h	44
57	5	107341B_SLAM_2h	362
57	5	107343B_SLAM_4h	1256
57	5	107345B_SLAM_8h	1448
57	6	107309A_SLAM_1h	3
57	6	107311A_SLAM_2h	24
57	6	107313A_SLAM_4h	68
57	6	107315A_SLAM_8h	161
57	6	107339B_SLAM_1h	6
57	6	107341B_SLAM_2h	124
57	6	107343B_SLAM_4h	520
57	6	107345B_SLAM_8h	560
57	7	107311A_SLAM_2h	11
57	7	107313A_SLAM_4h	15
57	7	107315A_SLAM_8h	62
57	7	107339B_SLAM_1h	3
57	7	107341B_SLAM_2h	49
57	7	107343B_SLAM_4h	202
57	7	107345B_SLAM_8h	211
57	8	107311A_SLAM_2h	1
57	8	107313A_SLAM_4h	4
57	8	107315A_SLAM_8h	10
57	8	107339B_SLAM_1h	2
57	8	107341B_SLAM_2h	10
57	8	107343B_SLAM_4h	63
57	8	107345B_SLAM_8h	71
57	9	107313A_SLAM_4h	3
57	9	107315A_SLAM_8h	4
57	9	107341B_SLAM_2h	5
57	9	107343B_SLAM_4h	21
57	9	107345B_SLAM_8h	27
57	10	107313A_SLAM_4h	2
57	10	107315A_SLAM_8h	1
57	10	107343B_SLAM_4h	2
57	10	107345B_SLAM_8h	1
58	0	107307A_SLAM_0h_no4sU	59295
58	0	107309A_SLAM_1h	36932
58	0	107311A_SLAM_2h	40169
58	0	107313A_SLAM_4h	20974
58	0	107315A_SLAM_8h	13754
58	0	107337B_SLAM_0h_no4sU	79108
58	0	107339B_SLAM_1h	61250
58	0	107341B_SLAM_2h	42791
58	0	107343B_SLAM_4h	32167
58	0	107345B_SLAM_8h	18334
58	1	107307A_SLAM_0h_no4sU	1463
58	1	107309A_SLAM_1h	3389
58	1	107311A_SLAM_2h	8908
58	1	107313A_SLAM_4h	8845
58	1	107315A_SLAM_8h	10810
58	1	107337B_SLAM_0h_no4sU	2027
58	1	107339B_SLAM_1h	5575
58	1	107341B_SLAM_2h	8236
58	1	107343B_SLAM_4h	14135
58	1	107345B_SLAM_8h	15315
58	2	107307A_SLAM_0h_no4sU	45
58	2	107309A_SLAM_1h	760
58	2	107311A_SLAM_2h	3438
58	2	107313A_SLAM_4h	4999
58	2	107315A_SLAM_8h	7009
58	2	107337B_SLAM_0h_no4sU	49
58	2	107339B_SLAM_1h	1556
58	2	107341B_SLAM_2h	4151
58	2	107343B_SLAM_4h	9506
58	2	107345B_SLAM_8h	11477
58	3	107307A_SLAM_0h_no4sU	2
58	3	107309A_SLAM_1h	154
58	3	107311A_SLAM_2h	1258
58	3	107313A_SLAM_4h	2131
58	3	107315A_SLAM_8h	3490
58	3	107337B_SLAM_0h_no4sU	3
58	3	107339B_SLAM_1h	527
58	3	107341B_SLAM_2h	2030
58	3	107343B_SLAM_4h	5556
58	3	107345B_SLAM_8h	6595
58	4	107309A_SLAM_1h	32
58	4	107311A_SLAM_2h	357
58	4	107313A_SLAM_4h	806
58	4	107315A_SLAM_8h	1424
58	4	107339B_SLAM_1h	164
58	4	107341B_SLAM_2h	847
58	4	107343B_SLAM_4h	2528
58	4	107345B_SLAM_8h	3150
58	5	107307A_SLAM_0h_no4sU	1
58	5	107309A_SLAM_1h	8
58	5	107311A_SLAM_2h	115
58	5	107313A_SLAM_4h	270
58	5	107315A_SLAM_8h	472
58	5	107337B_SLAM_0h_no4sU	4
58	5	107339B_SLAM_1h	62
58	5	107341B_SLAM_2h	361
58	5	107343B_SLAM_4h	1124
58	5	107345B_SLAM_8h	1398
58	6	107311A_SLAM_2h	23
58	6	107313A_SLAM_4h	81
58	6	107315A_SLAM_8h	161
58	6	107339B_SLAM_1h	15
58	6	107341B_SLAM_2h	129
58	6	107343B_SLAM_4h	519
58	6	107345B_SLAM_8h	574
58	7	107309A_SLAM_1h	2
58	7	107311A_SLAM_2h	7
58	7	107313A_SLAM_4h	27
58	7	107315A_SLAM_8h	45
58	7	107339B_SLAM_1h	2
58	7	107341B_SLAM_2h	48
58	7	107343B_SLAM_4h	189
58	7	107345B_SLAM_8h	219
58	8	107311A_SLAM_2h	1
58	8	107313A_SLAM_4h	3
58	8	107315A_SLAM_8h	16
58	8	107341B_SLAM_2h	16
58	8	107343B_SLAM_4h	64
58	8	107345B_SLAM_8h	73
58	9	107315A_SLAM_8h	1
58	9	107339B_SLAM_1h	1
58	9	107341B_SLAM_2h	5
58	9	107343B_SLAM_4h	17
58	9	107345B_SLAM_8h	27
58	10	107313A_SLAM_4h	1
58	10	107341B_SLAM_2h	1
58	10	107343B_SLAM_4h	4
58	10	107345B_SLAM_8h	1
59	0	107307A_SLAM_0h_no4sU	54103
59	0	107309A_SLAM_1h	33226
59	0	107311A_SLAM_2h	36578
59	0	107313A_SLAM_4h	18711
59	0	107315A_SLAM_8h	12159
59	0	107337B_SLAM_0h_no4sU	72524
59	0	107339B_SLAM_1h	55633
59	0	107341B_SLAM_2h	39273
59	0	107343B_SLAM_4h	28982
59	0	107345B_SLAM_8h	16354
59	1	107307A_SLAM_0h_no4sU	1448
59	1	107309A_SLAM_1h	3119
59	1	107311A_SLAM_2h	7957
59	1	107313A_SLAM_4h	8138
59	1	107315A_SLAM_8h	9822
59	1	107337B_SLAM_0h_no4sU	1867
59	1	107339B_SLAM_1h	5137
59	1	107341B_SLAM_2h	7479
59	1	107343B_SLAM_4h	12599
59	1	107345B_SLAM_8h	14085
59	2	107307A_SLAM_0h_no4sU	59
59	2	107309A_SLAM_1h	686
59	2	107311A_SLAM_2h	3480
59	2	107313A_SLAM_4h	4467
59	2	107315A_SLAM_8h	6306
59	2	107337B_SLAM_0h_no4sU	38
59	2	107339B_SLAM_1h	1507
59	2	107341B_SLAM_2h	3752
59	2	107343B_SLAM_4h	8774
59	2	107345B_SLAM_8h	10623
59	3	107307A_SLAM_0h_no4sU	4
59	3	107309A_SLAM_1h	179
59	3	107311A_SLAM_2h	1168
59	3	107313A_SLAM_4h	2067
59	3	107315A_SLAM_8h	3156
59	3	107337B_SLAM_0h_no4sU	1
59	3	107339B_SLAM_1h	451
59	3	107341B_SLAM_2h	1760
59	3	107343B_SLAM_4h	4903
59	3	107345B_SLAM_8h	6208
59	4	107309A_SLAM_1h	38
59	4	107311A_SLAM_2h	348
59	4	107313A_SLAM_4h	761
59	4	107315A_SLAM_8h	1387
59	4	107339B_SLAM_1h	187
59	4	107341B_SLAM_2h	795
59	4	107343B_SLAM_4h	2507
59	4	107345B_SLAM_8h	3076
59	5	107309A_SLAM_1h	6
59	5	107311A_SLAM_2h	110
59	5	107313A_SLAM_4h	247
59	5	107315A_SLAM_8h	472
59	5	107339B_SLAM_1h	43
59	5	107341B_SLAM_2h	328
59	5	107343B_SLAM_4h	1139
59	5	107345B_SLAM_8h	1371
59	6	107309A_SLAM_1h	1
59	6	107311A_SLAM_2h	28
59	6	107313A_SLAM_4h	61
59	6	107315A_SLAM_8h	142
59	6	107339B_SLAM_1h	20
59	6	107341B_SLAM_2h	137
59	6	107343B_SLAM_4h	469
59	6	107345B_SLAM_8h	521
59	7	107311A_SLAM_2h	11
59	7	107313A_SLAM_4h	19
59	7	107315A_SLAM_8h	52
59	7	107339B_SLAM_1h	1
59	7	107341B_SLAM_2h	52
59	7	107343B_SLAM_4h	197
59	7	107345B_SLAM_8h	185
59	8	107311A_SLAM_2h	1
59	8	107313A_SLAM_4h	4
59	8	107315A_SLAM_8h	10
59	8	107341B_SLAM_2h	16
59	8	107343B_SLAM_4h	79
59	8	107345B_SLAM_8h	65
59	9	107311A_SLAM_2h	1
59	9	107339B_SLAM_1h	1
59	9	107341B_SLAM_2h	6
59	9	107343B_SLAM_4h	21
59	9	107345B_SLAM_8h	28
59	10	107315A_SLAM_8h	1
59	10	107343B_SLAM_4h	1
59	10	107345B_SLAM_8h	4
60	0	107307A_SLAM_0h_no4sU	49506
60	0	107309A_SLAM_1h	30037
60	0	107311A_SLAM_2h	32708
60	0	107313A_SLAM_4h	16830
60	0	107315A_SLAM_8h	10527
60	0	107337B_SLAM_0h_no4sU	66660
60	0	107339B_SLAM_1h	50377
60	0	107341B_SLAM_2h	35617
60	0	107343B_SLAM_4h	26020
60	0	107345B_SLAM_8h	14612
60	1	107307A_SLAM_0h_no4sU	1315
60	1	107309A_SLAM_1h	2830
60	1	107311A_SLAM_2h	7470
60	1	107313A_SLAM_4h	7409
60	1	107315A_SLAM_8h	8871
60	1	107337B_SLAM_0h_no4sU	1750
60	1	107339B_SLAM_1h	4661
60	1	107341B_SLAM_2h	7027
60	1	107343B_SLAM_4h	11619
60	1	107345B_SLAM_8h	12697
60	2	107307A_SLAM_0h_no4sU	40
60	2	107309A_SLAM_1h	623
60	2	107311A_SLAM_2h	3029
60	2	107313A_SLAM_4h	4115
60	2	107315A_SLAM_8h	5928
60	2	107337B_SLAM_0h_no4sU	33
60	2	107339B_SLAM_1h	1434
60	2	107341B_SLAM_2h	3545
60	2	107343B_SLAM_4h	8056
60	2	107345B_SLAM_8h	9569
60	3	107307A_SLAM_0h_no4sU	5
60	3	107309A_SLAM_1h	156
60	3	107311A_SLAM_2h	1077
60	3	107313A_SLAM_4h	1875
60	3	107315A_SLAM_8h	2904
60	3	107337B_SLAM_0h_no4sU	3
60	3	107339B_SLAM_1h	471
60	3	107341B_SLAM_2h	1794
60	3	107343B_SLAM_4h	4560
60	3	107345B_SLAM_8h	5548
60	4	107309A_SLAM_1h	39
60	4	107311A_SLAM_2h	378
60	4	107313A_SLAM_4h	690
60	4	107315A_SLAM_8h	1266
60	4	107339B_SLAM_1h	166
60	4	107341B_SLAM_2h	838
60	4	107343B_SLAM_4h	2217
60	4	107345B_SLAM_8h	2806
60	5	107307A_SLAM_0h_no4sU	0
60	5	107309A_SLAM_1h	6
60	5	107311A_SLAM_2h	107
60	5	107313A_SLAM_4h	208
60	5	107315A_SLAM_8h	470
60	5	107339B_SLAM_1h	46
60	5	107341B_SLAM_2h	307
60	5	107343B_SLAM_4h	1153
60	5	107345B_SLAM_8h	1206
60	6	107307A_SLAM_0h_no4sU	0
60	6	107309A_SLAM_1h	2
60	6	107311A_SLAM_2h	31
60	6	107313A_SLAM_4h	73
60	6	107315A_SLAM_8h	141
60	6	107339B_SLAM_1h	16
60	6	107341B_SLAM_2h	115
60	6	107343B_SLAM_4h	462
60	6	107345B_SLAM_8h	496
60	7	107309A_SLAM_1h	1
60	7	107311A_SLAM_2h	5
60	7	107313A_SLAM_4h	19
60	7	107315A_SLAM_8h	54
60	7	107339B_SLAM_1h	1
60	7	107341B_SLAM_2h	47
60	7	107343B_SLAM_4h	174
60	7	107345B_SLAM_8h	196
60	8	107311A_SLAM_2h	2
60	8	107313A_SLAM_4h	3
60	8	107315A_SLAM_8h	8
60	8	107341B_SLAM_2h	21
60	8	107343B_SLAM_4h	71
60	8	107345B_SLAM_8h	49
60	9	107311A_SLAM_2h	1
60	9	107313A_SLAM_4h	2
60	9	107315A_SLAM_8h	5
60	9	107339B_SLAM_1h	1
60	9	107341B_SLAM_2h	3
60	9	107343B_SLAM_4h	20
60	9	107345B_SLAM_8h	23
60	10	107343B_SLAM_4h	2
60	10	107345B_SLAM_8h	3
61	0	107307A_SLAM_0h_no4sU	45054
61	0	107309A_SLAM_1h	27006
61	0	107311A_SLAM_2h	29416
61	0	107313A_SLAM_4h	14677
61	0	107315A_SLAM_8h	9422
61	0	107337B_SLAM_0h_no4sU	60663
61	0	107339B_SLAM_1h	45865
61	0	107341B_SLAM_2h	31790
61	0	107343B_SLAM_4h	23273
61	0	107345B_SLAM_8h	13038
61	1	107307A_SLAM_0h_no4sU	1165
61	1	107309A_SLAM_1h	2635
61	1	107311A_SLAM_2h	6764
61	1	107313A_SLAM_4h	6688
61	1	107315A_SLAM_8h	7792
61	1	107337B_SLAM_0h_no4sU	1492
61	1	107339B_SLAM_1h	4376
61	1	107341B_SLAM_2h	6418
61	1	107343B_SLAM_4h	10281
61	1	107345B_SLAM_8h	11436
61	2	107307A_SLAM_0h_no4sU	33
61	2	107309A_SLAM_1h	608
61	2	107311A_SLAM_2h	2844
61	2	107313A_SLAM_4h	3815
61	2	107315A_SLAM_8h	5339
61	2	107337B_SLAM_0h_no4sU	39
61	2	107339B_SLAM_1h	1322
61	2	107341B_SLAM_2h	3359
61	2	107343B_SLAM_4h	7284
61	2	107345B_SLAM_8h	8705
61	3	107307A_SLAM_0h_no4sU	4
61	3	107309A_SLAM_1h	154
61	3	107311A_SLAM_2h	1065
61	3	107313A_SLAM_4h	1579
61	3	107315A_SLAM_8h	2708
61	3	107339B_SLAM_1h	455
61	3	107341B_SLAM_2h	1687
61	3	107343B_SLAM_4h	4209
61	3	107345B_SLAM_8h	5263
61	4	107307A_SLAM_0h_no4sU	1
61	4	107309A_SLAM_1h	28
61	4	107311A_SLAM_2h	334
61	4	107313A_SLAM_4h	650
61	4	107315A_SLAM_8h	1180
61	4	107337B_SLAM_0h_no4sU	1
61	4	107339B_SLAM_1h	141
61	4	107341B_SLAM_2h	708
61	4	107343B_SLAM_4h	2251
61	4	107345B_SLAM_8h	2588
61	5	107309A_SLAM_1h	9
61	5	107311A_SLAM_2h	99
61	5	107313A_SLAM_4h	203
61	5	107315A_SLAM_8h	433
61	5	107339B_SLAM_1h	48
61	5	107341B_SLAM_2h	286
61	5	107343B_SLAM_4h	1061
61	5	107345B_SLAM_8h	1185
61	6	107309A_SLAM_1h	3
61	6	107311A_SLAM_2h	24
61	6	107313A_SLAM_4h	63
61	6	107315A_SLAM_8h	161
61	6	107339B_SLAM_1h	9
61	6	107341B_SLAM_2h	116
61	6	107343B_SLAM_4h	433
61	6	107345B_SLAM_8h	451
61	7	107309A_SLAM_1h	1
61	7	107311A_SLAM_2h	7
61	7	107313A_SLAM_4h	21
61	7	107315A_SLAM_8h	42
61	7	107339B_SLAM_1h	2
61	7	107341B_SLAM_2h	40
61	7	107343B_SLAM_4h	188
61	7	107345B_SLAM_8h	187
61	8	107311A_SLAM_2h	2
61	8	107313A_SLAM_4h	4
61	8	107315A_SLAM_8h	15
61	8	107339B_SLAM_1h	2
61	8	107341B_SLAM_2h	16
61	8	107343B_SLAM_4h	52
61	8	107345B_SLAM_8h	70
61	9	107313A_SLAM_4h	2
61	9	107315A_SLAM_8h	2
61	9	107341B_SLAM_2h	7
61	9	107343B_SLAM_4h	15
61	9	107345B_SLAM_8h	22
61	10	107343B_SLAM_4h	5
62	0	107307A_SLAM_0h_no4sU	41066
62	0	107309A_SLAM_1h	24424
62	0	107311A_SLAM_2h	26271
62	0	107313A_SLAM_4h	13351
62	0	107315A_SLAM_8h	8273
62	0	107337B_SLAM_0h_no4sU	55123
62	0	107339B_SLAM_1h	41799
62	0	107341B_SLAM_2h	29102
62	0	107343B_SLAM_4h	20576
62	0	107345B_SLAM_8h	11570
62	1	107307A_SLAM_0h_no4sU	1086
62	1	107309A_SLAM_1h	2344
62	1	107311A_SLAM_2h	6087
62	1	107313A_SLAM_4h	5995
62	1	107315A_SLAM_8h	7048
62	1	107337B_SLAM_0h_no4sU	1448
62	1	107339B_SLAM_1h	4038
62	1	107341B_SLAM_2h	5728
62	1	107343B_SLAM_4h	9364
62	1	107345B_SLAM_8h	10250
62	2	107307A_SLAM_0h_no4sU	34
62	2	107309A_SLAM_1h	543
62	2	107311A_SLAM_2h	2562
62	2	107313A_SLAM_4h	3466
62	2	107315A_SLAM_8h	4884
62	2	107337B_SLAM_0h_no4sU	34
62	2	107339B_SLAM_1h	1227
62	2	107341B_SLAM_2h	3154
62	2	107343B_SLAM_4h	6614
62	2	107345B_SLAM_8h	7972
62	3	107309A_SLAM_1h	164
62	3	107311A_SLAM_2h	1025
62	3	107313A_SLAM_4h	1588
62	3	107315A_SLAM_8h	2565
62	3	107337B_SLAM_0h_no4sU	3
62	3	107339B_SLAM_1h	462
62	3	107341B_SLAM_2h	1429
62	3	107343B_SLAM_4h	3843
