n	d	Condition	count
39	1	107309A_SLAM_1h	991
39	1	107311A_SLAM_2h	2222
39	1	107313A_SLAM_4h	3153
39	1	107315A_SLAM_8h	3620
39	1	107337B_SLAM_0h_no4sU	187
39	1	107339B_SLAM_1h	1008
39	1	107341B_SLAM_2h	1905
39	1	107343B_SLAM_4h	3527
39	1	107345B_SLAM_8h	3353
72	2	107341B_SLAM_2h	1
6	1	107307A_SLAM_0h_no4sU	2069
6	1	107309A_SLAM_1h	4200
6	1	107311A_SLAM_2h	15587
6	1	107313A_SLAM_4h	27435
6	1	107315A_SLAM_8h	41056
6	1	107337B_SLAM_0h_no4sU	2229
6	1	107339B_SLAM_1h	5409
6	1	107341B_SLAM_2h	16166
6	1	107343B_SLAM_4h	45549
6	1	107345B_SLAM_8h	55402
39	2	107307A_SLAM_0h_no4sU	5
39	2	107309A_SLAM_1h	152
39	2	107311A_SLAM_2h	558
39	2	107313A_SLAM_4h	1019
39	2	107315A_SLAM_8h	1430
39	2	107337B_SLAM_0h_no4sU	2
39	2	107339B_SLAM_1h	184
39	2	107341B_SLAM_2h	615
39	2	107343B_SLAM_4h	1646
39	2	107345B_SLAM_8h	1591
6	2	107307A_SLAM_0h_no4sU	6
6	2	107309A_SLAM_1h	67
6	2	107311A_SLAM_2h	417
6	2	107313A_SLAM_4h	1090
6	2	107315A_SLAM_8h	2082
6	2	107337B_SLAM_0h_no4sU	4
6	2	107339B_SLAM_1h	142
6	2	107341B_SLAM_2h	781
6	2	107343B_SLAM_4h	2833
6	2	107345B_SLAM_8h	3632
39	3	107309A_SLAM_1h	22
39	3	107311A_SLAM_2h	99
39	3	107313A_SLAM_4h	231
39	3	107315A_SLAM_8h	412
39	3	107339B_SLAM_1h	40
39	3	107341B_SLAM_2h	208
39	3	107343B_SLAM_4h	553
39	3	107345B_SLAM_8h	559
39	4	107309A_SLAM_1h	1
39	4	107311A_SLAM_2h	17
39	4	107313A_SLAM_4h	49
39	4	107315A_SLAM_8h	100
39	4	107339B_SLAM_1h	6
39	4	107341B_SLAM_2h	41
39	4	107343B_SLAM_4h	144
39	4	107345B_SLAM_8h	143
6	3	107311A_SLAM_2h	10
6	3	107313A_SLAM_4h	33
6	3	107315A_SLAM_8h	54
6	3	107339B_SLAM_1h	1
6	3	107341B_SLAM_2h	21
6	3	107343B_SLAM_4h	93
6	3	107345B_SLAM_8h	112
39	5	107309A_SLAM_1h	1
39	5	107313A_SLAM_4h	4
39	5	107315A_SLAM_8h	7
39	5	107341B_SLAM_2h	1
39	5	107343B_SLAM_4h	18
39	5	107345B_SLAM_8h	9
6	4	107341B_SLAM_2h	2
6	4	107345B_SLAM_8h	2
56	0	107307A_SLAM_0h_no4sU	69
56	0	107309A_SLAM_1h	54
56	0	107311A_SLAM_2h	49
56	0	107313A_SLAM_4h	34
56	0	107315A_SLAM_8h	21
56	0	107337B_SLAM_0h_no4sU	55
56	0	107339B_SLAM_1h	54
56	0	107341B_SLAM_2h	42
56	0	107343B_SLAM_4h	43
56	0	107345B_SLAM_8h	17
23	0	107307A_SLAM_0h_no4sU	322752
23	0	107309A_SLAM_1h	276386
23	0	107311A_SLAM_2h	269683
23	0	107313A_SLAM_4h	228484
23	0	107315A_SLAM_8h	172817
23	0	107337B_SLAM_0h_no4sU	304064
23	0	107339B_SLAM_1h	266473
23	0	107341B_SLAM_2h	284130
23	0	107343B_SLAM_4h	246744
23	0	107345B_SLAM_8h	184103
56	1	107307A_SLAM_0h_no4sU	3
56	1	107309A_SLAM_1h	7
56	1	107311A_SLAM_2h	10
56	1	107313A_SLAM_4h	10
56	1	107315A_SLAM_8h	7
56	1	107337B_SLAM_0h_no4sU	2
56	1	107339B_SLAM_1h	10
56	1	107341B_SLAM_2h	8
56	1	107343B_SLAM_4h	13
56	1	107345B_SLAM_8h	17
23	1	107307A_SLAM_0h_no4sU	4095
23	1	107309A_SLAM_1h	11280
23	1	107311A_SLAM_2h	31482
23	1	107313A_SLAM_4h	51218
23	1	107315A_SLAM_8h	65579
23	1	107337B_SLAM_0h_no4sU	3922
23	1	107339B_SLAM_1h	11703
23	1	107341B_SLAM_2h	32688
23	1	107343B_SLAM_4h	65360
23	1	107345B_SLAM_8h	77688
56	2	107307A_SLAM_0h_no4sU	1
56	2	107309A_SLAM_1h	1
56	2	107311A_SLAM_2h	2
56	2	107313A_SLAM_4h	8
56	2	107315A_SLAM_8h	7
56	2	107339B_SLAM_1h	1
56	2	107341B_SLAM_2h	3
56	2	107343B_SLAM_4h	8
56	2	107345B_SLAM_8h	8
23	2	107307A_SLAM_0h_no4sU	34
23	2	107309A_SLAM_1h	914
23	2	107311A_SLAM_2h	4970
23	2	107313A_SLAM_4h	11216
23	2	107315A_SLAM_8h	16936
23	2	107337B_SLAM_0h_no4sU	28
23	2	107339B_SLAM_1h	1306
23	2	107341B_SLAM_2h	7620
23	2	107343B_SLAM_4h	19888
23	2	107345B_SLAM_8h	24981
56	3	107313A_SLAM_4h	4
56	3	107315A_SLAM_8h	4
56	3	107339B_SLAM_1h	1
56	3	107341B_SLAM_2h	4
56	3	107343B_SLAM_4h	6
56	3	107345B_SLAM_8h	2
23	3	107307A_SLAM_0h_no4sU	1
23	3	107309A_SLAM_1h	95
23	3	107311A_SLAM_2h	684
23	3	107313A_SLAM_4h	1781
23	3	107315A_SLAM_8h	3122
23	3	107339B_SLAM_1h	181
23	3	107341B_SLAM_2h	1554
23	3	107343B_SLAM_4h	4802
23	3	107345B_SLAM_8h	5829
56	4	107313A_SLAM_4h	1
23	4	107309A_SLAM_1h	9
23	4	107311A_SLAM_2h	80
23	4	107313A_SLAM_4h	236
23	4	107315A_SLAM_8h	452
23	4	107339B_SLAM_1h	15
23	4	107341B_SLAM_2h	237
23	4	107343B_SLAM_4h	974
23	4	107345B_SLAM_8h	1032
23	5	107313A_SLAM_4h	9
23	5	107315A_SLAM_8h	13
23	5	107341B_SLAM_2h	6
23	5	107343B_SLAM_4h	37
23	5	107345B_SLAM_8h	29
40	0	107307A_SLAM_0h_no4sU	13853
40	0	107309A_SLAM_1h	11554
40	0	107311A_SLAM_2h	9719
40	0	107313A_SLAM_4h	7108
40	0	107315A_SLAM_8h	4642
40	0	107337B_SLAM_0h_no4sU	9134
40	0	107339B_SLAM_1h	10480
40	0	107341B_SLAM_2h	9751
40	0	107343B_SLAM_4h	7192
40	0	107345B_SLAM_8h	4261
7	0	107307A_SLAM_0h_no4sU	572355
7	0	107309A_SLAM_1h	461185
7	0	107311A_SLAM_2h	537569
7	0	107313A_SLAM_4h	478559
7	0	107315A_SLAM_8h	445746
7	0	107337B_SLAM_0h_no4sU	625409
7	0	107339B_SLAM_1h	529100
7	0	107341B_SLAM_2h	527916
7	0	107343B_SLAM_4h	611380
7	0	107345B_SLAM_8h	503679
40	1	107307A_SLAM_0h_no4sU	239
40	1	107309A_SLAM_1h	808
40	1	107311A_SLAM_2h	1668
40	1	107313A_SLAM_4h	2368
40	1	107315A_SLAM_8h	2726
40	1	107337B_SLAM_0h_no4sU	145
40	1	107339B_SLAM_1h	736
40	1	107341B_SLAM_2h	1522
40	1	107343B_SLAM_4h	2667
40	1	107345B_SLAM_8h	2478
7	1	107307A_SLAM_0h_no4sU	2565
7	1	107309A_SLAM_1h	5255
7	1	107311A_SLAM_2h	19126
7	1	107313A_SLAM_4h	33757
7	1	107315A_SLAM_8h	50634
7	1	107337B_SLAM_0h_no4sU	2797
7	1	107339B_SLAM_1h	6857
7	1	107341B_SLAM_2h	20092
7	1	107343B_SLAM_4h	54421
7	1	107345B_SLAM_8h	66743
40	2	107307A_SLAM_0h_no4sU	12
40	2	107309A_SLAM_1h	109
40	2	107311A_SLAM_2h	421
40	2	107313A_SLAM_4h	832
40	2	107315A_SLAM_8h	1034
40	2	107337B_SLAM_0h_no4sU	5
40	2	107339B_SLAM_1h	162
40	2	107341B_SLAM_2h	511
40	2	107343B_SLAM_4h	1194
40	2	107345B_SLAM_8h	1197
73	3	107311A_SLAM_2h	1
7	2	107307A_SLAM_0h_no4sU	8
7	2	107309A_SLAM_1h	110
7	2	107311A_SLAM_2h	792
7	2	107313A_SLAM_4h	1696
7	2	107315A_SLAM_8h	3149
7	2	107337B_SLAM_0h_no4sU	8
7	2	107339B_SLAM_1h	266
7	2	107341B_SLAM_2h	1118
7	2	107343B_SLAM_4h	4267
7	2	107345B_SLAM_8h	5361
40	3	107309A_SLAM_1h	15
40	3	107311A_SLAM_2h	89
40	3	107313A_SLAM_4h	168
40	3	107315A_SLAM_8h	297
40	3	107339B_SLAM_1h	28
40	3	107341B_SLAM_2h	148
40	3	107343B_SLAM_4h	418
40	3	107345B_SLAM_8h	431
7	3	107309A_SLAM_1h	3
7	3	107311A_SLAM_2h	12
7	3	107313A_SLAM_4h	56
7	3	107315A_SLAM_8h	131
7	3	107339B_SLAM_1h	4
7	3	107341B_SLAM_2h	42
7	3	107343B_SLAM_4h	214
7	3	107345B_SLAM_8h	276
40	4	107307A_SLAM_0h_no4sU	1
40	4	107309A_SLAM_1h	2
40	4	107311A_SLAM_2h	9
40	4	107313A_SLAM_4h	39
40	4	107315A_SLAM_8h	57
40	4	107339B_SLAM_1h	5
40	4	107341B_SLAM_2h	32
40	4	107343B_SLAM_4h	136
40	4	107345B_SLAM_8h	98
7	4	107313A_SLAM_4h	1
7	4	107315A_SLAM_8h	5
7	4	107339B_SLAM_1h	1
7	4	107341B_SLAM_2h	1
7	4	107343B_SLAM_4h	6
7	4	107345B_SLAM_8h	11
40	5	107309A_SLAM_1h	2
40	5	107311A_SLAM_2h	2
40	5	107313A_SLAM_4h	2
40	5	107315A_SLAM_8h	4
40	5	107341B_SLAM_2h	4
40	5	107343B_SLAM_4h	5
40	5	107345B_SLAM_8h	15
57	0	107307A_SLAM_0h_no4sU	57
57	0	107309A_SLAM_1h	42
57	0	107311A_SLAM_2h	26
57	0	107313A_SLAM_4h	13
57	0	107315A_SLAM_8h	4
57	0	107337B_SLAM_0h_no4sU	37
57	0	107339B_SLAM_1h	49
57	0	107341B_SLAM_2h	26
57	0	107343B_SLAM_4h	20
57	0	107345B_SLAM_8h	10
24	0	107307A_SLAM_0h_no4sU	282671
24	0	107309A_SLAM_1h	243481
24	0	107311A_SLAM_2h	235879
24	0	107313A_SLAM_4h	197609
24	0	107315A_SLAM_8h	148694
24	0	107337B_SLAM_0h_no4sU	264946
24	0	107339B_SLAM_1h	232677
24	0	107341B_SLAM_2h	248460
24	0	107343B_SLAM_4h	211941
24	0	107345B_SLAM_8h	156605
57	1	107307A_SLAM_0h_no4sU	1
57	1	107309A_SLAM_1h	6
57	1	107311A_SLAM_2h	8
57	1	107313A_SLAM_4h	13
57	1	107315A_SLAM_8h	14
57	1	107337B_SLAM_0h_no4sU	1
57	1	107339B_SLAM_1h	2
57	1	107341B_SLAM_2h	5
57	1	107343B_SLAM_4h	11
57	1	107345B_SLAM_8h	12
24	1	107307A_SLAM_0h_no4sU	3585
24	1	107309A_SLAM_1h	10240
24	1	107311A_SLAM_2h	28549
24	1	107313A_SLAM_4h	46595
24	1	107315A_SLAM_8h	58680
24	1	107337B_SLAM_0h_no4sU	3416
24	1	107339B_SLAM_1h	10698
24	1	107341B_SLAM_2h	29859
24	1	107343B_SLAM_4h	58790
24	1	107345B_SLAM_8h	68858
57	2	107309A_SLAM_1h	1
57	2	107311A_SLAM_2h	4
57	2	107313A_SLAM_4h	4
57	2	107315A_SLAM_8h	7
57	2	107339B_SLAM_1h	2
57	2	107343B_SLAM_4h	4
57	2	107345B_SLAM_8h	9
24	2	107307A_SLAM_0h_no4sU	39
24	2	107309A_SLAM_1h	919
24	2	107311A_SLAM_2h	4847
24	2	107313A_SLAM_4h	10303
24	2	107315A_SLAM_8h	15885
24	2	107337B_SLAM_0h_no4sU	26
24	2	107339B_SLAM_1h	1395
24	2	107341B_SLAM_2h	7051
24	2	107343B_SLAM_4h	18660
24	2	107345B_SLAM_8h	23002
57	3	107313A_SLAM_4h	2
57	3	107315A_SLAM_8h	4
57	3	107343B_SLAM_4h	3
57	3	107345B_SLAM_8h	2
24	3	107309A_SLAM_1h	83
24	3	107311A_SLAM_2h	660
24	3	107313A_SLAM_4h	1765
24	3	107315A_SLAM_8h	3140
24	3	107339B_SLAM_1h	211
24	3	107341B_SLAM_2h	1461
24	3	107343B_SLAM_4h	4714
24	3	107345B_SLAM_8h	5739
57	4	107315A_SLAM_8h	2
57	4	107339B_SLAM_1h	1
57	4	107343B_SLAM_4h	1
57	4	107345B_SLAM_8h	1
24	4	107309A_SLAM_1h	4
24	4	107311A_SLAM_2h	72
24	4	107313A_SLAM_4h	233
24	4	107315A_SLAM_8h	444
24	4	107339B_SLAM_1h	28
24	4	107341B_SLAM_2h	264
24	4	107343B_SLAM_4h	949
24	4	107345B_SLAM_8h	1079
24	5	107309A_SLAM_1h	1
24	5	107311A_SLAM_2h	1
24	5	107313A_SLAM_4h	3
24	5	107315A_SLAM_8h	17
24	5	107339B_SLAM_1h	2
24	5	107341B_SLAM_2h	6
24	5	107343B_SLAM_4h	44
24	5	107345B_SLAM_8h	35
41	0	107307A_SLAM_0h_no4sU	10405
41	0	107309A_SLAM_1h	8852
41	0	107311A_SLAM_2h	7306
41	0	107313A_SLAM_4h	5248
41	0	107315A_SLAM_8h	3359
41	0	107337B_SLAM_0h_no4sU	6808
41	0	107339B_SLAM_1h	8111
41	0	107341B_SLAM_2h	7211
41	0	107343B_SLAM_4h	5540
41	0	107345B_SLAM_8h	3181
8	0	107307A_SLAM_0h_no4sU	595145
8	0	107309A_SLAM_1h	479444
8	0	107311A_SLAM_2h	555784
8	0	107313A_SLAM_4h	494703
8	0	107315A_SLAM_8h	454450
8	0	107337B_SLAM_0h_no4sU	643544
8	0	107339B_SLAM_1h	546165
8	0	107341B_SLAM_2h	549282
8	0	107343B_SLAM_4h	626364
8	0	107345B_SLAM_8h	513267
41	1	107307A_SLAM_0h_no4sU	186
41	1	107309A_SLAM_1h	602
41	1	107311A_SLAM_2h	1256
41	1	107313A_SLAM_4h	1807
41	1	107315A_SLAM_8h	2001
41	1	107337B_SLAM_0h_no4sU	136
41	1	107339B_SLAM_1h	585
41	1	107341B_SLAM_2h	1139
41	1	107343B_SLAM_4h	1998
41	1	107345B_SLAM_8h	1985
8	1	107307A_SLAM_0h_no4sU	2967
8	1	107309A_SLAM_1h	6298
8	1	107311A_SLAM_2h	22331
8	1	107313A_SLAM_4h	39919
8	1	107315A_SLAM_8h	59614
8	1	107337B_SLAM_0h_no4sU	3116
8	1	107339B_SLAM_1h	8021
8	1	107341B_SLAM_2h	23575
8	1	107343B_SLAM_4h	63216
8	1	107345B_SLAM_8h	78268
41	2	107307A_SLAM_0h_no4sU	4
41	2	107309A_SLAM_1h	93
41	2	107311A_SLAM_2h	328
41	2	107313A_SLAM_4h	524
41	2	107315A_SLAM_8h	851
41	2	107337B_SLAM_0h_no4sU	2
41	2	107339B_SLAM_1h	118
41	2	107341B_SLAM_2h	405
41	2	107343B_SLAM_4h	904
41	2	107345B_SLAM_8h	840
8	2	107307A_SLAM_0h_no4sU	10
8	2	107309A_SLAM_1h	119
8	2	107311A_SLAM_2h	984
8	2	107313A_SLAM_4h	2543
8	2	107315A_SLAM_8h	4238
8	2	107337B_SLAM_0h_no4sU	11
8	2	107339B_SLAM_1h	260
8	2	107341B_SLAM_2h	1609
8	2	107343B_SLAM_4h	5990
8	2	107345B_SLAM_8h	7559
41	3	107309A_SLAM_1h	13
41	3	107311A_SLAM_2h	55
41	3	107313A_SLAM_4h	140
41	3	107315A_SLAM_8h	224
41	3	107339B_SLAM_1h	22
41	3	107341B_SLAM_2h	116
41	3	107343B_SLAM_4h	336
41	3	107345B_SLAM_8h	312
8	3	107307A_SLAM_0h_no4sU	2
8	3	107309A_SLAM_1h	4
8	3	107311A_SLAM_2h	46
8	3	107313A_SLAM_4h	100
8	3	107315A_SLAM_8h	195
8	3	107339B_SLAM_1h	7
8	3	107341B_SLAM_2h	91
8	3	107343B_SLAM_4h	324
8	3	107345B_SLAM_8h	428
41	4	107307A_SLAM_0h_no4sU	2
41	4	107309A_SLAM_1h	2
41	4	107311A_SLAM_2h	13
41	4	107313A_SLAM_4h	23
41	4	107315A_SLAM_8h	66
41	4	107337B_SLAM_0h_no4sU	1
41	4	107339B_SLAM_1h	4
41	4	107341B_SLAM_2h	28
41	4	107343B_SLAM_4h	87
41	4	107345B_SLAM_8h	78
41	5	107313A_SLAM_4h	1
41	5	107315A_SLAM_8h	3
41	5	107341B_SLAM_2h	3
41	5	107343B_SLAM_4h	5
41	5	107345B_SLAM_8h	7
8	4	107313A_SLAM_4h	4
8	4	107315A_SLAM_8h	7
8	4	107341B_SLAM_2h	4
8	4	107343B_SLAM_4h	7
8	4	107345B_SLAM_8h	16
58	0	107307A_SLAM_0h_no4sU	32
58	0	107309A_SLAM_1h	10
58	0	107311A_SLAM_2h	21
58	0	107313A_SLAM_4h	13
58	0	107315A_SLAM_8h	15
58	0	107337B_SLAM_0h_no4sU	28
58	0	107339B_SLAM_1h	28
58	0	107341B_SLAM_2h	30
58	0	107343B_SLAM_4h	11
58	0	107345B_SLAM_8h	13
25	0	107307A_SLAM_0h_no4sU	247419
25	0	107309A_SLAM_1h	213191
25	0	107311A_SLAM_2h	204452
25	0	107313A_SLAM_4h	169245
25	0	107315A_SLAM_8h	125497
25	0	107337B_SLAM_0h_no4sU	230113
25	0	107339B_SLAM_1h	202717
25	0	107341B_SLAM_2h	215364
25	0	107343B_SLAM_4h	181112
25	0	107345B_SLAM_8h	132185
58	1	107307A_SLAM_0h_no4sU	1
58	1	107309A_SLAM_1h	6
58	1	107311A_SLAM_2h	3
58	1	107313A_SLAM_4h	4
58	1	107315A_SLAM_8h	3
58	1	107339B_SLAM_1h	3
58	1	107341B_SLAM_2h	4
58	1	107343B_SLAM_4h	9
58	1	107345B_SLAM_8h	8
25	1	107307A_SLAM_0h_no4sU	3575
25	1	107309A_SLAM_1h	9852
25	1	107311A_SLAM_2h	26157
25	1	107313A_SLAM_4h	41991
25	1	107315A_SLAM_8h	52149
25	1	107337B_SLAM_0h_no4sU	3205
25	1	107339B_SLAM_1h	9945
25	1	107341B_SLAM_2h	27017
25	1	107343B_SLAM_4h	53086
25	1	107345B_SLAM_8h	61402
58	2	107311A_SLAM_2h	1
58	2	107313A_SLAM_4h	4
58	2	107315A_SLAM_8h	2
58	2	107339B_SLAM_1h	1
58	2	107341B_SLAM_2h	0
58	2	107343B_SLAM_4h	5
58	2	107345B_SLAM_8h	4
25	2	107307A_SLAM_0h_no4sU	36
25	2	107309A_SLAM_1h	903
25	2	107311A_SLAM_2h	4664
25	2	107313A_SLAM_4h	9919
25	2	107315A_SLAM_8h	14470
25	2	107337B_SLAM_0h_no4sU	31
25	2	107339B_SLAM_1h	1254
25	2	107341B_SLAM_2h	6643
25	2	107343B_SLAM_4h	17158
25	2	107345B_SLAM_8h	20969
58	3	107313A_SLAM_4h	1
58	3	107315A_SLAM_8h	1
58	3	107341B_SLAM_2h	2
58	3	107345B_SLAM_8h	2
25	3	107307A_SLAM_0h_no4sU	1
25	3	107309A_SLAM_1h	94
25	3	107311A_SLAM_2h	652
25	3	107313A_SLAM_4h	1638
25	3	107315A_SLAM_8h	2982
25	3	107337B_SLAM_0h_no4sU	1
25	3	107339B_SLAM_1h	198
25	3	107341B_SLAM_2h	1562
25	3	107343B_SLAM_4h	4532
25	3	107345B_SLAM_8h	5489
58	4	107315A_SLAM_8h	1
58	4	107341B_SLAM_2h	1
58	4	107345B_SLAM_8h	1
25	4	107309A_SLAM_1h	7
25	4	107311A_SLAM_2h	83
25	4	107313A_SLAM_4h	257
25	4	107315A_SLAM_8h	461
25	4	107339B_SLAM_1h	29
25	4	107341B_SLAM_2h	269
25	4	107343B_SLAM_4h	898
25	4	107345B_SLAM_8h	1103
25	5	107309A_SLAM_1h	1
25	5	107311A_SLAM_2h	3
25	5	107313A_SLAM_4h	10
25	5	107315A_SLAM_8h	11
25	5	107339B_SLAM_1h	1
25	5	107341B_SLAM_2h	12
25	5	107343B_SLAM_4h	33
25	5	107345B_SLAM_8h	50
42	0	107307A_SLAM_0h_no4sU	7947
42	0	107309A_SLAM_1h	6534
42	0	107311A_SLAM_2h	5421
42	0	107313A_SLAM_4h	3919
42	0	107315A_SLAM_8h	2558
42	0	107337B_SLAM_0h_no4sU	5000
42	0	107339B_SLAM_1h	6155
42	0	107341B_SLAM_2h	5327
42	0	107343B_SLAM_4h	4042
42	0	107345B_SLAM_8h	2404
9	0	107307A_SLAM_0h_no4sU	616344
9	0	107309A_SLAM_1h	500145
9	0	107311A_SLAM_2h	570386
9	0	107313A_SLAM_4h	509737
9	0	107315A_SLAM_8h	462881
9	0	107337B_SLAM_0h_no4sU	661600
9	0	107339B_SLAM_1h	561878
9	0	107341B_SLAM_2h	567985
9	0	107343B_SLAM_4h	635625
9	0	107345B_SLAM_8h	519065
42	1	107307A_SLAM_0h_no4sU	131
42	1	107309A_SLAM_1h	468
42	1	107311A_SLAM_2h	944
42	1	107313A_SLAM_4h	1278
42	1	107315A_SLAM_8h	1476
42	1	107337B_SLAM_0h_no4sU	95
42	1	107339B_SLAM_1h	410
42	1	107341B_SLAM_2h	812
42	1	107343B_SLAM_4h	1506
42	1	107345B_SLAM_8h	1399
9	1	107307A_SLAM_0h_no4sU	3536
9	1	107309A_SLAM_1h	7433
9	1	107311A_SLAM_2h	26258
9	1	107313A_SLAM_4h	46735
9	1	107315A_SLAM_8h	68021
9	1	107337B_SLAM_0h_no4sU	3696
9	1	107339B_SLAM_1h	9414
9	1	107341B_SLAM_2h	27632
9	1	107343B_SLAM_4h	72405
9	1	107345B_SLAM_8h	89818
42	2	107307A_SLAM_0h_no4sU	4
42	2	107309A_SLAM_1h	69
42	2	107311A_SLAM_2h	249
42	2	107313A_SLAM_4h	467
42	2	107315A_SLAM_8h	598
42	2	107337B_SLAM_0h_no4sU	3
42	2	107339B_SLAM_1h	85
42	2	107341B_SLAM_2h	268
42	2	107343B_SLAM_4h	660
42	2	107345B_SLAM_8h	667
9	2	107307A_SLAM_0h_no4sU	18
9	2	107309A_SLAM_1h	201
9	2	107311A_SLAM_2h	1388
9	2	107313A_SLAM_4h	3415
9	2	107315A_SLAM_8h	5917
9	2	107337B_SLAM_0h_no4sU	15
9	2	107339B_SLAM_1h	367
9	2	107341B_SLAM_2h	2224
9	2	107343B_SLAM_4h	7922
9	2	107345B_SLAM_8h	9831
42	3	107307A_SLAM_0h_no4sU	1
42	3	107309A_SLAM_1h	8
42	3	107311A_SLAM_2h	46
42	3	107313A_SLAM_4h	134
42	3	107315A_SLAM_8h	186
42	3	107339B_SLAM_1h	17
42	3	107341B_SLAM_2h	84
42	3	107343B_SLAM_4h	261
42	3	107345B_SLAM_8h	223
9	3	107309A_SLAM_1h	4
9	3	107311A_SLAM_2h	56
9	3	107313A_SLAM_4h	182
9	3	107315A_SLAM_8h	298
9	3	107337B_SLAM_0h_no4sU	1
9	3	107339B_SLAM_1h	14
9	3	107341B_SLAM_2h	135
9	3	107343B_SLAM_4h	578
9	3	107345B_SLAM_8h	767
42	4	107307A_SLAM_0h_no4sU	1
42	4	107309A_SLAM_1h	3
42	4	107311A_SLAM_2h	8
42	4	107313A_SLAM_4h	25
42	4	107315A_SLAM_8h	45
42	4	107339B_SLAM_1h	3
42	4	107341B_SLAM_2h	34
42	4	107343B_SLAM_4h	81
42	4	107345B_SLAM_8h	55
42	5	107313A_SLAM_4h	1
42	5	107315A_SLAM_8h	2
42	5	107341B_SLAM_2h	4
42	5	107343B_SLAM_4h	4
42	5	107345B_SLAM_8h	6
9	4	107311A_SLAM_2h	3
9	4	107313A_SLAM_4h	3
9	4	107315A_SLAM_8h	14
9	4	107339B_SLAM_1h	1
9	4	107341B_SLAM_2h	4
9	4	107343B_SLAM_4h	20
9	4	107345B_SLAM_8h	29
9	5	107315A_SLAM_8h	1
59	0	107307A_SLAM_0h_no4sU	23
59	0	107309A_SLAM_1h	15
59	0	107311A_SLAM_2h	19
59	0	107313A_SLAM_4h	9
59	0	107315A_SLAM_8h	6
59	0	107337B_SLAM_0h_no4sU	9
59	0	107339B_SLAM_1h	18
59	0	107341B_SLAM_2h	16
59	0	107343B_SLAM_4h	10
59	0	107345B_SLAM_8h	9
26	0	107307A_SLAM_0h_no4sU	216060
26	0	107309A_SLAM_1h	185283
26	0	107311A_SLAM_2h	175787
26	0	107313A_SLAM_4h	143815
26	0	107315A_SLAM_8h	106352
26	0	107337B_SLAM_0h_no4sU	197575
26	0	107339B_SLAM_1h	175712
26	0	107341B_SLAM_2h	185189
26	0	107343B_SLAM_4h	154323
26	0	107345B_SLAM_8h	111261
59	1	107307A_SLAM_0h_no4sU	1
59	1	107309A_SLAM_1h	1
59	1	107311A_SLAM_2h	3
59	1	107313A_SLAM_4h	6
59	1	107315A_SLAM_8h	6
59	1	107339B_SLAM_1h	1
59	1	107341B_SLAM_2h	1
59	1	107343B_SLAM_4h	5
59	1	107345B_SLAM_8h	2
26	1	107307A_SLAM_0h_no4sU	2896
26	1	107309A_SLAM_1h	8723
26	1	107311A_SLAM_2h	23053
26	1	107313A_SLAM_4h	37381
26	1	107315A_SLAM_8h	45741
26	1	107337B_SLAM_0h_no4sU	2594
26	1	107339B_SLAM_1h	8707
26	1	107341B_SLAM_2h	23833
26	1	107343B_SLAM_4h	45940
26	1	107345B_SLAM_8h	53111
59	2	107313A_SLAM_4h	3
59	2	107315A_SLAM_8h	1
59	2	107341B_SLAM_2h	2
59	2	107343B_SLAM_4h	3
59	2	107345B_SLAM_8h	4
26	2	107307A_SLAM_0h_no4sU	20
26	2	107309A_SLAM_1h	833
26	2	107311A_SLAM_2h	4252
26	2	107313A_SLAM_4h	9013
26	2	107315A_SLAM_8h	13259
26	2	107337B_SLAM_0h_no4sU	29
26	2	107339B_SLAM_1h	1208
26	2	107341B_SLAM_2h	6274
26	2	107343B_SLAM_4h	15938
26	2	107345B_SLAM_8h	19106
59	3	107311A_SLAM_2h	1
59	3	107341B_SLAM_2h	2
59	3	107343B_SLAM_4h	3
26	3	107309A_SLAM_1h	81
26	3	107311A_SLAM_2h	645
26	3	107313A_SLAM_4h	1721
26	3	107315A_SLAM_8h	2706
26	3	107339B_SLAM_1h	208
26	3	107341B_SLAM_2h	1499
26	3	107343B_SLAM_4h	4441
26	3	107345B_SLAM_8h	5268
59	4	107313A_SLAM_4h	1
26	4	107309A_SLAM_1h	14
26	4	107311A_SLAM_2h	94
26	4	107313A_SLAM_4h	224
26	4	107315A_SLAM_8h	451
26	4	107339B_SLAM_1h	20
26	4	107341B_SLAM_2h	283
26	4	107343B_SLAM_4h	946
26	4	107345B_SLAM_8h	1089
26	5	107311A_SLAM_2h	1
26	5	107313A_SLAM_4h	6
26	5	107315A_SLAM_8h	25
26	5	107339B_SLAM_1h	1
26	5	107341B_SLAM_2h	11
26	5	107343B_SLAM_4h	46
26	5	107345B_SLAM_8h	39
43	0	107307A_SLAM_0h_no4sU	5669
43	0	107309A_SLAM_1h	4783
43	0	107311A_SLAM_2h	3912
43	0	107313A_SLAM_4h	2748
43	0	107315A_SLAM_8h	1845
43	0	107337B_SLAM_0h_no4sU	3593
43	0	107339B_SLAM_1h	4302
43	0	107341B_SLAM_2h	3828
43	0	107343B_SLAM_4h	2879
43	0	107345B_SLAM_8h	1681
10	0	107307A_SLAM_0h_no4sU	632247
10	0	107309A_SLAM_1h	512441
10	0	107311A_SLAM_2h	579648
10	0	107313A_SLAM_4h	517256
10	0	107315A_SLAM_8h	463867
10	0	107337B_SLAM_0h_no4sU	670635
10	0	107339B_SLAM_1h	568296
10	0	107341B_SLAM_2h	579446
10	0	107343B_SLAM_4h	638082
