n	d	Condition	count
40	2	107331A_TUC_2h	9629
40	2	107333A_TUC_4h	24890
40	2	107335A_TUC_8h	44576
40	2	107357B_TUC_0h_no4sU	76
40	2	107359B_TUC_1h	3316
40	2	107361B_TUC_2h	11682
40	2	107363B_TUC_4h	29756
40	2	107365B_TUC_8h	48719
106	4	107335A_TUC_8h	1
40	3	107327A_TUC_0h_no4sU	6
40	3	107329A_TUC_1h	145
40	3	107331A_TUC_2h	2286
40	3	107333A_TUC_4h	7532
40	3	107335A_TUC_8h	15310
40	3	107357B_TUC_0h_no4sU	5
40	3	107359B_TUC_1h	785
40	3	107361B_TUC_2h	4087
40	3	107363B_TUC_4h	12595
40	3	107365B_TUC_8h	20475
106	5	107331A_TUC_2h	1
106	5	107363B_TUC_4h	1
106	5	107365B_TUC_8h	3
40	4	107329A_TUC_1h	21
40	4	107331A_TUC_2h	442
40	4	107333A_TUC_4h	1897
40	4	107335A_TUC_8h	4622
40	4	107359B_TUC_1h	162
40	4	107361B_TUC_2h	1354
40	4	107363B_TUC_4h	4600
40	4	107365B_TUC_8h	7581
40	5	107327A_TUC_0h_no4sU	1
40	5	107329A_TUC_1h	4
40	5	107331A_TUC_2h	73
40	5	107333A_TUC_4h	468
40	5	107335A_TUC_8h	1159
40	5	107359B_TUC_1h	37
40	5	107361B_TUC_2h	441
40	5	107363B_TUC_4h	1624
40	5	107365B_TUC_8h	2592
106	7	107361B_TUC_2h	1
40	6	107331A_TUC_2h	13
40	6	107333A_TUC_4h	105
40	6	107335A_TUC_8h	241
40	6	107359B_TUC_1h	7
40	6	107361B_TUC_2h	132
40	6	107363B_TUC_4h	512
40	6	107365B_TUC_8h	824
40	7	107331A_TUC_2h	2
40	7	107333A_TUC_4h	26
40	7	107335A_TUC_8h	73
40	7	107359B_TUC_1h	2
40	7	107361B_TUC_2h	43
40	7	107363B_TUC_4h	154
40	7	107365B_TUC_8h	262
40	8	107333A_TUC_4h	7
40	8	107335A_TUC_8h	16
40	8	107359B_TUC_1h	1
40	8	107361B_TUC_2h	7
40	8	107363B_TUC_4h	43
40	8	107365B_TUC_8h	68
40	9	107333A_TUC_4h	1
40	9	107335A_TUC_8h	4
40	9	107363B_TUC_4h	9
40	9	107365B_TUC_8h	15
40	10	107363B_TUC_4h	1
107	0	107327A_TUC_0h_no4sU	3
107	0	107329A_TUC_1h	7
107	0	107331A_TUC_2h	3
107	0	107333A_TUC_4h	2
107	0	107357B_TUC_0h_no4sU	9
107	0	107359B_TUC_1h	6
107	0	107361B_TUC_2h	1
107	0	107365B_TUC_8h	2
107	1	107331A_TUC_2h	1
107	1	107333A_TUC_4h	1
107	1	107335A_TUC_8h	1
107	1	107359B_TUC_1h	2
107	1	107361B_TUC_2h	1
107	1	107363B_TUC_4h	1
41	0	107327A_TUC_0h_no4sU	295212
41	0	107329A_TUC_1h	232987
41	0	107331A_TUC_2h	235257
41	0	107333A_TUC_4h	231145
41	0	107335A_TUC_8h	181176
41	0	107357B_TUC_0h_no4sU	251039
41	0	107359B_TUC_1h	317364
41	0	107361B_TUC_2h	232103
41	0	107363B_TUC_4h	186605
41	0	107365B_TUC_8h	156346
107	2	107333A_TUC_4h	1
107	2	107361B_TUC_2h	1
107	2	107365B_TUC_8h	1
41	1	107327A_TUC_0h_no4sU	5720
41	1	107329A_TUC_1h	11365
41	1	107331A_TUC_2h	34162
41	1	107333A_TUC_4h	64873
41	1	107335A_TUC_8h	95492
41	1	107357B_TUC_0h_no4sU	4800
41	1	107359B_TUC_1h	17494
41	1	107361B_TUC_2h	30557
41	1	107363B_TUC_4h	57597
41	1	107365B_TUC_8h	87793
107	3	107335A_TUC_8h	1
107	3	107359B_TUC_1h	1
107	3	107363B_TUC_4h	1
107	3	107365B_TUC_8h	1
41	2	107327A_TUC_0h_no4sU	94
41	2	107329A_TUC_1h	1249
41	2	107331A_TUC_2h	9544
41	2	107333A_TUC_4h	24566
41	2	107335A_TUC_8h	43923
41	2	107357B_TUC_0h_no4sU	80
41	2	107359B_TUC_1h	3369
41	2	107361B_TUC_2h	11425
41	2	107363B_TUC_4h	29033
41	2	107365B_TUC_8h	47442
107	4	107365B_TUC_8h	2
41	3	107327A_TUC_0h_no4sU	3
41	3	107329A_TUC_1h	165
41	3	107331A_TUC_2h	2262
41	3	107333A_TUC_4h	7697
41	3	107335A_TUC_8h	15693
41	3	107357B_TUC_0h_no4sU	5
41	3	107359B_TUC_1h	839
41	3	107361B_TUC_2h	4236
41	3	107363B_TUC_4h	12736
41	3	107365B_TUC_8h	20680
107	5	107333A_TUC_4h	1
107	5	107361B_TUC_2h	1
107	5	107365B_TUC_8h	2
41	4	107329A_TUC_1h	6
41	4	107331A_TUC_2h	488
41	4	107333A_TUC_4h	1947
41	4	107335A_TUC_8h	4728
41	4	107359B_TUC_1h	186
41	4	107361B_TUC_2h	1357
41	4	107363B_TUC_4h	4966
41	4	107365B_TUC_8h	7809
107	6	107361B_TUC_2h	1
41	5	107329A_TUC_1h	2
41	5	107331A_TUC_2h	116
41	5	107333A_TUC_4h	473
41	5	107335A_TUC_8h	1303
41	5	107359B_TUC_1h	64
41	5	107361B_TUC_2h	423
41	5	107363B_TUC_4h	1726
41	5	107365B_TUC_8h	2761
107	7	107361B_TUC_2h	1
41	6	107331A_TUC_2h	10
41	6	107333A_TUC_4h	120
41	6	107335A_TUC_8h	309
41	6	107359B_TUC_1h	13
41	6	107361B_TUC_2h	159
41	6	107363B_TUC_4h	589
41	6	107365B_TUC_8h	862
41	7	107331A_TUC_2h	8
41	7	107333A_TUC_4h	24
41	7	107335A_TUC_8h	82
41	7	107359B_TUC_1h	4
41	7	107361B_TUC_2h	36
41	7	107363B_TUC_4h	175
41	7	107365B_TUC_8h	267
41	8	107331A_TUC_2h	1
41	8	107333A_TUC_4h	2
41	8	107335A_TUC_8h	18
41	8	107359B_TUC_1h	1
41	8	107361B_TUC_2h	15
41	8	107363B_TUC_4h	66
41	8	107365B_TUC_8h	73
41	9	107333A_TUC_4h	2
41	9	107335A_TUC_8h	7
41	9	107361B_TUC_2h	3
41	9	107363B_TUC_4h	16
