n	d	Condition	count
53	2	107361B_TUC_2h	7990
53	2	107363B_TUC_4h	17710
53	2	107365B_TUC_8h	27693
53	3	107327A_TUC_0h_no4sU	5
53	3	107329A_TUC_1h	157
53	3	107331A_TUC_2h	1976
53	3	107333A_TUC_4h	6229
53	3	107335A_TUC_8h	11415
53	3	107357B_TUC_0h_no4sU	1
53	3	107359B_TUC_1h	827
53	3	107361B_TUC_2h	3720
53	3	107363B_TUC_4h	9485
53	3	107365B_TUC_8h	15153
53	4	107329A_TUC_1h	22
53	4	107331A_TUC_2h	501
53	4	107333A_TUC_4h	1982
53	4	107335A_TUC_8h	4409
53	4	107357B_TUC_0h_no4sU	3
53	4	107359B_TUC_1h	248
53	4	107361B_TUC_2h	1566
53	4	107363B_TUC_4h	4625
53	4	107365B_TUC_8h	7216
53	5	107329A_TUC_1h	2
53	5	107331A_TUC_2h	129
53	5	107333A_TUC_4h	627
53	5	107335A_TUC_8h	1506
53	5	107357B_TUC_0h_no4sU	1
53	5	107359B_TUC_1h	75
53	5	107361B_TUC_2h	596
53	5	107363B_TUC_4h	2053
53	5	107365B_TUC_8h	3119
53	6	107329A_TUC_1h	1
53	6	107331A_TUC_2h	33
53	6	107333A_TUC_4h	152
53	6	107335A_TUC_8h	474
53	6	107359B_TUC_1h	23
53	6	107361B_TUC_2h	224
53	6	107363B_TUC_4h	828
53	6	107365B_TUC_8h	1290
53	7	107331A_TUC_2h	8
53	7	107333A_TUC_4h	32
53	7	107335A_TUC_8h	127
53	7	107359B_TUC_1h	2
53	7	107361B_TUC_2h	97
53	7	107363B_TUC_4h	312
53	7	107365B_TUC_8h	465
53	8	107333A_TUC_4h	17
53	8	107335A_TUC_8h	46
53	8	107359B_TUC_1h	7
53	8	107361B_TUC_2h	35
53	8	107363B_TUC_4h	135
53	8	107365B_TUC_8h	179
53	9	107331A_TUC_2h	1
53	9	107333A_TUC_4h	2
53	9	107335A_TUC_8h	12
53	9	107359B_TUC_1h	2
53	9	107361B_TUC_2h	19
53	9	107363B_TUC_4h	48
53	9	107365B_TUC_8h	48
53	10	107361B_TUC_2h	1
53	10	107363B_TUC_4h	6
53	10	107365B_TUC_8h	7
54	0	107327A_TUC_0h_no4sU	117465
54	0	107329A_TUC_1h	94522
54	0	107331A_TUC_2h	86299
54	0	107333A_TUC_4h	78829
54	0	107335A_TUC_8h	55038
54	0	107357B_TUC_0h_no4sU	106868
54	0	107359B_TUC_1h	129110
54	0	107361B_TUC_2h	89025
54	0	107363B_TUC_4h	62478
54	0	107365B_TUC_8h	47098
54	1	107327A_TUC_0h_no4sU	2341
54	1	107329A_TUC_1h	6253
54	1	107331A_TUC_2h	17343
54	1	107333A_TUC_4h	30012
54	1	107335A_TUC_8h	40695
54	1	107357B_TUC_0h_no4sU	1976
54	1	107359B_TUC_1h	9580
54	1	107361B_TUC_2h	15429
54	1	107363B_TUC_4h	25190
54	1	107365B_TUC_8h	36269
54	2	107327A_TUC_0h_no4sU	49
54	2	107329A_TUC_1h	957
54	2	107331A_TUC_2h	6219
54	2	107333A_TUC_4h	14743
54	2	107335A_TUC_8h	24309
54	2	107357B_TUC_0h_no4sU	38
54	2	107359B_TUC_1h	2773
54	2	107361B_TUC_2h	7666
54	2	107363B_TUC_4h	16464
54	2	107365B_TUC_8h	26209
54	3	107327A_TUC_0h_no4sU	7
54	3	107329A_TUC_1h	165
54	3	107331A_TUC_2h	1946
54	3	107333A_TUC_4h	5670
54	3	107335A_TUC_8h	11053
54	3	107357B_TUC_0h_no4sU	3
54	3	107359B_TUC_1h	794
54	3	107361B_TUC_2h	3587
54	3	107363B_TUC_4h	9086
54	3	107365B_TUC_8h	14565
54	4	107327A_TUC_0h_no4sU	2
54	4	107329A_TUC_1h	30
54	4	107331A_TUC_2h	523
54	4	107333A_TUC_4h	1898
54	4	107335A_TUC_8h	4210
54	4	107359B_TUC_1h	246
54	4	107361B_TUC_2h	1499
54	4	107363B_TUC_4h	4505
54	4	107365B_TUC_8h	7042
54	5	107329A_TUC_1h	4
54	5	107331A_TUC_2h	145
54	5	107333A_TUC_4h	591
54	5	107335A_TUC_8h	1479
54	5	107359B_TUC_1h	83
54	5	107361B_TUC_2h	618
54	5	107363B_TUC_4h	1968
54	5	107365B_TUC_8h	3010
54	6	107331A_TUC_2h	29
54	6	107333A_TUC_4h	162
54	6	107335A_TUC_8h	470
54	6	107359B_TUC_1h	21
54	6	107361B_TUC_2h	276
54	6	107363B_TUC_4h	848
54	6	107365B_TUC_8h	1300
54	7	107329A_TUC_1h	1
54	7	107331A_TUC_2h	12
54	7	107333A_TUC_4h	50
54	7	107335A_TUC_8h	124
54	7	107359B_TUC_1h	6
54	7	107361B_TUC_2h	89
54	7	107363B_TUC_4h	347
54	7	107365B_TUC_8h	470
54	8	107331A_TUC_2h	2
54	8	107333A_TUC_4h	10
54	8	107335A_TUC_8h	31
54	8	107359B_TUC_1h	2
54	8	107361B_TUC_2h	40
54	8	107363B_TUC_4h	125
54	8	107365B_TUC_8h	175
54	9	107333A_TUC_4h	1
54	9	107335A_TUC_8h	10
54	9	107359B_TUC_1h	1
54	9	107361B_TUC_2h	13
54	9	107363B_TUC_4h	46
54	9	107365B_TUC_8h	51
54	10	107335A_TUC_8h	1
54	10	107361B_TUC_2h	1
54	10	107363B_TUC_4h	2
54	10	107365B_TUC_8h	3
55	0	107327A_TUC_0h_no4sU	107908
55	0	107329A_TUC_1h	86777
55	0	107331A_TUC_2h	79043
55	0	107333A_TUC_4h	70883
55	0	107335A_TUC_8h	49344
55	0	107357B_TUC_0h_no4sU	98703
55	0	107359B_TUC_1h	118388
55	0	107361B_TUC_2h	80603
55	0	107363B_TUC_4h	56238
55	0	107365B_TUC_8h	42212
55	1	107327A_TUC_0h_no4sU	2076
55	1	107329A_TUC_1h	5853
55	1	107331A_TUC_2h	16180
55	1	107333A_TUC_4h	27725
55	1	107335A_TUC_8h	37535
55	1	107357B_TUC_0h_no4sU	1810
55	1	107359B_TUC_1h	9149
55	1	107361B_TUC_2h	14482
55	1	107363B_TUC_4h	23261
55	1	107365B_TUC_8h	33681
55	2	107327A_TUC_0h_no4sU	52
55	2	107329A_TUC_1h	962
55	2	107331A_TUC_2h	5875
55	2	107333A_TUC_4h	13773
55	2	107335A_TUC_8h	22705
55	2	107357B_TUC_0h_no4sU	41
55	2	107359B_TUC_1h	2670
55	2	107361B_TUC_2h	7365
55	2	107363B_TUC_4h	15446
55	2	107365B_TUC_8h	23962
55	3	107327A_TUC_0h_no4sU	3
55	3	107329A_TUC_1h	162
55	3	107331A_TUC_2h	1820
55	3	107333A_TUC_4h	5372
55	3	107335A_TUC_8h	10464
55	3	107357B_TUC_0h_no4sU	4
55	3	107359B_TUC_1h	852
55	3	107361B_TUC_2h	3395
55	3	107363B_TUC_4h	8618
55	3	107365B_TUC_8h	13674
55	4	107329A_TUC_1h	25
55	4	107331A_TUC_2h	590
55	4	107333A_TUC_4h	1820
55	4	107335A_TUC_8h	3999
55	4	107359B_TUC_1h	239
55	4	107361B_TUC_2h	1406
55	4	107363B_TUC_4h	4277
55	4	107365B_TUC_8h	6614
55	5	107329A_TUC_1h	4
55	5	107331A_TUC_2h	109
55	5	107333A_TUC_4h	599
55	5	107335A_TUC_8h	1406
55	5	107357B_TUC_0h_no4sU	1
55	5	107359B_TUC_1h	90
55	5	107361B_TUC_2h	604
55	5	107363B_TUC_4h	1959
55	5	107365B_TUC_8h	2987
55	6	107329A_TUC_1h	2
55	6	107331A_TUC_2h	29
55	6	107333A_TUC_4h	163
55	6	107335A_TUC_8h	439
55	6	107359B_TUC_1h	25
55	6	107361B_TUC_2h	233
55	6	107363B_TUC_4h	840
55	6	107365B_TUC_8h	1225
55	7	107331A_TUC_2h	11
55	7	107333A_TUC_4h	39
55	7	107335A_TUC_8h	144
55	7	107359B_TUC_1h	10
55	7	107361B_TUC_2h	110
55	7	107363B_TUC_4h	340
55	7	107365B_TUC_8h	499
55	8	107329A_TUC_1h	1
55	8	107331A_TUC_2h	2
55	8	107333A_TUC_4h	15
55	8	107335A_TUC_8h	38
55	8	107359B_TUC_1h	5
55	8	107361B_TUC_2h	36
55	8	107363B_TUC_4h	132
55	8	107365B_TUC_8h	175
55	9	107331A_TUC_2h	1
55	9	107333A_TUC_4h	1
55	9	107335A_TUC_8h	8
55	9	107361B_TUC_2h	15
55	9	107363B_TUC_4h	43
55	9	107365B_TUC_8h	55
55	10	107335A_TUC_8h	1
55	10	107359B_TUC_1h	1
55	10	107361B_TUC_2h	1
55	10	107365B_TUC_8h	3
56	0	107327A_TUC_0h_no4sU	98911
56	0	107329A_TUC_1h	80149
56	0	107331A_TUC_2h	72382
56	0	107333A_TUC_4h	64672
56	0	107335A_TUC_8h	44210
56	0	107357B_TUC_0h_no4sU	90854
56	0	107359B_TUC_1h	108549
56	0	107361B_TUC_2h	74389
56	0	107363B_TUC_4h	51397
56	0	107365B_TUC_8h	38165
56	1	107327A_TUC_0h_no4sU	1948
56	1	107329A_TUC_1h	5558
56	1	107331A_TUC_2h	14827
56	1	107333A_TUC_4h	25711
56	1	107335A_TUC_8h	34406
56	1	107357B_TUC_0h_no4sU	1819
56	1	107359B_TUC_1h	8604
56	1	107361B_TUC_2h	13494
56	1	107363B_TUC_4h	21113
56	1	107365B_TUC_8h	30739
56	2	107327A_TUC_0h_no4sU	49
56	2	107329A_TUC_1h	913
56	2	107331A_TUC_2h	5641
56	2	107333A_TUC_4h	13005
56	2	107335A_TUC_8h	21315
56	2	107357B_TUC_0h_no4sU	44
56	2	107359B_TUC_1h	2476
56	2	107361B_TUC_2h	6835
56	2	107363B_TUC_4h	14744
56	2	107365B_TUC_8h	22862
56	3	107327A_TUC_0h_no4sU	1
56	3	107329A_TUC_1h	187
56	3	107331A_TUC_2h	1801
56	3	107333A_TUC_4h	5221
56	3	107335A_TUC_8h	9992
56	3	107357B_TUC_0h_no4sU	2
56	3	107359B_TUC_1h	847
56	3	107361B_TUC_2h	3238
56	3	107363B_TUC_4h	8346
56	3	107365B_TUC_8h	13093
56	4	107329A_TUC_1h	25
56	4	107331A_TUC_2h	485
56	4	107333A_TUC_4h	1758
56	4	107335A_TUC_8h	3919
56	4	107359B_TUC_1h	251
56	4	107361B_TUC_2h	1344
56	4	107363B_TUC_4h	4059
56	4	107365B_TUC_8h	6713
56	5	107327A_TUC_0h_no4sU	1
56	5	107329A_TUC_1h	6
56	5	107331A_TUC_2h	103
56	5	107333A_TUC_4h	521
56	5	107335A_TUC_8h	1334
56	5	107359B_TUC_1h	79
56	5	107361B_TUC_2h	622
56	5	107363B_TUC_4h	1948
56	5	107365B_TUC_8h	2965
56	6	107329A_TUC_1h	1
56	6	107331A_TUC_2h	22
56	6	107333A_TUC_4h	177
56	6	107335A_TUC_8h	443
56	6	107359B_TUC_1h	35
56	6	107361B_TUC_2h	222
56	6	107363B_TUC_4h	872
56	6	107365B_TUC_8h	1340
56	7	107331A_TUC_2h	7
56	7	107333A_TUC_4h	47
56	7	107335A_TUC_8h	138
56	7	107359B_TUC_1h	7
56	7	107361B_TUC_2h	95
56	7	107363B_TUC_4h	364
56	7	107365B_TUC_8h	472
56	8	107331A_TUC_2h	1
56	8	107333A_TUC_4h	14
56	8	107335A_TUC_8h	32
56	8	107359B_TUC_1h	1
56	8	107361B_TUC_2h	39
56	8	107363B_TUC_4h	146
56	8	107365B_TUC_8h	190
56	9	107333A_TUC_4h	4
56	9	107335A_TUC_8h	8
56	9	107361B_TUC_2h	8
56	9	107363B_TUC_4h	55
56	9	107365B_TUC_8h	70
56	10	107335A_TUC_8h	1
56	10	107361B_TUC_2h	3
56	10	107363B_TUC_4h	5
56	10	107365B_TUC_8h	5
57	0	107327A_TUC_0h_no4sU	91030
57	0	107329A_TUC_1h	72767
57	0	107331A_TUC_2h	65678
57	0	107333A_TUC_4h	58136
57	0	107335A_TUC_8h	40039
57	0	107357B_TUC_0h_no4sU	84274
57	0	107359B_TUC_1h	99758
57	0	107361B_TUC_2h	67922
57	0	107363B_TUC_4h	46442
57	0	107365B_TUC_8h	33893
57	1	107327A_TUC_0h_no4sU	1827
57	1	107329A_TUC_1h	5295
57	1	107331A_TUC_2h	13787
57	1	107333A_TUC_4h	23843
57	1	107335A_TUC_8h	31336
57	1	107357B_TUC_0h_no4sU	1684
57	1	107359B_TUC_1h	8138
57	1	107361B_TUC_2h	12607
57	1	107363B_TUC_4h	19795
57	1	107365B_TUC_8h	27955
57	2	107327A_TUC_0h_no4sU	36
57	2	107329A_TUC_1h	936
57	2	107331A_TUC_2h	5231
57	2	107333A_TUC_4h	12056
57	2	107335A_TUC_8h	19563
57	2	107357B_TUC_0h_no4sU	42
57	2	107359B_TUC_1h	2448
57	2	107361B_TUC_2h	6475
57	2	107363B_TUC_4h	13335
57	2	107365B_TUC_8h	21053
57	3	107327A_TUC_0h_no4sU	4
57	3	107329A_TUC_1h	172
57	3	107331A_TUC_2h	1664
57	3	107333A_TUC_4h	5004
57	3	107335A_TUC_8h	9381
57	3	107357B_TUC_0h_no4sU	3
57	3	107359B_TUC_1h	823
57	3	107361B_TUC_2h	3240
57	3	107363B_TUC_4h	7824
57	3	107365B_TUC_8h	12418
57	4	107327A_TUC_0h_no4sU	2
57	4	107329A_TUC_1h	29
57	4	107331A_TUC_2h	464
57	4	107333A_TUC_4h	1739
57	4	107335A_TUC_8h	3635
57	4	107359B_TUC_1h	222
57	4	107361B_TUC_2h	1407
57	4	107363B_TUC_4h	3877
57	4	107365B_TUC_8h	6332
57	5	107329A_TUC_1h	4
57	5	107331A_TUC_2h	122
57	5	107333A_TUC_4h	520
57	5	107335A_TUC_8h	1293
57	5	107359B_TUC_1h	80
57	5	107361B_TUC_2h	589
57	5	107363B_TUC_4h	1857
57	5	107365B_TUC_8h	2882
57	6	107331A_TUC_2h	39
57	6	107333A_TUC_4h	140
57	6	107335A_TUC_8h	440
57	6	107359B_TUC_1h	24
57	6	107361B_TUC_2h	230
57	6	107363B_TUC_4h	805
57	6	107365B_TUC_8h	1311
57	7	107331A_TUC_2h	7
57	7	107333A_TUC_4h	41
57	7	107335A_TUC_8h	127
57	7	107359B_TUC_1h	8
57	7	107361B_TUC_2h	93
57	7	107363B_TUC_4h	367
57	7	107365B_TUC_8h	514
57	8	107331A_TUC_2h	2
57	8	107333A_TUC_4h	9
57	8	107335A_TUC_8h	43
57	8	107359B_TUC_1h	3
57	8	107361B_TUC_2h	41
57	8	107363B_TUC_4h	144
57	8	107365B_TUC_8h	181
57	9	107333A_TUC_4h	4
57	9	107335A_TUC_8h	11
57	9	107359B_TUC_1h	2
57	9	107361B_TUC_2h	10
57	9	107363B_TUC_4h	58
57	9	107365B_TUC_8h	58
57	10	107335A_TUC_8h	2
57	10	107361B_TUC_2h	4
57	10	107363B_TUC_4h	1
57	10	107365B_TUC_8h	6
58	0	107327A_TUC_0h_no4sU	82962
58	0	107329A_TUC_1h	67325
58	0	107331A_TUC_2h	59782
58	0	107333A_TUC_4h	52673
58	0	107335A_TUC_8h	35752
58	0	107357B_TUC_0h_no4sU	77399
58	0	107359B_TUC_1h	91013
58	0	107361B_TUC_2h	62009
58	0	107363B_TUC_4h	41583
58	0	107365B_TUC_8h	30502
58	1	107327A_TUC_0h_no4sU	1710
58	1	107329A_TUC_1h	5027
58	1	107331A_TUC_2h	12907
58	1	107333A_TUC_4h	21895
58	1	107335A_TUC_8h	28525
58	1	107357B_TUC_0h_no4sU	1624
58	1	107359B_TUC_1h	7793
58	1	107361B_TUC_2h	11736
58	1	107363B_TUC_4h	18323
58	1	107365B_TUC_8h	25495
58	2	107327A_TUC_0h_no4sU	37
58	2	107329A_TUC_1h	870
58	2	107331A_TUC_2h	4830
58	2	107333A_TUC_4h	11234
58	2	107335A_TUC_8h	18224
58	2	107357B_TUC_0h_no4sU	30
58	2	107359B_TUC_1h	2425
58	2	107361B_TUC_2h	6113
58	2	107363B_TUC_4h	12769
58	2	107365B_TUC_8h	19471
58	3	107327A_TUC_0h_no4sU	5
58	3	107329A_TUC_1h	129
58	3	107331A_TUC_2h	1588
58	3	107333A_TUC_4h	4601
58	3	107335A_TUC_8h	8634
58	3	107357B_TUC_0h_no4sU	3
58	3	107359B_TUC_1h	742
58	3	107361B_TUC_2h	3105
58	3	107363B_TUC_4h	7426
58	3	107365B_TUC_8h	11740
58	4	107327A_TUC_0h_no4sU	2
58	4	107329A_TUC_1h	24
58	4	107331A_TUC_2h	441
58	4	107333A_TUC_4h	1662
58	4	107335A_TUC_8h	3487
58	4	107359B_TUC_1h	277
58	4	107361B_TUC_2h	1410
58	4	107363B_TUC_4h	3768
58	4	107365B_TUC_8h	5995
58	5	107329A_TUC_1h	3
58	5	107331A_TUC_2h	112
58	5	107333A_TUC_4h	468
58	5	107335A_TUC_8h	1383
58	5	107359B_TUC_1h	68
58	5	107361B_TUC_2h	611
58	5	107363B_TUC_4h	1804
58	5	107365B_TUC_8h	2779
58	6	107329A_TUC_1h	4
58	6	107331A_TUC_2h	40
58	6	107333A_TUC_4h	161
58	6	107335A_TUC_8h	463
58	6	107359B_TUC_1h	21
58	6	107361B_TUC_2h	259
58	6	107363B_TUC_4h	759
58	6	107365B_TUC_8h	1271
58	7	107331A_TUC_2h	6
58	7	107333A_TUC_4h	46
58	7	107335A_TUC_8h	123
58	7	107359B_TUC_1h	6
58	7	107361B_TUC_2h	94
58	7	107363B_TUC_4h	335
58	7	107365B_TUC_8h	484
58	8	107331A_TUC_2h	2
58	8	107333A_TUC_4h	11
58	8	107335A_TUC_8h	56
58	8	107359B_TUC_1h	1
58	8	107361B_TUC_2h	44
58	8	107363B_TUC_4h	124
58	8	107365B_TUC_8h	201
58	9	107333A_TUC_4h	1
58	9	107335A_TUC_8h	14
58	9	107361B_TUC_2h	10
58	9	107363B_TUC_4h	56
58	9	107365B_TUC_8h	80
58	10	107335A_TUC_8h	1
58	10	107361B_TUC_2h	1
58	10	107363B_TUC_4h	6
58	10	107365B_TUC_8h	3
59	0	107327A_TUC_0h_no4sU	76811
59	0	107329A_TUC_1h	62341
59	0	107331A_TUC_2h	54850
59	0	107333A_TUC_4h	48085
59	0	107335A_TUC_8h	32332
59	0	107357B_TUC_0h_no4sU	71880
59	0	107359B_TUC_1h	83952
59	0	107361B_TUC_2h	56882
59	0	107363B_TUC_4h	38347
59	0	107365B_TUC_8h	27680
59	1	107327A_TUC_0h_no4sU	1649
59	1	107329A_TUC_1h	4728
59	1	107331A_TUC_2h	11928
59	1	107333A_TUC_4h	20415
59	1	107335A_TUC_8h	26817
59	1	107357B_TUC_0h_no4sU	1449
59	1	107359B_TUC_1h	7257
59	1	107361B_TUC_2h	10880
59	1	107363B_TUC_4h	16600
59	1	107365B_TUC_8h	23880
59	2	107327A_TUC_0h_no4sU	37
59	2	107329A_TUC_1h	831
59	2	107331A_TUC_2h	4659
59	2	107333A_TUC_4h	10775
59	2	107335A_TUC_8h	17051
59	2	107357B_TUC_0h_no4sU	31
59	2	107359B_TUC_1h	2319
59	2	107361B_TUC_2h	5898
59	2	107363B_TUC_4h	12054
59	2	107365B_TUC_8h	18273
59	3	107327A_TUC_0h_no4sU	2
59	3	107329A_TUC_1h	145
59	3	107331A_TUC_2h	1524
59	3	107333A_TUC_4h	4327
59	3	107335A_TUC_8h	8366
59	3	107357B_TUC_0h_no4sU	2
59	3	107359B_TUC_1h	776
59	3	107361B_TUC_2h	2874
59	3	107363B_TUC_4h	7082
59	3	107365B_TUC_8h	11161
59	4	107329A_TUC_1h	24
59	4	107331A_TUC_2h	417
59	4	107333A_TUC_4h	1565
59	4	107335A_TUC_8h	3344
59	4	107357B_TUC_0h_no4sU	1
59	4	107359B_TUC_1h	276
59	4	107361B_TUC_2h	1307
59	4	107363B_TUC_4h	3677
59	4	107365B_TUC_8h	5783
59	5	107329A_TUC_1h	4
59	5	107331A_TUC_2h	134
59	5	107333A_TUC_4h	488
59	5	107335A_TUC_8h	1295
59	5	107359B_TUC_1h	95
59	5	107361B_TUC_2h	592
59	5	107363B_TUC_4h	1787
59	5	107365B_TUC_8h	2724
59	6	107331A_TUC_2h	32
59	6	107333A_TUC_4h	153
59	6	107335A_TUC_8h	413
59	6	107359B_TUC_1h	32
59	6	107361B_TUC_2h	253
59	6	107363B_TUC_4h	840
59	6	107365B_TUC_8h	1252
59	7	107331A_TUC_2h	8
59	7	107333A_TUC_4h	57
59	7	107335A_TUC_8h	124
59	7	107359B_TUC_1h	9
59	7	107361B_TUC_2h	95
59	7	107363B_TUC_4h	362
59	7	107365B_TUC_8h	514
59	8	107331A_TUC_2h	1
59	8	107333A_TUC_4h	12
59	8	107335A_TUC_8h	38
59	8	107359B_TUC_1h	1
59	8	107361B_TUC_2h	29
59	8	107363B_TUC_4h	152
59	8	107365B_TUC_8h	210
59	9	107333A_TUC_4h	2
59	9	107335A_TUC_8h	16
59	9	107359B_TUC_1h	1
59	9	107361B_TUC_2h	13
59	9	107363B_TUC_4h	61
59	9	107365B_TUC_8h	77
59	10	107361B_TUC_2h	1
59	10	107363B_TUC_4h	8
59	10	107365B_TUC_8h	7
60	0	107327A_TUC_0h_no4sU	69854
60	0	107329A_TUC_1h	56233
60	0	107331A_TUC_2h	49621
60	0	107333A_TUC_4h	43507
60	0	107335A_TUC_8h	28964
60	0	107357B_TUC_0h_no4sU	65756
60	0	107359B_TUC_1h	76582
60	0	107361B_TUC_2h	52208
60	0	107363B_TUC_4h	33934
60	0	107365B_TUC_8h	24585
60	1	107327A_TUC_0h_no4sU	1413
60	1	107329A_TUC_1h	4347
60	1	107331A_TUC_2h	11097
60	1	107333A_TUC_4h	18367
60	1	107335A_TUC_8h	24275
60	1	107357B_TUC_0h_no4sU	1366
60	1	107359B_TUC_1h	6968
60	1	107361B_TUC_2h	10076
60	1	107363B_TUC_4h	15459
60	1	107365B_TUC_8h	21492
60	2	107327A_TUC_0h_no4sU	32
60	2	107329A_TUC_1h	797
60	2	107331A_TUC_2h	4375
60	2	107333A_TUC_4h	9958
60	2	107335A_TUC_8h	15631
60	2	107357B_TUC_0h_no4sU	32
60	2	107359B_TUC_1h	2150
60	2	107361B_TUC_2h	5311
60	2	107363B_TUC_4h	11131
60	2	107365B_TUC_8h	16972
60	3	107327A_TUC_0h_no4sU	1
60	3	107329A_TUC_1h	132
60	3	107331A_TUC_2h	1488
60	3	107333A_TUC_4h	4178
60	3	107335A_TUC_8h	7829
60	3	107357B_TUC_0h_no4sU	3
60	3	107359B_TUC_1h	773
60	3	107361B_TUC_2h	2828
60	3	107363B_TUC_4h	6641
60	3	107365B_TUC_8h	10380
60	4	107329A_TUC_1h	26
60	4	107331A_TUC_2h	431
60	4	107333A_TUC_4h	1490
60	4	107335A_TUC_8h	3382
60	4	107357B_TUC_0h_no4sU	1
60	4	107359B_TUC_1h	247
60	4	107361B_TUC_2h	1342
60	4	107363B_TUC_4h	3626
60	4	107365B_TUC_8h	5592
60	5	107329A_TUC_1h	2
60	5	107331A_TUC_2h	106
60	5	107333A_TUC_4h	527
60	5	107335A_TUC_8h	1154
60	5	107359B_TUC_1h	86
60	5	107361B_TUC_2h	582
60	5	107363B_TUC_4h	1785
60	5	107365B_TUC_8h	2649
60	6	107329A_TUC_1h	1
60	6	107331A_TUC_2h	27
60	6	107333A_TUC_4h	116
60	6	107335A_TUC_8h	386
60	6	107359B_TUC_1h	21
60	6	107361B_TUC_2h	227
60	6	107363B_TUC_4h	772
60	6	107365B_TUC_8h	1188
60	7	107331A_TUC_2h	6
60	7	107333A_TUC_4h	29
60	7	107335A_TUC_8h	147
60	7	107359B_TUC_1h	12
60	7	107361B_TUC_2h	105
60	7	107363B_TUC_4h	349
60	7	107365B_TUC_8h	544
60	8	107331A_TUC_2h	2
60	8	107333A_TUC_4h	13
60	8	107335A_TUC_8h	40
60	8	107359B_TUC_1h	1
60	8	107361B_TUC_2h	42
60	8	107363B_TUC_4h	141
60	8	107365B_TUC_8h	192
60	9	107333A_TUC_4h	2
60	9	107335A_TUC_8h	13
60	9	107359B_TUC_1h	2
60	9	107361B_TUC_2h	12
60	9	107363B_TUC_4h	64
60	9	107365B_TUC_8h	84
60	10	107363B_TUC_4h	3
60	10	107365B_TUC_8h	7
61	0	107327A_TUC_0h_no4sU	63368
61	0	107329A_TUC_1h	51738
61	0	107331A_TUC_2h	44901
61	0	107333A_TUC_4h	38730
61	0	107335A_TUC_8h	26027
61	0	107357B_TUC_0h_no4sU	60644
61	0	107359B_TUC_1h	69994
61	0	107361B_TUC_2h	46940
61	0	107363B_TUC_4h	30601
61	0	107365B_TUC_8h	22067
61	1	107327A_TUC_0h_no4sU	1369
61	1	107329A_TUC_1h	4296
61	1	107331A_TUC_2h	10239
61	1	107333A_TUC_4h	17064
61	1	107335A_TUC_8h	22367
61	1	107357B_TUC_0h_no4sU	1221
61	1	107359B_TUC_1h	6464
61	1	107361B_TUC_2h	9419
61	1	107363B_TUC_4h	14172
61	1	107365B_TUC_8h	19509
61	2	107327A_TUC_0h_no4sU	34
61	2	107329A_TUC_1h	776
61	2	107331A_TUC_2h	4172
61	2	107333A_TUC_4h	9367
61	2	107335A_TUC_8h	14581
61	2	107357B_TUC_0h_no4sU	24
61	2	107359B_TUC_1h	2069
61	2	107361B_TUC_2h	5207
61	2	107363B_TUC_4h	10226
61	2	107365B_TUC_8h	15590
61	3	107327A_TUC_0h_no4sU	3
61	3	107329A_TUC_1h	148
61	3	107331A_TUC_2h	1375
61	3	107333A_TUC_4h	3942
61	3	107335A_TUC_8h	7427
61	3	107359B_TUC_1h	703
61	3	107361B_TUC_2h	2620
61	3	107363B_TUC_4h	6262
61	3	107365B_TUC_8h	9863
61	4	107329A_TUC_1h	16
61	4	107331A_TUC_2h	410
61	4	107333A_TUC_4h	1464
61	4	107335A_TUC_8h	3153
61	4	107359B_TUC_1h	229
61	4	107361B_TUC_2h	1245
61	4	107363B_TUC_4h	3369
61	4	107365B_TUC_8h	5240
61	5	107329A_TUC_1h	4
61	5	107331A_TUC_2h	108
61	5	107333A_TUC_4h	463
61	5	107335A_TUC_8h	1224
61	5	107359B_TUC_1h	71
61	5	107361B_TUC_2h	607
61	5	107363B_TUC_4h	1668
61	5	107365B_TUC_8h	2576
61	6	107331A_TUC_2h	29
61	6	107333A_TUC_4h	132
61	6	107335A_TUC_8h	421
61	6	107359B_TUC_1h	26
61	6	107361B_TUC_2h	272
61	6	107363B_TUC_4h	781
61	6	107365B_TUC_8h	1176
61	7	107331A_TUC_2h	5
61	7	107333A_TUC_4h	46
61	7	107335A_TUC_8h	137
61	7	107359B_TUC_1h	10
61	7	107361B_TUC_2h	96
61	7	107363B_TUC_4h	345
61	7	107365B_TUC_8h	491
61	8	107331A_TUC_2h	1
61	8	107333A_TUC_4h	11
61	8	107335A_TUC_8h	42
61	8	107359B_TUC_1h	5
61	8	107361B_TUC_2h	43
61	8	107363B_TUC_4h	151
61	8	107365B_TUC_8h	236
61	9	107333A_TUC_4h	3
61	9	107335A_TUC_8h	19
61	9	107359B_TUC_1h	1
61	9	107361B_TUC_2h	12
61	9	107363B_TUC_4h	55
61	9	107365B_TUC_8h	76
61	10	107361B_TUC_2h	1
61	10	107363B_TUC_4h	8
61	10	107365B_TUC_8h	5
62	0	107327A_TUC_0h_no4sU	57693
62	0	107329A_TUC_1h	47258
62	0	107331A_TUC_2h	40500
62	0	107333A_TUC_4h	34852
62	0	107335A_TUC_8h	22873
62	0	107357B_TUC_0h_no4sU	55732
62	0	107359B_TUC_1h	64077
62	0	107361B_TUC_2h	42394
62	0	107363B_TUC_4h	27814
62	0	107365B_TUC_8h	19761
62	1	107327A_TUC_0h_no4sU	1232
62	1	107329A_TUC_1h	3819
62	1	107331A_TUC_2h	9314
62	1	107333A_TUC_4h	15682
