n	d	Condition	count
21	0	107335A_TUC_8h	257558
21	0	107357B_TUC_0h_no4sU	283956
21	0	107359B_TUC_1h	286234
21	0	107361B_TUC_2h	264167
21	0	107363B_TUC_4h	200120
21	0	107365B_TUC_8h	212469
54	1	107327A_TUC_0h_no4sU	3
54	1	107329A_TUC_1h	8
54	1	107331A_TUC_2h	29
54	1	107333A_TUC_4h	29
54	1	107335A_TUC_8h	38
54	1	107357B_TUC_0h_no4sU	3
54	1	107359B_TUC_1h	9
54	1	107361B_TUC_2h	18
54	1	107363B_TUC_4h	37
54	1	107365B_TUC_8h	46
21	1	107327A_TUC_0h_no4sU	3377
21	1	107329A_TUC_1h	8477
21	1	107331A_TUC_2h	26129
21	1	107333A_TUC_4h	54822
21	1	107335A_TUC_8h	87056
21	1	107357B_TUC_0h_no4sU	2752
21	1	107359B_TUC_1h	10600
21	1	107361B_TUC_2h	27150
21	1	107363B_TUC_4h	47757
21	1	107365B_TUC_8h	81029
54	2	107329A_TUC_1h	1
54	2	107331A_TUC_2h	8
54	2	107333A_TUC_4h	12
54	2	107335A_TUC_8h	20
54	2	107359B_TUC_1h	1
54	2	107361B_TUC_2h	12
54	2	107363B_TUC_4h	24
54	2	107365B_TUC_8h	34
21	2	107327A_TUC_0h_no4sU	19
21	2	107329A_TUC_1h	441
21	2	107331A_TUC_2h	3648
21	2	107333A_TUC_4h	10700
21	2	107335A_TUC_8h	20642
21	2	107357B_TUC_0h_no4sU	21
21	2	107359B_TUC_1h	1191
21	2	107361B_TUC_2h	6069
21	2	107363B_TUC_4h	13568
21	2	107365B_TUC_8h	24198
54	3	107333A_TUC_4h	9
54	3	107335A_TUC_8h	13
54	3	107359B_TUC_1h	2
54	3	107361B_TUC_2h	9
54	3	107363B_TUC_4h	10
54	3	107365B_TUC_8h	19
21	3	107329A_TUC_1h	32
21	3	107331A_TUC_2h	420
21	3	107333A_TUC_4h	1493
21	3	107335A_TUC_8h	3512
21	3	107359B_TUC_1h	173
21	3	107361B_TUC_2h	1228
21	3	107363B_TUC_4h	3212
21	3	107365B_TUC_8h	5570
54	4	107333A_TUC_4h	1
54	4	107335A_TUC_8h	6
54	4	107361B_TUC_2h	2
54	4	107363B_TUC_4h	2
54	4	107365B_TUC_8h	9
21	4	107331A_TUC_2h	39
21	4	107333A_TUC_4h	157
21	4	107335A_TUC_8h	448
21	4	107359B_TUC_1h	21
21	4	107361B_TUC_2h	204
21	4	107363B_TUC_4h	544
21	4	107365B_TUC_8h	863
54	5	107333A_TUC_4h	1
54	5	107365B_TUC_8h	1
21	5	107331A_TUC_2h	1
21	5	107333A_TUC_4h	2
21	5	107335A_TUC_8h	11
21	5	107361B_TUC_2h	5
21	5	107363B_TUC_4h	10
21	5	107365B_TUC_8h	33
38	0	107327A_TUC_0h_no4sU	16980
38	0	107329A_TUC_1h	14524
38	0	107331A_TUC_2h	12185
38	0	107333A_TUC_4h	9862
38	0	107335A_TUC_8h	8575
38	0	107357B_TUC_0h_no4sU	17377
38	0	107359B_TUC_1h	14834
38	0	107361B_TUC_2h	12919
38	0	107363B_TUC_4h	7819
38	0	107365B_TUC_8h	7615
5	0	107327A_TUC_0h_no4sU	538898
5	0	107329A_TUC_1h	421621
5	0	107331A_TUC_2h	458904
5	0	107333A_TUC_4h	538094
5	0	107335A_TUC_8h	544683
5	0	107357B_TUC_0h_no4sU	411285
5	0	107359B_TUC_1h	555363
5	0	107361B_TUC_2h	456931
5	0	107363B_TUC_4h	463684
5	0	107365B_TUC_8h	487299
38	1	107327A_TUC_0h_no4sU	269
38	1	107329A_TUC_1h	907
38	1	107331A_TUC_2h	2355
38	1	107333A_TUC_4h	3769
38	1	107335A_TUC_8h	5699
38	1	107357B_TUC_0h_no4sU	230
38	1	107359B_TUC_1h	1140
38	1	107361B_TUC_2h	2485
38	1	107363B_TUC_4h	3435
38	1	107365B_TUC_8h	5638
5	1	107327A_TUC_0h_no4sU	1289
5	1	107329A_TUC_1h	2676
5	1	107331A_TUC_2h	10769
5	1	107333A_TUC_4h	25041
5	1	107335A_TUC_8h	41943
5	1	107357B_TUC_0h_no4sU	936
5	1	107359B_TUC_1h	4546
5	1	107361B_TUC_2h	11773
5	1	107363B_TUC_4h	28160
5	1	107365B_TUC_8h	43604
38	2	107327A_TUC_0h_no4sU	5
38	2	107329A_TUC_1h	110
38	2	107331A_TUC_2h	590
38	2	107333A_TUC_4h	1335
38	2	107335A_TUC_8h	2525
38	2	107357B_TUC_0h_no4sU	4
38	2	107359B_TUC_1h	299
38	2	107361B_TUC_2h	1046
38	2	107363B_TUC_4h	1772
38	2	107365B_TUC_8h	3303
38	3	107327A_TUC_0h_no4sU	1
38	3	107329A_TUC_1h	12
38	3	107331A_TUC_2h	132
38	3	107333A_TUC_4h	386
38	3	107335A_TUC_8h	872
38	3	107359B_TUC_1h	70
38	3	107361B_TUC_2h	374
38	3	107363B_TUC_4h	824
38	3	107365B_TUC_8h	1516
5	2	107327A_TUC_0h_no4sU	4
5	2	107329A_TUC_1h	18
5	2	107331A_TUC_2h	238
5	2	107333A_TUC_4h	799
5	2	107335A_TUC_8h	1757
5	2	107357B_TUC_0h_no4sU	1
5	2	107359B_TUC_1h	77
5	2	107361B_TUC_2h	443
5	2	107363B_TUC_4h	1515
5	2	107365B_TUC_8h	2257
38	4	107331A_TUC_2h	27
38	4	107333A_TUC_4h	72
38	4	107335A_TUC_8h	293
38	4	107359B_TUC_1h	15
38	4	107361B_TUC_2h	128
38	4	107363B_TUC_4h	304
38	4	107365B_TUC_8h	521
5	3	107331A_TUC_2h	10
5	3	107333A_TUC_4h	26
5	3	107335A_TUC_8h	32
5	3	107361B_TUC_2h	7
5	3	107363B_TUC_4h	48
5	3	107365B_TUC_8h	67
38	5	107331A_TUC_2h	4
38	5	107333A_TUC_4h	3
38	5	107335A_TUC_8h	19
38	5	107361B_TUC_2h	11
38	5	107363B_TUC_4h	18
38	5	107365B_TUC_8h	40
5	4	107365B_TUC_8h	1
55	0	107327A_TUC_0h_no4sU	89
55	0	107329A_TUC_1h	64
55	0	107331A_TUC_2h	69
55	0	107333A_TUC_4h	28
55	0	107335A_TUC_8h	42
55	0	107357B_TUC_0h_no4sU	107
55	0	107359B_TUC_1h	86
55	0	107361B_TUC_2h	73
55	0	107363B_TUC_4h	39
55	0	107365B_TUC_8h	28
22	0	107327A_TUC_0h_no4sU	299457
22	0	107329A_TUC_1h	244006
22	0	107331A_TUC_2h	224198
22	0	107333A_TUC_4h	242910
22	0	107335A_TUC_8h	223331
22	0	107357B_TUC_0h_no4sU	254052
22	0	107359B_TUC_1h	252502
22	0	107361B_TUC_2h	232335
22	0	107363B_TUC_4h	172124
22	0	107365B_TUC_8h	182935
55	1	107327A_TUC_0h_no4sU	6
55	1	107329A_TUC_1h	9
55	1	107331A_TUC_2h	19
55	1	107333A_TUC_4h	25
55	1	107335A_TUC_8h	32
55	1	107357B_TUC_0h_no4sU	3
55	1	107359B_TUC_1h	7
55	1	107361B_TUC_2h	14
55	1	107363B_TUC_4h	26
55	1	107365B_TUC_8h	29
22	1	107327A_TUC_0h_no4sU	3012
22	1	107329A_TUC_1h	7799
22	1	107331A_TUC_2h	24170
22	1	107333A_TUC_4h	50980
22	1	107335A_TUC_8h	79548
22	1	107357B_TUC_0h_no4sU	2543
22	1	107359B_TUC_1h	10030
22	1	107361B_TUC_2h	25236
22	1	107363B_TUC_4h	43727
22	1	107365B_TUC_8h	74143
55	2	107329A_TUC_1h	1
55	2	107331A_TUC_2h	10
55	2	107333A_TUC_4h	15
55	2	107335A_TUC_8h	8
55	2	107357B_TUC_0h_no4sU	1
55	2	107359B_TUC_1h	2
55	2	107361B_TUC_2h	9
55	2	107363B_TUC_4h	23
55	2	107365B_TUC_8h	25
22	2	107327A_TUC_0h_no4sU	18
22	2	107329A_TUC_1h	431
22	2	107331A_TUC_2h	3626
22	2	107333A_TUC_4h	10430
22	2	107335A_TUC_8h	19590
22	2	107357B_TUC_0h_no4sU	26
22	2	107359B_TUC_1h	1260
22	2	107361B_TUC_2h	5802
22	2	107363B_TUC_4h	13127
22	2	107365B_TUC_8h	23517
55	3	107333A_TUC_4h	5
55	3	107335A_TUC_8h	10
55	3	107359B_TUC_1h	2
55	3	107361B_TUC_2h	3
55	3	107363B_TUC_4h	11
55	3	107365B_TUC_8h	12
22	3	107327A_TUC_0h_no4sU	2
22	3	107329A_TUC_1h	22
22	3	107331A_TUC_2h	450
22	3	107333A_TUC_4h	1611
22	3	107335A_TUC_8h	3611
22	3	107359B_TUC_1h	146
22	3	107361B_TUC_2h	1166
22	3	107363B_TUC_4h	3147
22	3	107365B_TUC_8h	5786
55	4	107333A_TUC_4h	1
55	4	107335A_TUC_8h	3
55	4	107361B_TUC_2h	1
55	4	107363B_TUC_4h	6
55	4	107365B_TUC_8h	10
22	4	107329A_TUC_1h	2
22	4	107331A_TUC_2h	45
22	4	107333A_TUC_4h	202
22	4	107335A_TUC_8h	490
22	4	107359B_TUC_1h	15
22	4	107361B_TUC_2h	190
22	4	107363B_TUC_4h	604
22	4	107365B_TUC_8h	1021
22	5	107331A_TUC_2h	2
22	5	107333A_TUC_4h	7
22	5	107335A_TUC_8h	6
22	5	107359B_TUC_1h	1
22	5	107361B_TUC_2h	7
22	5	107363B_TUC_4h	20
22	5	107365B_TUC_8h	26
72	0	107357B_TUC_0h_no4sU	1
39	0	107327A_TUC_0h_no4sU	13004
39	0	107329A_TUC_1h	11126
39	0	107331A_TUC_2h	9324
39	0	107333A_TUC_4h	7381
39	0	107335A_TUC_8h	6341
39	0	107357B_TUC_0h_no4sU	13597
39	0	107359B_TUC_1h	11353
39	0	107361B_TUC_2h	9756
39	0	107363B_TUC_4h	5751
39	0	107365B_TUC_8h	5910
6	0	107327A_TUC_0h_no4sU	554552
6	0	107329A_TUC_1h	434595
6	0	107331A_TUC_2h	469610
6	0	107333A_TUC_4h	551283
6	0	107335A_TUC_8h	554782
6	0	107357B_TUC_0h_no4sU	424811
6	0	107359B_TUC_1h	566073
6	0	107361B_TUC_2h	467456
6	0	107363B_TUC_4h	468871
6	0	107365B_TUC_8h	491450
39	1	107327A_TUC_0h_no4sU	176
39	1	107329A_TUC_1h	621
39	1	107331A_TUC_2h	1815
39	1	107333A_TUC_4h	2897
39	1	107335A_TUC_8h	4338
39	1	107357B_TUC_0h_no4sU	184
39	1	107359B_TUC_1h	894
39	1	107361B_TUC_2h	2023
39	1	107363B_TUC_4h	2686
39	1	107365B_TUC_8h	4413
6	1	107327A_TUC_0h_no4sU	1634
6	1	107329A_TUC_1h	3371
6	1	107331A_TUC_2h	13260
6	1	107333A_TUC_4h	31384
6	1	107335A_TUC_8h	52662
6	1	107357B_TUC_0h_no4sU	1258
6	1	107359B_TUC_1h	5649
6	1	107361B_TUC_2h	14562
6	1	107363B_TUC_4h	34992
6	1	107365B_TUC_8h	53990
39	2	107327A_TUC_0h_no4sU	1
39	2	107329A_TUC_1h	84
39	2	107331A_TUC_2h	523
39	2	107333A_TUC_4h	1032
39	2	107335A_TUC_8h	2049
39	2	107357B_TUC_0h_no4sU	4
39	2	107359B_TUC_1h	217
39	2	107361B_TUC_2h	855
39	2	107363B_TUC_4h	1411
39	2	107365B_TUC_8h	2614
6	2	107327A_TUC_0h_no4sU	3
6	2	107329A_TUC_1h	43
6	2	107331A_TUC_2h	384
6	2	107333A_TUC_4h	1240
6	2	107335A_TUC_8h	2750
6	2	107357B_TUC_0h_no4sU	2
6	2	107359B_TUC_1h	156
6	2	107361B_TUC_2h	675
6	2	107363B_TUC_4h	2268
6	2	107365B_TUC_8h	3581
39	3	107329A_TUC_1h	7
39	3	107331A_TUC_2h	120
39	3	107333A_TUC_4h	281
39	3	107335A_TUC_8h	703
39	3	107357B_TUC_0h_no4sU	1
39	3	107359B_TUC_1h	75
39	3	107361B_TUC_2h	361
39	3	107363B_TUC_4h	734
39	3	107365B_TUC_8h	1241
39	4	107329A_TUC_1h	3
39	4	107331A_TUC_2h	21
39	4	107333A_TUC_4h	67
39	4	107335A_TUC_8h	152
39	4	107357B_TUC_0h_no4sU	1
39	4	107359B_TUC_1h	13
39	4	107361B_TUC_2h	110
39	4	107363B_TUC_4h	244
