n	d	Condition	count
39	4	107365B_TUC_8h	426
6	3	107331A_TUC_2h	12
6	3	107333A_TUC_4h	34
6	3	107335A_TUC_8h	76
6	3	107359B_TUC_1h	4
6	3	107361B_TUC_2h	18
6	3	107363B_TUC_4h	82
6	3	107365B_TUC_8h	141
39	5	107333A_TUC_4h	8
39	5	107335A_TUC_8h	10
39	5	107359B_TUC_1h	2
39	5	107361B_TUC_2h	10
39	5	107363B_TUC_4h	27
39	5	107365B_TUC_8h	36
6	4	107333A_TUC_4h	1
6	4	107335A_TUC_8h	2
6	4	107361B_TUC_2h	1
6	4	107363B_TUC_4h	2
6	4	107365B_TUC_8h	1
56	0	107327A_TUC_0h_no4sU	56
56	0	107329A_TUC_1h	50
56	0	107331A_TUC_2h	42
56	0	107333A_TUC_4h	28
56	0	107335A_TUC_8h	21
56	0	107357B_TUC_0h_no4sU	66
56	0	107359B_TUC_1h	53
56	0	107361B_TUC_2h	50
56	0	107363B_TUC_4h	26
56	0	107365B_TUC_8h	12
23	0	107327A_TUC_0h_no4sU	264757
23	0	107329A_TUC_1h	216102
23	0	107331A_TUC_2h	197118
23	0	107333A_TUC_4h	212056
23	0	107335A_TUC_8h	194030
23	0	107357B_TUC_0h_no4sU	227156
23	0	107359B_TUC_1h	222314
23	0	107361B_TUC_2h	205103
23	0	107363B_TUC_4h	150255
23	0	107365B_TUC_8h	159050
56	1	107327A_TUC_0h_no4sU	2
56	1	107329A_TUC_1h	3
56	1	107331A_TUC_2h	10
56	1	107333A_TUC_4h	19
56	1	107335A_TUC_8h	24
56	1	107357B_TUC_0h_no4sU	3
56	1	107359B_TUC_1h	7
56	1	107361B_TUC_2h	12
56	1	107363B_TUC_4h	21
56	1	107365B_TUC_8h	19
23	1	107327A_TUC_0h_no4sU	2604
23	1	107329A_TUC_1h	7296
23	1	107331A_TUC_2h	22182
23	1	107333A_TUC_4h	45895
23	1	107335A_TUC_8h	72909
23	1	107357B_TUC_0h_no4sU	2164
23	1	107359B_TUC_1h	9391
23	1	107361B_TUC_2h	23217
23	1	107363B_TUC_4h	39662
23	1	107365B_TUC_8h	67754
56	2	107331A_TUC_2h	3
56	2	107333A_TUC_4h	12
56	2	107335A_TUC_8h	13
56	2	107359B_TUC_1h	1
56	2	107361B_TUC_2h	11
56	2	107363B_TUC_4h	8
56	2	107365B_TUC_8h	14
23	2	107327A_TUC_0h_no4sU	16
23	2	107329A_TUC_1h	441
23	2	107331A_TUC_2h	3375
23	2	107333A_TUC_4h	9675
23	2	107335A_TUC_8h	18551
23	2	107357B_TUC_0h_no4sU	16
23	2	107359B_TUC_1h	1225
23	2	107361B_TUC_2h	5596
23	2	107363B_TUC_4h	12342
23	2	107365B_TUC_8h	21935
56	3	107331A_TUC_2h	1
56	3	107333A_TUC_4h	1
56	3	107335A_TUC_8h	6
56	3	107359B_TUC_1h	1
56	3	107361B_TUC_2h	1
56	3	107363B_TUC_4h	6
56	3	107365B_TUC_8h	11
23	3	107329A_TUC_1h	24
23	3	107331A_TUC_2h	419
23	3	107333A_TUC_4h	1625
23	3	107335A_TUC_8h	3645
23	3	107359B_TUC_1h	167
23	3	107361B_TUC_2h	1231
23	3	107363B_TUC_4h	3136
23	3	107365B_TUC_8h	5595
56	4	107331A_TUC_2h	1
56	4	107333A_TUC_4h	1
56	4	107335A_TUC_8h	3
56	4	107361B_TUC_2h	2
56	4	107363B_TUC_4h	1
56	4	107365B_TUC_8h	6
23	4	107329A_TUC_1h	3
23	4	107331A_TUC_2h	33
23	4	107333A_TUC_4h	189
23	4	107335A_TUC_8h	500
23	4	107359B_TUC_1h	27
23	4	107361B_TUC_2h	217
23	4	107363B_TUC_4h	627
23	4	107365B_TUC_8h	1092
23	5	107331A_TUC_2h	1
23	5	107333A_TUC_4h	6
23	5	107335A_TUC_8h	11
23	5	107361B_TUC_2h	7
23	5	107363B_TUC_4h	29
23	5	107365B_TUC_8h	24
73	0	107357B_TUC_0h_no4sU	1
40	0	107327A_TUC_0h_no4sU	10056
40	0	107329A_TUC_1h	8573
40	0	107331A_TUC_2h	7278
40	0	107333A_TUC_4h	5638
40	0	107335A_TUC_8h	4830
40	0	107357B_TUC_0h_no4sU	10525
40	0	107359B_TUC_1h	8761
40	0	107361B_TUC_2h	7733
40	0	107363B_TUC_4h	4665
40	0	107365B_TUC_8h	4427
7	0	107327A_TUC_0h_no4sU	569845
7	0	107329A_TUC_1h	446515
7	0	107331A_TUC_2h	475645
7	0	107333A_TUC_4h	557816
7	0	107335A_TUC_8h	560078
7	0	107357B_TUC_0h_no4sU	437637
7	0	107359B_TUC_1h	575410
7	0	107361B_TUC_2h	475599
7	0	107363B_TUC_4h	470623
7	0	107365B_TUC_8h	493579
40	1	107327A_TUC_0h_no4sU	132
40	1	107329A_TUC_1h	561
40	1	107331A_TUC_2h	1430
40	1	107333A_TUC_4h	2088
40	1	107335A_TUC_8h	3329
40	1	107357B_TUC_0h_no4sU	137
40	1	107359B_TUC_1h	701
40	1	107361B_TUC_2h	1456
40	1	107363B_TUC_4h	1976
40	1	107365B_TUC_8h	3502
73	2	107365B_TUC_8h	1
7	1	107327A_TUC_0h_no4sU	2109
7	1	107329A_TUC_1h	4332
7	1	107331A_TUC_2h	16554
7	1	107333A_TUC_4h	37673
7	1	107335A_TUC_8h	62611
7	1	107357B_TUC_0h_no4sU	1629
7	1	107359B_TUC_1h	7066
7	1	107361B_TUC_2h	17226
7	1	107363B_TUC_4h	41425
7	1	107365B_TUC_8h	64498
40	2	107327A_TUC_0h_no4sU	2
40	2	107329A_TUC_1h	58
40	2	107331A_TUC_2h	367
40	2	107333A_TUC_4h	784
40	2	107335A_TUC_8h	1493
40	2	107357B_TUC_0h_no4sU	5
40	2	107359B_TUC_1h	178
40	2	107361B_TUC_2h	634
40	2	107363B_TUC_4h	1081
40	2	107365B_TUC_8h	1989
7	2	107327A_TUC_0h_no4sU	6
7	2	107329A_TUC_1h	51
7	2	107331A_TUC_2h	636
7	2	107333A_TUC_4h	1900
7	2	107335A_TUC_8h	4094
7	2	107357B_TUC_0h_no4sU	7
7	2	107359B_TUC_1h	191
7	2	107361B_TUC_2h	1047
7	2	107363B_TUC_4h	3360
7	2	107365B_TUC_8h	5287
40	3	107329A_TUC_1h	5
40	3	107331A_TUC_2h	94
40	3	107333A_TUC_4h	263
40	3	107335A_TUC_8h	494
40	3	107359B_TUC_1h	49
40	3	107361B_TUC_2h	256
40	3	107363B_TUC_4h	493
40	3	107365B_TUC_8h	1002
73	4	107331A_TUC_2h	1
7	3	107329A_TUC_1h	1
7	3	107331A_TUC_2h	18
7	3	107333A_TUC_4h	84
7	3	107335A_TUC_8h	171
7	3	107357B_TUC_0h_no4sU	1
7	3	107359B_TUC_1h	6
7	3	107361B_TUC_2h	37
7	3	107363B_TUC_4h	179
7	3	107365B_TUC_8h	255
40	4	107327A_TUC_0h_no4sU	1
40	4	107329A_TUC_1h	1
40	4	107331A_TUC_2h	18
40	4	107333A_TUC_4h	59
40	4	107335A_TUC_8h	124
40	4	107359B_TUC_1h	7
40	4	107361B_TUC_2h	92
40	4	107363B_TUC_4h	210
40	4	107365B_TUC_8h	367
7	4	107333A_TUC_4h	3
7	4	107363B_TUC_4h	5
7	4	107365B_TUC_8h	9
40	5	107333A_TUC_4h	4
40	5	107335A_TUC_8h	8
40	5	107361B_TUC_2h	15
40	5	107363B_TUC_4h	15
40	5	107365B_TUC_8h	35
57	0	107327A_TUC_0h_no4sU	41
57	0	107329A_TUC_1h	22
57	0	107331A_TUC_2h	32
57	0	107333A_TUC_4h	16
57	0	107335A_TUC_8h	20
57	0	107357B_TUC_0h_no4sU	40
57	0	107359B_TUC_1h	29
57	0	107361B_TUC_2h	27
57	0	107363B_TUC_4h	14
57	0	107365B_TUC_8h	14
24	0	107327A_TUC_0h_no4sU	230815
24	0	107329A_TUC_1h	190331
24	0	107331A_TUC_2h	171683
24	0	107333A_TUC_4h	182249
24	0	107335A_TUC_8h	165906
24	0	107357B_TUC_0h_no4sU	200828
24	0	107359B_TUC_1h	194562
24	0	107361B_TUC_2h	178609
24	0	107363B_TUC_4h	128779
24	0	107365B_TUC_8h	135351
57	1	107327A_TUC_0h_no4sU	2
57	1	107329A_TUC_1h	1
57	1	107331A_TUC_2h	6
57	1	107333A_TUC_4h	11
57	1	107335A_TUC_8h	15
57	1	107359B_TUC_1h	7
57	1	107361B_TUC_2h	11
57	1	107363B_TUC_4h	12
57	1	107365B_TUC_8h	18
24	1	107327A_TUC_0h_no4sU	2297
24	1	107329A_TUC_1h	6612
24	1	107331A_TUC_2h	20652
24	1	107333A_TUC_4h	41608
24	1	107335A_TUC_8h	65188
24	1	107357B_TUC_0h_no4sU	2101
24	1	107359B_TUC_1h	8503
24	1	107361B_TUC_2h	21369
24	1	107363B_TUC_4h	35514
24	1	107365B_TUC_8h	60192
57	2	107331A_TUC_2h	5
57	2	107333A_TUC_4h	3
57	2	107335A_TUC_8h	4
57	2	107359B_TUC_1h	2
57	2	107361B_TUC_2h	6
57	2	107363B_TUC_4h	15
57	2	107365B_TUC_8h	20
24	2	107327A_TUC_0h_no4sU	22
24	2	107329A_TUC_1h	455
24	2	107331A_TUC_2h	3312
24	2	107333A_TUC_4h	9246
24	2	107335A_TUC_8h	17644
24	2	107357B_TUC_0h_no4sU	17
24	2	107359B_TUC_1h	1154
24	2	107361B_TUC_2h	5351
24	2	107363B_TUC_4h	11574
24	2	107365B_TUC_8h	20841
57	3	107331A_TUC_2h	2
57	3	107333A_TUC_4h	3
57	3	107335A_TUC_8h	3
57	3	107361B_TUC_2h	2
57	3	107363B_TUC_4h	6
57	3	107365B_TUC_8h	6
24	3	107329A_TUC_1h	34
24	3	107331A_TUC_2h	444
24	3	107333A_TUC_4h	1597
24	3	107335A_TUC_8h	3672
24	3	107359B_TUC_1h	205
24	3	107361B_TUC_2h	1240
24	3	107363B_TUC_4h	3194
24	3	107365B_TUC_8h	5568
57	4	107335A_TUC_8h	1
57	4	107363B_TUC_4h	1
57	4	107365B_TUC_8h	5
24	4	107331A_TUC_2h	46
24	4	107333A_TUC_4h	202
24	4	107335A_TUC_8h	530
24	4	107359B_TUC_1h	40
24	4	107361B_TUC_2h	217
24	4	107363B_TUC_4h	653
24	4	107365B_TUC_8h	1119
57	5	107363B_TUC_4h	1
24	5	107331A_TUC_2h	1
24	5	107333A_TUC_4h	13
24	5	107335A_TUC_8h	8
24	5	107359B_TUC_1h	1
24	5	107361B_TUC_2h	8
24	5	107363B_TUC_4h	20
24	5	107365B_TUC_8h	47
74	0	107333A_TUC_4h	1
41	0	107327A_TUC_0h_no4sU	7568
41	0	107329A_TUC_1h	6600
41	0	107331A_TUC_2h	5289
41	0	107333A_TUC_4h	4165
41	0	107335A_TUC_8h	3570
41	0	107357B_TUC_0h_no4sU	8072
41	0	107359B_TUC_1h	6703
41	0	107361B_TUC_2h	5784
41	0	107363B_TUC_4h	3560
41	0	107365B_TUC_8h	3250
8	0	107327A_TUC_0h_no4sU	583155
8	0	107329A_TUC_1h	456761
8	0	107331A_TUC_2h	482539
8	0	107333A_TUC_4h	563860
8	0	107335A_TUC_8h	562336
8	0	107357B_TUC_0h_no4sU	446962
8	0	107359B_TUC_1h	581810
8	0	107361B_TUC_2h	484168
8	0	107363B_TUC_4h	470042
8	0	107365B_TUC_8h	492734
41	1	107327A_TUC_0h_no4sU	100
41	1	107329A_TUC_1h	433
41	1	107331A_TUC_2h	1051
41	1	107333A_TUC_4h	1548
41	1	107335A_TUC_8h	2450
41	1	107357B_TUC_0h_no4sU	110
41	1	107359B_TUC_1h	576
41	1	107361B_TUC_2h	1162
41	1	107363B_TUC_4h	1538
41	1	107365B_TUC_8h	2586
8	1	107327A_TUC_0h_no4sU	2346
8	1	107329A_TUC_1h	4920
8	1	107331A_TUC_2h	19050
8	1	107333A_TUC_4h	43794
8	1	107335A_TUC_8h	73429
8	1	107357B_TUC_0h_no4sU	1882
8	1	107359B_TUC_1h	7875
8	1	107361B_TUC_2h	20585
8	1	107363B_TUC_4h	46562
8	1	107365B_TUC_8h	73897
41	2	107327A_TUC_0h_no4sU	1
41	2	107329A_TUC_1h	67
41	2	107331A_TUC_2h	341
41	2	107333A_TUC_4h	624
41	2	107335A_TUC_8h	1251
41	2	107357B_TUC_0h_no4sU	1
41	2	107359B_TUC_1h	171
41	2	107361B_TUC_2h	505
41	2	107363B_TUC_4h	931
41	2	107365B_TUC_8h	1585
8	2	107327A_TUC_0h_no4sU	4
8	2	107329A_TUC_1h	80
8	2	107331A_TUC_2h	913
8	2	107333A_TUC_4h	2865
8	2	107335A_TUC_8h	5536
8	2	107357B_TUC_0h_no4sU	6
8	2	107359B_TUC_1h	285
8	2	107361B_TUC_2h	1508
8	2	107363B_TUC_4h	4491
8	2	107365B_TUC_8h	7170
41	3	107329A_TUC_1h	8
41	3	107331A_TUC_2h	66
41	3	107333A_TUC_4h	172
41	3	107335A_TUC_8h	402
41	3	107359B_TUC_1h	34
41	3	107361B_TUC_2h	201
41	3	107363B_TUC_4h	406
41	3	107365B_TUC_8h	797
8	3	107329A_TUC_1h	1
8	3	107331A_TUC_2h	33
8	3	107333A_TUC_4h	119
8	3	107335A_TUC_8h	259
8	3	107359B_TUC_1h	5
8	3	107361B_TUC_2h	89
8	3	107363B_TUC_4h	285
8	3	107365B_TUC_8h	425
41	4	107329A_TUC_1h	1
41	4	107331A_TUC_2h	15
41	4	107333A_TUC_4h	42
41	4	107335A_TUC_8h	133
41	4	107359B_TUC_1h	9
41	4	107361B_TUC_2h	76
41	4	107363B_TUC_4h	160
41	4	107365B_TUC_8h	305
41	5	107331A_TUC_2h	1
41	5	107333A_TUC_4h	1
41	5	107335A_TUC_8h	6
41	5	107361B_TUC_2h	6
41	5	107363B_TUC_4h	17
41	5	107365B_TUC_8h	24
8	4	107331A_TUC_2h	1
8	4	107333A_TUC_4h	4
8	4	107335A_TUC_8h	6
8	4	107361B_TUC_2h	1
8	4	107363B_TUC_4h	6
8	4	107365B_TUC_8h	17
8	5	107365B_TUC_8h	1
58	0	107327A_TUC_0h_no4sU	30
58	0	107329A_TUC_1h	20
58	0	107331A_TUC_2h	20
58	0	107333A_TUC_4h	6
58	0	107335A_TUC_8h	4
58	0	107357B_TUC_0h_no4sU	31
58	0	107359B_TUC_1h	30
58	0	107361B_TUC_2h	22
58	0	107363B_TUC_4h	12
58	0	107365B_TUC_8h	8
25	0	107327A_TUC_0h_no4sU	201152
25	0	107329A_TUC_1h	166349
25	0	107331A_TUC_2h	148792
25	0	107333A_TUC_4h	156489
25	0	107335A_TUC_8h	141110
25	0	107357B_TUC_0h_no4sU	176558
25	0	107359B_TUC_1h	168871
25	0	107361B_TUC_2h	155429
25	0	107363B_TUC_4h	110297
25	0	107365B_TUC_8h	115547
58	1	107327A_TUC_0h_no4sU	2
58	1	107329A_TUC_1h	1
58	1	107331A_TUC_2h	8
58	1	107333A_TUC_4h	6
58	1	107335A_TUC_8h	6
58	1	107359B_TUC_1h	5
58	1	107361B_TUC_2h	6
58	1	107363B_TUC_4h	12
58	1	107365B_TUC_8h	10
25	1	107327A_TUC_0h_no4sU	2316
25	1	107329A_TUC_1h	6336
25	1	107331A_TUC_2h	18661
25	1	107333A_TUC_4h	37969
25	1	107335A_TUC_8h	58018
25	1	107357B_TUC_0h_no4sU	2062
25	1	107359B_TUC_1h	8113
25	1	107361B_TUC_2h	19412
25	1	107363B_TUC_4h	32095
25	1	107365B_TUC_8h	53635
58	2	107331A_TUC_2h	2
58	2	107333A_TUC_4h	4
58	2	107335A_TUC_8h	6
58	2	107359B_TUC_1h	2
58	2	107361B_TUC_2h	1
58	2	107363B_TUC_4h	8
58	2	107365B_TUC_8h	6
25	2	107327A_TUC_0h_no4sU	20
25	2	107329A_TUC_1h	412
25	2	107331A_TUC_2h	3187
25	2	107333A_TUC_4h	8609
25	2	107335A_TUC_8h	16297
25	2	107357B_TUC_0h_no4sU	11
25	2	107359B_TUC_1h	1064
25	2	107361B_TUC_2h	5113
25	2	107363B_TUC_4h	11085
25	2	107365B_TUC_8h	19152
58	3	107331A_TUC_2h	1
58	3	107335A_TUC_8h	4
58	3	107361B_TUC_2h	3
58	3	107363B_TUC_4h	1
58	3	107365B_TUC_8h	7
25	3	107329A_TUC_1h	33
25	3	107331A_TUC_2h	443
25	3	107333A_TUC_4h	1550
25	3	107335A_TUC_8h	3387
25	3	107359B_TUC_1h	184
25	3	107361B_TUC_2h	1233
25	3	107363B_TUC_4h	3024
25	3	107365B_TUC_8h	5380
58	4	107361B_TUC_2h	2
58	4	107363B_TUC_4h	1
58	4	107365B_TUC_8h	1
25	4	107329A_TUC_1h	1
25	4	107331A_TUC_2h	52
25	4	107333A_TUC_4h	236
25	4	107335A_TUC_8h	533
25	4	107359B_TUC_1h	21
25	4	107361B_TUC_2h	261
25	4	107363B_TUC_4h	668
25	4	107365B_TUC_8h	1123
25	5	107331A_TUC_2h	2
25	5	107333A_TUC_4h	6
25	5	107335A_TUC_8h	15
25	5	107361B_TUC_2h	11
25	5	107363B_TUC_4h	34
25	5	107365B_TUC_8h	40
42	0	107327A_TUC_0h_no4sU	5673
42	0	107329A_TUC_1h	4684
42	0	107331A_TUC_2h	3997
42	0	107333A_TUC_4h	3047
42	0	107335A_TUC_8h	2593
42	0	107357B_TUC_0h_no4sU	6079
42	0	107359B_TUC_1h	5051
42	0	107361B_TUC_2h	4451
42	0	107363B_TUC_4h	2602
42	0	107365B_TUC_8h	2397
9	0	107327A_TUC_0h_no4sU	592227
9	0	107329A_TUC_1h	465838
9	0	107331A_TUC_2h	486970
9	0	107333A_TUC_4h	568026
9	0	107335A_TUC_8h	564295
9	0	107357B_TUC_0h_no4sU	456344
9	0	107359B_TUC_1h	582545
9	0	107361B_TUC_2h	491126
9	0	107363B_TUC_4h	466136
9	0	107365B_TUC_8h	490037
42	1	107327A_TUC_0h_no4sU	82
42	1	107329A_TUC_1h	302
42	1	107331A_TUC_2h	842
42	1	107333A_TUC_4h	1183
42	1	107335A_TUC_8h	1915
42	1	107357B_TUC_0h_no4sU	73
42	1	107359B_TUC_1h	417
42	1	107361B_TUC_2h	848
42	1	107363B_TUC_4h	1175
42	1	107365B_TUC_8h	1899
9	1	107327A_TUC_0h_no4sU	2900
9	1	107329A_TUC_1h	5820
9	1	107331A_TUC_2h	21619
9	1	107333A_TUC_4h	49732
9	1	107335A_TUC_8h	82639
9	1	107357B_TUC_0h_no4sU	2035
9	1	107359B_TUC_1h	9054
9	1	107361B_TUC_2h	22574
9	1	107363B_TUC_4h	52214
9	1	107365B_TUC_8h	83276
42	2	107327A_TUC_0h_no4sU	2
42	2	107329A_TUC_1h	36
42	2	107331A_TUC_2h	252
42	2	107333A_TUC_4h	485
42	2	107335A_TUC_8h	868
42	2	107357B_TUC_0h_no4sU	3
42	2	107359B_TUC_1h	112
42	2	107361B_TUC_2h	402
42	2	107363B_TUC_4h	682
42	2	107365B_TUC_8h	1173
9	2	107327A_TUC_0h_no4sU	11
9	2	107329A_TUC_1h	120
9	2	107331A_TUC_2h	1174
9	2	107333A_TUC_4h	3672
9	2	107335A_TUC_8h	7333
9	2	107357B_TUC_0h_no4sU	11
9	2	107359B_TUC_1h	366
9	2	107361B_TUC_2h	1967
9	2	107363B_TUC_4h	5775
9	2	107365B_TUC_8h	9527
42	3	107329A_TUC_1h	5
42	3	107331A_TUC_2h	57
42	3	107333A_TUC_4h	146
42	3	107335A_TUC_8h	350
42	3	107359B_TUC_1h	32
42	3	107361B_TUC_2h	169
42	3	107363B_TUC_4h	338
42	3	107365B_TUC_8h	552
9	3	107329A_TUC_1h	2
9	3	107331A_TUC_2h	55
9	3	107333A_TUC_4h	185
9	3	107335A_TUC_8h	445
9	3	107359B_TUC_1h	20
9	3	107361B_TUC_2h	114
9	3	107363B_TUC_4h	436
9	3	107365B_TUC_8h	752
42	4	107329A_TUC_1h	1
42	4	107331A_TUC_2h	11
42	4	107333A_TUC_4h	46
42	4	107335A_TUC_8h	88
42	4	107359B_TUC_1h	7
42	4	107361B_TUC_2h	52
42	4	107363B_TUC_4h	135
42	4	107365B_TUC_8h	251
9	4	107331A_TUC_2h	1
9	4	107333A_TUC_4h	8
9	4	107335A_TUC_8h	13
9	4	107361B_TUC_2h	8
9	4	107363B_TUC_4h	20
9	4	107365B_TUC_8h	32
42	5	107331A_TUC_2h	2
42	5	107333A_TUC_4h	3
42	5	107335A_TUC_8h	10
42	5	107361B_TUC_2h	11
42	5	107363B_TUC_4h	12
42	5	107365B_TUC_8h	20
9	5	107365B_TUC_8h	1
59	0	107327A_TUC_0h_no4sU	19
59	0	107329A_TUC_1h	15
59	0	107331A_TUC_2h	10
59	0	107333A_TUC_4h	6
59	0	107335A_TUC_8h	7
59	0	107357B_TUC_0h_no4sU	15
59	0	107359B_TUC_1h	20
59	0	107361B_TUC_2h	11
59	0	107363B_TUC_4h	9
59	0	107365B_TUC_8h	6
26	0	107327A_TUC_0h_no4sU	174252
26	0	107329A_TUC_1h	142683
26	0	107331A_TUC_2h	127494
26	0	107333A_TUC_4h	132851
26	0	107335A_TUC_8h	119154
26	0	107357B_TUC_0h_no4sU	153656
26	0	107359B_TUC_1h	145018
26	0	107361B_TUC_2h	133667
26	0	107363B_TUC_4h	93602
26	0	107365B_TUC_8h	97721
59	1	107329A_TUC_1h	2
59	1	107331A_TUC_2h	6
59	1	107333A_TUC_4h	9
59	1	107335A_TUC_8h	6
59	1	107357B_TUC_0h_no4sU	1
59	1	107359B_TUC_1h	1
59	1	107361B_TUC_2h	6
59	1	107363B_TUC_4h	5
59	1	107365B_TUC_8h	4
26	1	107327A_TUC_0h_no4sU	1859
26	1	107329A_TUC_1h	5533
26	1	107331A_TUC_2h	16534
26	1	107333A_TUC_4h	33020
26	1	107335A_TUC_8h	51120
26	1	107357B_TUC_0h_no4sU	1631
26	1	107359B_TUC_1h	7140
26	1	107361B_TUC_2h	17367
26	1	107363B_TUC_4h	27842
26	1	107365B_TUC_8h	47731
59	2	107331A_TUC_2h	1
59	2	107333A_TUC_4h	2
59	2	107335A_TUC_8h	1
59	2	107363B_TUC_4h	3
59	2	107365B_TUC_8h	3
26	2	107327A_TUC_0h_no4sU	14
26	2	107329A_TUC_1h	417
26	2	107331A_TUC_2h	3027
26	2	107333A_TUC_4h	7978
26	2	107335A_TUC_8h	15086
26	2	107357B_TUC_0h_no4sU	19
26	2	107359B_TUC_1h	1037
26	2	107361B_TUC_2h	4846
26	2	107363B_TUC_4h	10011
26	2	107365B_TUC_8h	17817
59	3	107335A_TUC_8h	3
59	3	107359B_TUC_1h	1
59	3	107361B_TUC_2h	3
59	3	107363B_TUC_4h	2
59	3	107365B_TUC_8h	6
26	3	107327A_TUC_0h_no4sU	3
26	3	107329A_TUC_1h	31
26	3	107331A_TUC_2h	427
26	3	107333A_TUC_4h	1479
26	3	107335A_TUC_8h	3252
26	3	107357B_TUC_0h_no4sU	1
26	3	107359B_TUC_1h	198
26	3	107361B_TUC_2h	1206
26	3	107363B_TUC_4h	2981
26	3	107365B_TUC_8h	5207
59	4	107359B_TUC_1h	1
59	4	107363B_TUC_4h	2
26	4	107329A_TUC_1h	3
26	4	107331A_TUC_2h	56
26	4	107333A_TUC_4h	192
26	4	107335A_TUC_8h	562
26	4	107359B_TUC_1h	29
26	4	107361B_TUC_2h	255
26	4	107363B_TUC_4h	651
26	4	107365B_TUC_8h	1194
26	5	107333A_TUC_4h	10
26	5	107335A_TUC_8h	13
26	5	107361B_TUC_2h	8
26	5	107363B_TUC_4h	31
26	5	107365B_TUC_8h	54
76	0	107335A_TUC_8h	1
43	0	107327A_TUC_0h_no4sU	4059
43	0	107329A_TUC_1h	3481
43	0	107331A_TUC_2h	2859
43	0	107333A_TUC_4h	2128
43	0	107335A_TUC_8h	1763
43	0	107357B_TUC_0h_no4sU	4396
43	0	107359B_TUC_1h	3680
43	0	107361B_TUC_2h	3107
43	0	107363B_TUC_4h	1835
43	0	107365B_TUC_8h	1701
10	0	107327A_TUC_0h_no4sU	596023
10	0	107329A_TUC_1h	468656
10	0	107331A_TUC_2h	484373
10	0	107333A_TUC_4h	564899
10	0	107335A_TUC_8h	557330
10	0	107357B_TUC_0h_no4sU	461530
10	0	107359B_TUC_1h	574658
10	0	107361B_TUC_2h	489338
10	0	107363B_TUC_4h	455681
10	0	107365B_TUC_8h	480637
43	1	107327A_TUC_0h_no4sU	76
43	1	107329A_TUC_1h	268
43	1	107331A_TUC_2h	581
43	1	107333A_TUC_4h	869
43	1	107335A_TUC_8h	1322
43	1	107357B_TUC_0h_no4sU	74
43	1	107359B_TUC_1h	310
43	1	107361B_TUC_2h	661
43	1	107363B_TUC_4h	915
43	1	107365B_TUC_8h	1447
10	1	107327A_TUC_0h_no4sU	2963
10	1	107329A_TUC_1h	6452
10	1	107331A_TUC_2h	24217
10	1	107333A_TUC_4h	54857
10	1	107335A_TUC_8h	91088
10	1	107357B_TUC_0h_no4sU	2330
10	1	107359B_TUC_1h	9872
10	1	107361B_TUC_2h	25430
10	1	107363B_TUC_4h	55895
10	1	107365B_TUC_8h	90269
43	2	107329A_TUC_1h	27
43	2	107331A_TUC_2h	188
43	2	107333A_TUC_4h	365
43	2	107335A_TUC_8h	691
43	2	107357B_TUC_0h_no4sU	2
43	2	107359B_TUC_1h	97
43	2	107361B_TUC_2h	305
43	2	107363B_TUC_4h	520
43	2	107365B_TUC_8h	947
10	2	107327A_TUC_0h_no4sU	19
10	2	107329A_TUC_1h	149
10	2	107331A_TUC_2h	1384
10	2	107333A_TUC_4h	4575
10	2	107335A_TUC_8h	9340
10	2	107357B_TUC_0h_no4sU	11
10	2	107359B_TUC_1h	489
10	2	107361B_TUC_2h	2416
10	2	107363B_TUC_4h	7202
10	2	107365B_TUC_8h	11843
43	3	107329A_TUC_1h	4
43	3	107331A_TUC_2h	60
43	3	107333A_TUC_4h	112
43	3	107335A_TUC_8h	258
43	3	107359B_TUC_1h	32
43	3	107361B_TUC_2h	143
43	3	107363B_TUC_4h	239
43	3	107365B_TUC_8h	498
10	3	107329A_TUC_1h	5
10	3	107331A_TUC_2h	57
10	3	107333A_TUC_4h	273
10	3	107335A_TUC_8h	611
10	3	107359B_TUC_1h	26
10	3	107361B_TUC_2h	213
10	3	107363B_TUC_4h	630
10	3	107365B_TUC_8h	1063
43	4	107331A_TUC_2h	7
43	4	107333A_TUC_4h	38
43	4	107335A_TUC_8h	87
43	4	107359B_TUC_1h	4
43	4	107361B_TUC_2h	60
43	4	107363B_TUC_4h	112
43	4	107365B_TUC_8h	193
10	4	107331A_TUC_2h	2
10	4	107333A_TUC_4h	9
10	4	107335A_TUC_8h	28
10	4	107359B_TUC_1h	1
10	4	107361B_TUC_2h	9
10	4	107363B_TUC_4h	29
10	4	107365B_TUC_8h	59
43	5	107333A_TUC_4h	1
43	5	107335A_TUC_8h	6
43	5	107361B_TUC_2h	8
43	5	107363B_TUC_4h	11
43	5	107365B_TUC_8h	21
10	5	107335A_TUC_8h	1
60	0	107327A_TUC_0h_no4sU	7
60	0	107329A_TUC_1h	10
60	0	107331A_TUC_2h	4
60	0	107333A_TUC_4h	1
60	0	107335A_TUC_8h	1
60	0	107357B_TUC_0h_no4sU	12
60	0	107359B_TUC_1h	8
60	0	107361B_TUC_2h	5
60	0	107363B_TUC_4h	3
60	0	107365B_TUC_8h	3
27	0	107327A_TUC_0h_no4sU	149546
27	0	107329A_TUC_1h	123967
27	0	107331A_TUC_2h	108972
27	0	107333A_TUC_4h	111212
27	0	107335A_TUC_8h	99862
27	0	107357B_TUC_0h_no4sU	133009
27	0	107359B_TUC_1h	125048
27	0	107361B_TUC_2h	113943
27	0	107363B_TUC_4h	78063
27	0	107365B_TUC_8h	82079
